"";"CODIGO_UNIDADE_ORCAMENTARIA";"UNIDADE ORCAMENTARIA";"GRUPO DE DESPESA";"Ano";"Valor"
"1047";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Investimentos";2014;0
"1048";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Investimentos";2015;0
"1049";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Investimentos";2016;0,1
"1050";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Investimentos";2017;0
"1051";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Investimentos";2018;0,05
"1052";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Investimentos";2019;0,08
"1053";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Investimentos";2020;0,05
"1054";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Investimentos";2021;0
"1055";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Investimentos";2022;0
"1056";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Investimentos";2023;0
"1057";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Inversões Financeiras";2000;0
"1058";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Inversões Financeiras";2001;0
"1059";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Inversões Financeiras";2002;0
"1060";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Inversões Financeiras";2003;0
"1061";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Inversões Financeiras";2004;0
"1062";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Inversões Financeiras";2005;0
"1063";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Inversões Financeiras";2006;0
"1064";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Inversões Financeiras";2007;0
"1065";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Inversões Financeiras";2008;0
"1066";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Inversões Financeiras";2009;0
"1067";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Inversões Financeiras";2010;0
"1068";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Inversões Financeiras";2011;0
"1069";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Inversões Financeiras";2012;0
"1070";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Inversões Financeiras";2013;2,8
"1071";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Inversões Financeiras";2014;0
"1072";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Inversões Financeiras";2015;0
"1073";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Inversões Financeiras";2016;7,9
"1074";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Inversões Financeiras";2017;0
"1075";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Inversões Financeiras";2018;0
"1076";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Inversões Financeiras";2019;8,06
"1077";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Inversões Financeiras";2020;13,74
"1078";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Inversões Financeiras";2021;28,2
"1079";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Inversões Financeiras";2022;24,67
"1080";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Inversões Financeiras";2023;0
"1081";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Amortização da Dívida";2000;0
"1082";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Amortização da Dívida";2001;0
"1083";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Amortização da Dívida";2002;0
"1084";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Amortização da Dívida";2003;0
"1085";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Amortização da Dívida";2004;0
"1086";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Amortização da Dívida";2005;0
"1087";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Amortização da Dívida";2006;0
"1088";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Amortização da Dívida";2007;0
"1089";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Amortização da Dívida";2008;0
"1090";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Amortização da Dívida";2009;0
"1091";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Amortização da Dívida";2010;0
"1092";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Amortização da Dívida";2011;0
"1093";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Amortização da Dívida";2012;0,38
"1094";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Amortização da Dívida";2013;0,73
"1095";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Amortização da Dívida";2014;0,74
"1096";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Amortização da Dívida";2015;4,2
"1097";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Amortização da Dívida";2016;2,4
"1098";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Amortização da Dívida";2017;9,4
"1099";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Amortização da Dívida";2018;15,84
"1100";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Amortização da Dívida";2019;16,05
"1101";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Amortização da Dívida";2020;16,25
"1102";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Amortização da Dívida";2021;16
"1103";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Amortização da Dívida";2022;33,31
"1104";52232;"Caixa de Construcoes de Casas para o Pessoal da Marinha";"Amortização da Dívida";2023;19,75
"1105";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Pessoal e Encargos Sociais";2000;0
"1106";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Pessoal e Encargos Sociais";2001;0
"1107";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Pessoal e Encargos Sociais";2002;0
"1108";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Pessoal e Encargos Sociais";2003;0
"1109";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Pessoal e Encargos Sociais";2004;0
"1110";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Pessoal e Encargos Sociais";2005;0
"1111";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Pessoal e Encargos Sociais";2006;0
"1112";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Pessoal e Encargos Sociais";2007;0
"1113";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Pessoal e Encargos Sociais";2008;0
"1114";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Pessoal e Encargos Sociais";2009;0
"1115";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Pessoal e Encargos Sociais";2010;0
"1116";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Pessoal e Encargos Sociais";2011;0
"1117";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Pessoal e Encargos Sociais";2012;0
"1118";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Pessoal e Encargos Sociais";2013;40,84
"1119";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Pessoal e Encargos Sociais";2014;168,98
"1120";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Pessoal e Encargos Sociais";2015;215,9
"1121";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Pessoal e Encargos Sociais";2016;264,8
"1122";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Pessoal e Encargos Sociais";2017;285
"1123";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Pessoal e Encargos Sociais";2018;300,12
"1124";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Pessoal e Encargos Sociais";2019;333,61
"1125";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Pessoal e Encargos Sociais";2020;315,21
"1126";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Pessoal e Encargos Sociais";2021;288,1
"1127";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Pessoal e Encargos Sociais";2022;353,68
"1128";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Pessoal e Encargos Sociais";2023;319,86
"1129";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Outras Despesas Correntes";2000;0
"1130";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Outras Despesas Correntes";2001;0
"1131";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Outras Despesas Correntes";2002;0
"1132";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Outras Despesas Correntes";2003;0
"1133";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Outras Despesas Correntes";2004;0
"1134";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Outras Despesas Correntes";2005;0
"1135";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Outras Despesas Correntes";2006;0
"1136";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Outras Despesas Correntes";2007;0
"1137";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Outras Despesas Correntes";2008;0
"1138";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Outras Despesas Correntes";2009;0
"1139";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Outras Despesas Correntes";2010;0
"1140";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Outras Despesas Correntes";2011;0
"1141";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Outras Despesas Correntes";2012;0
"1142";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Outras Despesas Correntes";2013;8,14
"1143";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Outras Despesas Correntes";2014;15,9
"1144";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Outras Despesas Correntes";2015;34,1
"1145";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Outras Despesas Correntes";2016;34,4
"1146";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Outras Despesas Correntes";2017;34,7
"1147";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Outras Despesas Correntes";2018;32,64
"1148";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Outras Despesas Correntes";2019;37,19
"1149";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Outras Despesas Correntes";2020;34,93
"1150";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Outras Despesas Correntes";2021;30,5
"1151";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Outras Despesas Correntes";2022;32,83
"1152";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Outras Despesas Correntes";2023;29,36
"1153";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Investimentos";2000;0
"1154";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Investimentos";2001;0
"1155";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Investimentos";2002;0
"1156";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Investimentos";2003;0
"1157";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Investimentos";2004;0
"1158";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Investimentos";2005;0
"1159";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Investimentos";2006;0
"1160";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Investimentos";2007;0
"1161";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Investimentos";2008;0
"1162";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Investimentos";2009;0
"1163";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Investimentos";2010;0
"1164";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Investimentos";2011;0
"1165";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Investimentos";2012;0
"1166";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Investimentos";2013;2,17
"1167";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Investimentos";2014;0,5
"1168";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Investimentos";2015;0,8
"1169";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Investimentos";2016;0,4
"1170";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Investimentos";2017;0,3
"1171";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Investimentos";2018;0,36
"1172";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Investimentos";2019;0,48
"1173";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Investimentos";2020;1,76
"1174";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Investimentos";2021;0,1
"1175";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Investimentos";2022;0,17
"1176";52233;"Amazonia Azul Tecnologias de Defesa S.A";"Investimentos";2023;0,12
"1177";52901;"Fundo do Ministerio da Defesa";"Outras Despesas Correntes";2000;2,86
"1178";52901;"Fundo do Ministerio da Defesa";"Outras Despesas Correntes";2001;1,95
"1179";52901;"Fundo do Ministerio da Defesa";"Outras Despesas Correntes";2002;1,19
"1180";52901;"Fundo do Ministerio da Defesa";"Outras Despesas Correntes";2003;4,41
"1181";52901;"Fundo do Ministerio da Defesa";"Outras Despesas Correntes";2004;1,52
"1182";52901;"Fundo do Ministerio da Defesa";"Outras Despesas Correntes";2005;1,78
"1183";52901;"Fundo do Ministerio da Defesa";"Outras Despesas Correntes";2006;2,02
"1184";52901;"Fundo do Ministerio da Defesa";"Outras Despesas Correntes";2007;1,59
"1185";52901;"Fundo do Ministerio da Defesa";"Outras Despesas Correntes";2008;0,64
"1186";52901;"Fundo do Ministerio da Defesa";"Outras Despesas Correntes";2009;1,23
"1187";52901;"Fundo do Ministerio da Defesa";"Outras Despesas Correntes";2010;1,2
"1188";52901;"Fundo do Ministerio da Defesa";"Outras Despesas Correntes";2011;1,21
"1189";52901;"Fundo do Ministerio da Defesa";"Outras Despesas Correntes";2012;2,54
"1190";52901;"Fundo do Ministerio da Defesa";"Outras Despesas Correntes";2013;1,47
"1191";52901;"Fundo do Ministerio da Defesa";"Outras Despesas Correntes";2014;2,34
"1192";52901;"Fundo do Ministerio da Defesa";"Outras Despesas Correntes";2015;2,2
"1193";52901;"Fundo do Ministerio da Defesa";"Outras Despesas Correntes";2016;2,8
"1194";52901;"Fundo do Ministerio da Defesa";"Outras Despesas Correntes";2017;3,8
"1195";52901;"Fundo do Ministerio da Defesa";"Outras Despesas Correntes";2018;2,94
"1196";52901;"Fundo do Ministerio da Defesa";"Outras Despesas Correntes";2019;3,15
"1197";52901;"Fundo do Ministerio da Defesa";"Outras Despesas Correntes";2020;3,07
"1198";52901;"Fundo do Ministerio da Defesa";"Outras Despesas Correntes";2021;2,1
"1199";52901;"Fundo do Ministerio da Defesa";"Outras Despesas Correntes";2022;2,65
"1200";52901;"Fundo do Ministerio da Defesa";"Outras Despesas Correntes";2023;1,02
"1201";52901;"Fundo do Ministerio da Defesa";"Investimentos";2000;0,66
"1202";52901;"Fundo do Ministerio da Defesa";"Investimentos";2001;0,77
"1203";52901;"Fundo do Ministerio da Defesa";"Investimentos";2002;0,55
"1204";52901;"Fundo do Ministerio da Defesa";"Investimentos";2003;1,53
"1205";52901;"Fundo do Ministerio da Defesa";"Investimentos";2004;1,57
"1206";52901;"Fundo do Ministerio da Defesa";"Investimentos";2005;1,85
"1207";52901;"Fundo do Ministerio da Defesa";"Investimentos";2006;1,84
"1208";52901;"Fundo do Ministerio da Defesa";"Investimentos";2007;1,38
"1209";52901;"Fundo do Ministerio da Defesa";"Investimentos";2008;0
"1210";52901;"Fundo do Ministerio da Defesa";"Investimentos";2009;0,37
"1211";52901;"Fundo do Ministerio da Defesa";"Investimentos";2010;0
"1212";52901;"Fundo do Ministerio da Defesa";"Investimentos";2011;0,05
"1213";52901;"Fundo do Ministerio da Defesa";"Investimentos";2012;0,08
"1214";52901;"Fundo do Ministerio da Defesa";"Investimentos";2013;0
"1215";52901;"Fundo do Ministerio da Defesa";"Investimentos";2014;0,26
"1216";52901;"Fundo do Ministerio da Defesa";"Investimentos";2015;0
"1217";52901;"Fundo do Ministerio da Defesa";"Investimentos";2016;0
"1218";52901;"Fundo do Ministerio da Defesa";"Investimentos";2017;0
"1219";52901;"Fundo do Ministerio da Defesa";"Investimentos";2018;0,1
"1220";52901;"Fundo do Ministerio da Defesa";"Investimentos";2019;0,02
"1221";52901;"Fundo do Ministerio da Defesa";"Investimentos";2020;0,04
"1222";52901;"Fundo do Ministerio da Defesa";"Investimentos";2021;0
"1223";52901;"Fundo do Ministerio da Defesa";"Investimentos";2022;0
"1224";52901;"Fundo do Ministerio da Defesa";"Investimentos";2023;0
"1225";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Pessoal e Encargos Sociais";2000;0
"1226";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Pessoal e Encargos Sociais";2001;12,65
"1227";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Pessoal e Encargos Sociais";2002;43,15
"1228";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Pessoal e Encargos Sociais";2003;25,26
"1229";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Pessoal e Encargos Sociais";2004;26,44
"1230";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Pessoal e Encargos Sociais";2005;34,81
"1231";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Pessoal e Encargos Sociais";2006;42,47
"1232";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Pessoal e Encargos Sociais";2007;44,3
"1233";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Pessoal e Encargos Sociais";2008;55,78
"1234";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Pessoal e Encargos Sociais";2009;74,71
"1235";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Pessoal e Encargos Sociais";2010;106,92
"1236";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Pessoal e Encargos Sociais";2011;118,1
"1237";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Pessoal e Encargos Sociais";2012;128,57
"1238";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Pessoal e Encargos Sociais";2013;140,41
"1239";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Pessoal e Encargos Sociais";2014;147,82
"1240";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Pessoal e Encargos Sociais";2015;151,6
"1241";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Pessoal e Encargos Sociais";2016;160,7
"1242";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Pessoal e Encargos Sociais";2017;168,9
"1243";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Pessoal e Encargos Sociais";2018;166,7
"1244";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Pessoal e Encargos Sociais";2019;166,02
"1245";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Pessoal e Encargos Sociais";2020;161,57
"1246";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Pessoal e Encargos Sociais";2021;161,9
"1247";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Pessoal e Encargos Sociais";2022;157,72
"1248";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Pessoal e Encargos Sociais";2023;158,39
"1249";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Outras Despesas Correntes";2000;20,54
"1250";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Outras Despesas Correntes";2001;27,08
"1251";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Outras Despesas Correntes";2002;18
"1252";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Outras Despesas Correntes";2003;25,73
"1253";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Outras Despesas Correntes";2004;32,37
"1254";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Outras Despesas Correntes";2005;32,38
"1255";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Outras Despesas Correntes";2006;40,18
"1256";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Outras Despesas Correntes";2007;42,22
"1257";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Outras Despesas Correntes";2008;39,83
"1258";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Outras Despesas Correntes";2009;40,86
"1259";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Outras Despesas Correntes";2010;56,85
"1260";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Outras Despesas Correntes";2011;77,43
"1261";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Outras Despesas Correntes";2012;75,48
"1262";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Outras Despesas Correntes";2013;74,26
"1263";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Outras Despesas Correntes";2014;83,09
"1264";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Outras Despesas Correntes";2015;84,6
"1265";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Outras Despesas Correntes";2016;74
"1266";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Outras Despesas Correntes";2017;65,7
"1267";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Outras Despesas Correntes";2018;75,69
"1268";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Outras Despesas Correntes";2019;94,92
"1269";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Outras Despesas Correntes";2020;84,95
"1270";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Outras Despesas Correntes";2021;89,4
"1271";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Outras Despesas Correntes";2022;82,92
"1272";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Outras Despesas Correntes";2023;30,7
"1273";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Investimentos";2000;0,05
"1274";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Investimentos";2001;0,31
"1275";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Investimentos";2002;0,27
"1276";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Investimentos";2003;1,47
"1277";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Investimentos";2004;8,49
"1278";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Investimentos";2005;12,34
"1279";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Investimentos";2006;10,57
"1280";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Investimentos";2007;3,5
"1281";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Investimentos";2008;2,8
"1282";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Investimentos";2009;3,4
"1283";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Investimentos";2010;16,42
"1284";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Investimentos";2011;13,52
"1285";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Investimentos";2012;6,68
"1286";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Investimentos";2013;2,87
"1287";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Investimentos";2014;5,48
"1288";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Investimentos";2015;7,6
"1289";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Investimentos";2016;3
"1290";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Investimentos";2017;3,8
"1291";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Investimentos";2018;7,66
"1292";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Investimentos";2019;7,4
"1293";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Investimentos";2020;20,04
"1294";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Investimentos";2021;20,5
"1295";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Investimentos";2022;18,47
"1296";52902;"Fundo de Administracao do Hospital das Forcas Armadas";"Investimentos";2023;0,66
"1297";52903;"Fundo Servico Militar";"Outras Despesas Correntes";2000;4,09
"1298";52903;"Fundo Servico Militar";"Outras Despesas Correntes";2001;4,51
"1299";52903;"Fundo Servico Militar";"Outras Despesas Correntes";2002;4,02
"1300";52903;"Fundo Servico Militar";"Outras Despesas Correntes";2003;3,89
"1301";52903;"Fundo Servico Militar";"Outras Despesas Correntes";2004;4,54
"1302";52903;"Fundo Servico Militar";"Outras Despesas Correntes";2005;4,47
"1303";52903;"Fundo Servico Militar";"Outras Despesas Correntes";2006;4,39
"1304";52903;"Fundo Servico Militar";"Outras Despesas Correntes";2007;4,76
"1305";52903;"Fundo Servico Militar";"Outras Despesas Correntes";2008;4,1
"1306";52903;"Fundo Servico Militar";"Outras Despesas Correntes";2009;4,69
"1307";52903;"Fundo Servico Militar";"Outras Despesas Correntes";2010;5,88
"1308";52903;"Fundo Servico Militar";"Outras Despesas Correntes";2011;6,07
"1309";52903;"Fundo Servico Militar";"Outras Despesas Correntes";2012;6,06
"1310";52903;"Fundo Servico Militar";"Outras Despesas Correntes";2013;5,37
"1311";52903;"Fundo Servico Militar";"Outras Despesas Correntes";2014;5,1
"1312";52903;"Fundo Servico Militar";"Outras Despesas Correntes";2015;4,9
"1313";52903;"Fundo Servico Militar";"Outras Despesas Correntes";2016;5,4
"1314";52903;"Fundo Servico Militar";"Outras Despesas Correntes";2017;4,6
"1315";52903;"Fundo Servico Militar";"Outras Despesas Correntes";2018;6,68
"1316";52903;"Fundo Servico Militar";"Outras Despesas Correntes";2019;7,02
"1317";52903;"Fundo Servico Militar";"Outras Despesas Correntes";2020;7,02
"1318";52903;"Fundo Servico Militar";"Outras Despesas Correntes";2021;6,2
"1319";52903;"Fundo Servico Militar";"Outras Despesas Correntes";2022;6,24
"1320";52903;"Fundo Servico Militar";"Outras Despesas Correntes";2023;4,12
"1321";52903;"Fundo Servico Militar";"Investimentos";2000;1,06
"1322";52903;"Fundo Servico Militar";"Investimentos";2001;1,09
"1323";52903;"Fundo Servico Militar";"Investimentos";2002;1
"1324";52903;"Fundo Servico Militar";"Investimentos";2003;0,95
"1325";52903;"Fundo Servico Militar";"Investimentos";2004;1,47
"1326";52903;"Fundo Servico Militar";"Investimentos";2005;0,71
"1327";52903;"Fundo Servico Militar";"Investimentos";2006;0,96
"1328";52903;"Fundo Servico Militar";"Investimentos";2007;0,67
"1329";52903;"Fundo Servico Militar";"Investimentos";2008;0,92
"1330";52903;"Fundo Servico Militar";"Investimentos";2009;0,85
"1331";52903;"Fundo Servico Militar";"Investimentos";2010;1,04
"1332";52903;"Fundo Servico Militar";"Investimentos";2011;1
"1333";52903;"Fundo Servico Militar";"Investimentos";2012;1,09
"1334";52903;"Fundo Servico Militar";"Investimentos";2013;1,29
"1335";52903;"Fundo Servico Militar";"Investimentos";2014;1,55
"1336";52903;"Fundo Servico Militar";"Investimentos";2015;0,8
"1337";52903;"Fundo Servico Militar";"Investimentos";2016;1
"1338";52903;"Fundo Servico Militar";"Investimentos";2017;0,8
"1339";52903;"Fundo Servico Militar";"Investimentos";2018;0,83
"1340";52903;"Fundo Servico Militar";"Investimentos";2019;2,15
"1341";52903;"Fundo Servico Militar";"Investimentos";2020;1,73
"1342";52903;"Fundo Servico Militar";"Investimentos";2021;1,5
"1343";52903;"Fundo Servico Militar";"Investimentos";2022;1,52
"1344";52903;"Fundo Servico Militar";"Investimentos";2023;0,09
"1345";52911;"Fundo Aeronautico";"Outras Despesas Correntes";2000;330,8
"1346";52911;"Fundo Aeronautico";"Outras Despesas Correntes";2001;396,97
