municipio;nome_escola;zona;ano_implantacao;lat;lon
Quipapá;EREM DOUTOR FERNANDO PESSOA DE MELLO;Urbana;2016;-8,8277107;-36,0065268
Santa Maria do Cambucá;EREM JOAO DAVID DE SOUZA;Urbana;2016;-7,8343273;-35,8812021
Tupanatinga;EREM JOSE EMILIO DE MELO;Urbana;2016;-8,7535159;-37,3428907
Bom Jardim;EREM JUSTULINO FERREIRA GOMES;Rural;2016;-7,832455;-35,6516728
Caetés;EREM LUIZ PEREIRA JUNIOR;Urbana;2016;-8,7807212;-36,6271587
Cumaru;EREM MANOEL GONCALVES DE LIMA;Urbana;2016;-8,0087913;-35,70126
Belém de Maria;EREM PRESIDENTE TANCREDO NEVES;Urbana;2016;-8,6163461;-35,8489947
Pedra;EREM PROFESSOR BRASILIANO DONINO DA COSTA LIMA;Urbana;2016;-8,4997714;-36,9471803
Quixaba;EREM SOLIDONIO PEREIRA DE CARVALHO;Urbana;2016;-7,7175488;-37,8432833
Tamandaré;EREM TAMANDARE;Urbana;2016;-8,7571603;-35,1019752
Recife;ETE DE CRIATIVIDADE MUSICAL;Urbana;2016;-8,06012985;-34,88044048
Flores;EREM AIRES GAMA;Urbana;2016;-7,863293;-37,9729148
Ilha de Itamaracá;EREM ALBERTO AUGUSTO DE MORAIS PRADINES;Urbana;2016;-7,7480977;-34,8248711
Recife;EREM ALVARO LINS;Urbana;2016;-7,9994276;-34,9225354
Recife;EREM AMAURY DE MEDEIROS;Urbana;2016;-8,0803971;-34,9080109
Recife;EREM ANIBAL FALCAO;Urbana;2016;-8,0874498;-34,9572871
Recife;EREM ANIBAL FERNANDES;Urbana;2016;-8,0874498;-34,9572871
Amaraji;EREM ANTONIO ALVES DE ARAUJO;Urbana;2016;-8,3748772;-35,4551341
Recife;EREM APOLONIO SALES;Urbana;2016;-8,1099122;-34,932535
Fernando de Noronha;EREM ARQUIPELAGO DE FERNANDO DE NORONHA;Urbana;2016;-3,8409476;-32,4110786
Bodocó;EREM ARTUR BARROS CAVALCANTI;Urbana;2016;-7,7792217;-39,9377685
Exu;EREM BARAO DE EXU;Urbana;2016;-7,5116696;-39,7218127
Moreno;EREM CARDEAL DOM JAIME CAMARA;Urbana;2016;-8,1192762;-35,0971844
Recife;EREM CLOTILDE DE OLIVEIRA;Urbana;2016;-8,0197463;-34,9260249
Paudalho;EREM CONFEDERACAO DO EQUADOR;Urbana;2016;-7,9031535;-35,1851351
Jatobá;EREM DE ITAPARICA;Urbana;2016;-9,1741302;-38,2467566
Barreiros;EREM DOUTOR ANTHENOR GUIMARAES;Rural;2016;-8,811799;-35,2069678
Recife;EREM ENGENHEIRO LAURO DINIZ;Urbana;2016;-8,1144319;-34,9212301
Igarassu;EREM EURICO PFISTERER;Urbana;2016;-7,868536;-34,904385
Garanhuns;EREM FRANCISCO MADEIROS;Urbana;2016;-8,8852489;-36,5058776
Mirandiba;EREM FRANCISCO PIRES;Urbana;2016;-8,1172828;-38,7269817
Itambé;EREM FREI ORLANDO;Urbana;2016;-7,4067784;-35,1098221
Ipojuca;EREM FREI OTTO;Urbana;2016;-8,4377973;-35,0128464
Granito;EREM GOVERNADOR MIGUEL ARRAES DE ALENCAR;Urbana;2016;-7,7106464;-39,6191817
Tacaratu;EREM JOAO BATISTA DE VASCONCELOS;Urbana;2016;-9,1062525;-38,15244
Recife;EREM JOAQUIM NABUCO;Urbana;2016;-8,0748446;-34,8913054
Tacaimbó;EREM JOSE LEITE BARROS;Urbana;2016;-8,3090898;-36,3003624
Paulista;EREM MAESTRO NELSON FERREIRA;Urbana;2016;-7,9132199;-34,8434789
Olinda;EREM MARECHAL FLORIANO PEIXOTO;Urbana;2016;-7,9731087;-34,8699866
Escada;EREM MONSENHOR JOAO RODRIGUES DE CARVALHO;Urbana;2016;-8,3631589;-35,2304654
Sanharó;EREM NOSSA SENHORA DE FATIMA;Urbana;2016;-8,3611584;-36,5626757
Recife;EREM OLINTO VICTOR;Urbana;2016;-8,0324598;-34,9556198
Recife;EREM OLIVEIRA LIMA;Urbana;2016;-8,0606597;-34,8904913
Petrolina;EREM OTACILIO NUNES DE SOUZA;Urbana;2016;-9,386063;-40,4937922
Vicência;EREM PADRE GUEDES;Urbana;2016;-7,6588779;-35,3198309
Recife;EREM PADRE NERCIO RODRIGUES;Urbana;2016;-8,007786;-34,907733
Gravatá;EREM PROFESSOR ANTONIO FARIAS;Urbana;2016;-8,1974569;-35,5691127
Recife;EREM PROFESSOR CANDIDO DUARTE;Urbana;2016;-8,0209659;-34,938991
Camaragibe;EREM PROFESSOR CARLOS FREDERICO DO REGO MACIEL;Urbana;2016;-8,025655;-34,997686
Itaquitinga;EREM PROFESSOR DENIVAL JOSE RODRIGUES DE MELO;Urbana;2016;-7,6597807;-35,1031952
Olinda;EREM PROFESSOR ERNESTO SILVA;Urbana;2016;-7,9634296;-34,845322
Recife;EREM PROFESSOR JORDAO EMERENCIANO;Urbana;2016;-8,1195241;-34,9555835
Jaboatão dos Guararapes;EREM PROFESSOR MOACYR DE ALBUQUERQUE;Urbana;2016;-8,0908404;-34,9745729
Recife;EREM PROFESSOR TRAJANO DE MENDONCA;Urbana;2016;-8,0785098;-34,9413175
Salgueiro;EREM PROFESSOR URBANO GOMES DE SA;Urbana;2016;-8,0735278;-39,1281188
Paulista;EREM PROFESSORA AMARINA SIMOES;Urbana;2016;-7,9383499;-34,8729389
Tabira;EREM PROFESSORA CARLOTA BRECKENFELD;Urbana;2016;-7,5882464;-37,5413882
Brejão;EREM PROFESSORA ISMENIA LEMOS WANDERLEY;Urbana;2016;-9,0295682;-36,5663644
Venturosa;EREM QUITERIA WANDERLEY SIMOES;Urbana;2016;-8,5792734;-36,8745197
Jaboatão dos Guararapes;EREM RODOLFO AURELIANO;Urbana;2016;-8,1131366;-35,0194879
Recife;EREM SANTOS DUMONT;Urbana;2016;-8,1319678;-34,9071666
Dormentes;EREM SENADOR NILO COELHO;Urbana;2016;-8,4363764;-40,7691977
Taquaritinga do Norte;EREM SEVERINO CORDEIRO DE ARRUDA;Urbana;2016;-7,9029703;-36,0436172
Surubim;EREM SEVERINO FARIAS;Urbana;2016;-8,7819395;-35,2880859
Recife;EREM SIZENANDO SILVEIRA;Urbana;2016;-8,0546649;-34,8816863
Jaboatão dos Guararapes;EREM VILA RICA;Urbana;2016;-8,1168431;-35,0216677
Surubim;ETE  ANTONIO ARRUDA DE FARIAS;Urbana;2016;-7,8343877;-35,7630421
Recife;ETE  GINASIO PERNAMBUCANO CRUZ CABUGA;Urbana;2016;-8,051434;-34,880506
Limoeiro;ETE  JOSE HUMBERTO DE MOURA CAVALCANTI;Urbana;2016;-7,8572807;-35,4472616
Recife;ETE  PROFESSOR ALFREDO FREYRE;Urbana;2016;-8,0212775;-34,892698
Goiana;ETE ADERICO ALVES DE VASCONCELOS;Urbana;2016;-7,5614694;-35,0126998
Sertânia;ETE ARLINDO FERREIRA DOS SANTOS;Urbana;2016;-8,0641576;-37,283924
Carpina;ETE MARIA EDUARDA RAMOS DE BARROS;Urbana;2016;-7,8395888;-35,253417
Jaboatão dos Guararapes;ETE MAXIMIANO ACCIOLY CAMPOS;Urbana;2016;-8,1122913;-35,0129047
Timbaúba;ETE MIGUEL ARRAES DE ALENCAR;Urbana;2016;-7,4994857;-35,2982314
Orobó;EREM ABILIO DE SOUZA BARBOSA;Urbana;2016;-7,7514408;-35,6036616
São Caitano;EREM AGAMENON MAGALHAES;Urbana;2016;-8,3296561;-36,144403
Recife;EREM AGEU MAGALHAES;Urbana;2016;-8,0278089;-34,9108165
Triunfo;EREM ALFREDO DE CARVALHO;Urbana;2016;-7,8336472;-38,1040079
Condado;EREM ANTONIO CORREIA DE OLIVEIRA ANDRADE;Urbana;2016;-7,5883108;-35,1002563
Ipubi;EREM ARAO PEIXOTO DE ALENCAR;Urbana;2016;-7,6541474;-40,1531678
Jaboatão dos Guararapes;EREM AUGUSTO SEVERO;Urbana;2016;-8,1478022;-34,9131605
Recife;EREM CLOVIS BEVILAQUA;Urbana;2016;-8,0327246;-34,8872995
São Lourenço da Mata;EREM CONDE CORREA DE ARAUJO;Urbana;2016;-7,991743;-35,0444249
São Lourenço da Mata;EREM CONDE PEREIRA CARNEIRO;Urbana;2016;-7,9954462;-35,0351959
Águas Belas;EREM CORONEL NICOLAU SIQUEIRA;Urbana;2016;-9,1115799;-37,122938
Lagoa Grande;EREM DOM HELDER CAMARA;Rural;2016;-9,0766417;-40,1236013
Bonito;EREM DOUTOR ALEXANDRINO DA ROCHA;Urbana;2016;-8,4676686;-35,7303641
Bom Jardim;EREM DOUTOR MOTA SILVEIRA;Urbana;2016;-7,7916776;-35,5946045
Tracunhaém;EREM DOUTOR WALFREDO LUIZ PESSOA DE MELO;Urbana;2016;-7,8026977;-35,2317383
São José do Belmonte;EREM DOUTOR WALMY CAMPOS BEZERRA;Urbana;2016;-7,8739772;-38,7654618
Buíque;EREM DUQUE DE CAXIAS;Urbana;2016;-8,6221988;-37,1514245
Jaboatão dos Guararapes;EREM EDSON MOURY FERNANDES;Urbana;2016;-8,158108;-34,9572682
Ouricuri;EREM FERNANDO BEZERRA;Urbana;2016;-7,8878306;-40,078884
Bom Conselho;EREM FREI CAETANO DE MESSINA;Urbana;2016;-9,1696836;-36,6860592
Trindade;EREM GOVERNADOR MUNIZ FALCAO;Urbana;2016;-7,760423;-40,2678174
João Alfredo;EREM JARINA MAIA;Urbana;2016;-7,8610479;-35,5889392
Canhotinho;EREM JERONIMO GUEIROS;Urbana;2016;-8,8746147;-36,1971089
Recife;EREM JOAO BEZERRA;Urbana;2016;-8,0860418;-34,882897
Ribeirão;EREM JOAO LOPES DE SIQUEIRA SANTOS;Urbana;2016;-8,5099872;-35,3701431
Água Preta;EREM JOAO VICENTE DE QUEIROZ;Urbana;2016;-8,7065156;-35,5266317
Aliança;EREM JOAQUINA LIRA;Urbana;2016;-7,6020594;-35,2497974
Recife;EREM JORNALISTA TRAJANO CHACON;Urbana;2016;-8,0485368;-34,9258589
Pesqueira;EREM JOSE DE ALMEIDA MACIEL;Urbana;2016;-8,3548557;-36,6911568
Custódia;EREM JOSE PEREIRA BURGOS;Urbana;2016;-8,0918831;-37,6488858
Santa Cruz do Capibaribe;EREM LUIZ ALVES DA SILVA;Urbana;2016;-7,958168;-36,2049904
Passira;EREM MANOEL GUILHERME DA SILVA;Urbana;2016;-7,9877375;-35,5754225
Petrolândia;EREM MARIA CAVALCANTI NUNES;Urbana;2016;-8,9793532;-38,2210719
Catende;EREM MENDO SAMPAIO;Urbana;2016;-8,6636224;-35,7198679
Afogados da Ingazeira;EREM MONSENHOR ANTONIO DE PADUA SANTOS;Urbana;2016;-7,7542377;-37,6357231
Capoeiras;EREM NOSSA SENHORA DO PERPETUO SOCORRO;Urbana;2016;-8,7415226;-36,6318679
Parnamirim;EREM ODORICO MELO;Urbana;2016;-8,0936343;-39,5877193
Sertânia;EREM OLAVO BILAC;Urbana;2016;-8,0680465;-37,2650671
São José do Egito;EREM OLIVEIRA LIMA SJ EGITO;Urbana;2016;-7,4769807;-37,273099
Paulista;EREM PADRE OSMAR NOVAES;Urbana;2016;-7,9327181;-34,8979613
Cabo de Santo Agostinho;EREM PASTOR JOSE FLORENCIO RODRIGUES;Urbana;2016;-8,2855637;-35,0259634
Ibimirim;EREM PEDRO BEZERRA DE MELO;Urbana;2016;-8,5407981;-37,6891243
Itaíba;EREM PEDRO DE ALCANTARA RAMOS;Urbana;2016;-8,9461087;-37,4176039
Paulista;EREM PROFESSOR ARNALDO CARNEIRO LEAO;Urbana;2016;-7,9482832;-34,8599808
Glória do Goitá;EREM PROFESSOR BARROS GUIMARAES;Urbana;2016;-8,0004889;-35,293964
Altinho;EREM PROFESSOR FRANCISCO JOAQUIM DE BARROS CORREIA;Urbana;2016;-8,4886489;-36,0579149
Macaparana;EREM PROFESSORA BENEDITA DE MORAIS GUERRA;Urbana;2016;-7,5336071;-35,493501
Itapissuma;EREM PROFESSORA EURIDICE CADAVAL;Urbana;2016;-7,773583;-34,8985739
Afrânio;EREM PROFESSORA IRENE MARIA RAMOS COELHO;Urbana;2016;-8,5129873;-41,0115528
Olinda;EREM SANTA ANA;Urbana;2016;-7,9705304;-34,8404814
Belém do São Francisco;EREM TERCINA RORIZ;Urbana;2016;-8,757781;-38,9659329
Vitória de Santo Antão;ETE JOSE JOAQUIM DA SILVA FILHO;Urbana;2016;-8,1246795;-35,3006233
Caruaru;EREM ARNALDO ASSUNCAO;Urbana;2016;-8,2796501;-35,9596703
Goiana;EREM AUGUSTO GONDIM;Urbana;2016;-7,5608332;-35,0126937
Salgueiro;EREM AURA SAMPAIO PARENTE MUNIZ;Urbana;2016;-8,0705017;-39,1270971
Limoeiro;EREM AUSTRO COSTA;Urbana;2016;-7,860585;-35,443822
Floresta;EREM CAPITAO NESTOR VALGUEIRO DE CARVALHO;Urbana;2016;-8,5973248;-38,5741387
Recife;EREM DE BEBERIBE;Urbana;2016;-8,0044808;-34,8993506
Lajedo;EREM DEOLINDA AMARAL;Urbana;2016;-8,6623523;-36,3210154
Olinda;EREM DESEMBARGADOR RENATO FONSECA;Urbana;2016;-8,0069959;-34,865598
Caruaru;EREM DOM MIGUEL DE LIMA VALVERDE;Urbana;2016;-8,2946992;-35,9690543
Recife;EREM DOM SEBASTIAO LEME;Urbana;2016;-8,1144956;-34,9492561
Nazaré da Mata;EREM DON VIEIRA;Urbana;2016;-7,7419043;-35,2196142
Sirinhaém;EREM DOUTOR EURICO CHAVES;Urbana;2016;-8,5940473;-35,1124187
Limoeiro;EREM DOUTOR SEBASTIAO DE VASCONCELOS GALVAO;Urbana;2016;-7,883513;-35,45074
Vertentes;EREM GIL RODRIGUES;Urbana;2016;-7,9034205;-35,985098
Sairé;EREM JOAO PESSOA SOUTO MAIOR;Urbana;2016;-8,327435;-35,7097144
Carnaíba;EREM JOAQUIM MENDES DA SILVA;Urbana;2016;-7,7938327;-37,7949242
Carpina;EREM JOAQUIM OLAVO;Urbana;2016;-7,8442616;-35,2510178
Cabrobó;EREM JOSE CALDAS CAVALCANTI;Urbana;2016;-8,512667;-39,3084534
São Bento do Una;EREM JOSE DO PATROCINIO MOTA;Urbana;2016;-8,5236305;-36,4431998
Palmares;EREM MONSENHOR ABILIO AMERICO GALVAO;Urbana;2016;-8,684554;-35,5894112
Surubim;EREM NATALICIA MARIA FIGUEIROA DA SILVA;Urbana;2016;-7,8581278;-35,7667991
Recife;EREM OTHON PARAISO;Urbana;2016;-8,0661779;-34,917159
São José da Coroa Grande;EREM PROFESSOR CARLOS JOSE DIAS DA SILVA;Urbana;2016;-8,8897973;-35,1517785
Recife;EREM PROFESSOR MARDONIO DE ANDRADE LIMA COELHO;Urbana;2016;-8,0208161;-34,903784
Petrolina;EREM PROFESSORA OSA SANTANA DE CARVALHO;Urbana;2016;-9,3807047;-40,5349762
Recife;EREM SENADOR PAULO PESSOA GUERRA;Urbana;2016;-8,0924725;-34,9500551
Arcoverde;EREM SENADOR VITORINO FREIRE;Urbana;2016;-8,4119613;-37,0692726
Recife;EREM SILVA JARDIM;Urbana;2016;-8,0280539;-34,9284831
Camaragibe;EREM TITO PEREIRA DE OLIVEIRA;Rural;2016;-7,9667406;-34,9947027
Rio Formoso;EREM WILSON DE ANDRADE BARRETO;Urbana;2016;-8,6653533;-35,1562017
Cabo de Santo Agostinho;ETE EPITACIO PESSOA;Urbana;2016;-8,280784;-35,0307065
Belo Jardim;EREM DE BELO JARDIM;Rural;2016;-8,3266193;-36,4194752
Gravatá;EREM DE GRAVATA;Urbana;2016;-8,20463;-35,5802
Salgueiro;EREM DE SALGUEIRO;Urbana;2016;-8,0705017;-39,1270971
Araripina;EREM JOSIAS INOJOSA DE OLIVEIRA;Urbana;2016;-7,5822743;-40,4998739
Recife;EREM NOBREGA;Urbana;2016;-8,0358188;-34,8890332
Santa Maria da Boa Vista;EREM PROFESSORA EDITE MATOS;Urbana;2016;-8,788248;-39,8306828
Recife;ETE PORTO DIGITAL;Urbana;2016;-8,062681;-34,873323
Cabo de Santo Agostinho;EREM CABO DE SANTO AGOSTINHO;Urbana;2016;-8,2408349;-34,9778639
Petrolina;EREM CLEMENTINO COELHO;Urbana;2016;-9,386151;-40,5150289
Arcoverde;EREM DE ARCOVERDE;Urbana;2016;-8,4170843;-37,0382817
Garanhuns;EREM DE GARANHUNS;Urbana;2016;-8,8883454;-36,4854376
Ipojuca;EREM DE IPOJUCA;Urbana;2016;-8,3969327;-35,0600657
Panelas;EREM DE PANELAS;Rural;2016;-8,6616308;-36,0128641
Timbaúba;EREM DE TIMBAUBA PROFESSOR ANTONIO JOSE BARBOZA DOS SANTOS;Urbana;2016;-7,5153957;-35,3102036
Palmares;EREM DOS PALMARES DOM ACACIO RODRIGUES ALVES;Urbana;2016;-8,684554;-35,5894112
Abreu e Lima;EREM MARIA VIEIRA MULITERNO;Urbana;2016;-7,9083842;-34,8973828
Serra Talhada;EREM PROFESSOR ADAUTO CARVALHO;Urbana;2016;-7,9820441;-38,2904945
Recife;ETE CICERO DIAS;Urbana;2016;-8,1288634;-34,9072712
Bezerros;EREM DE BEZERROS;Urbana;2016;-8,2324787;-35,7301093
Recife;EREM GINASIO PERNAMBUCANO AURORA;Urbana;2016;-8,0580795;-34,8792046
Palmares;ETE DE PALMARES;Urbana;2016;-8,6816538;-35,577621
Recife;ETE PROFESSOR AGAMENON MAGALHAES ETEPAM;Urbana;2016;-8,0390784;-34,8932106
Escada;ETE LUIZ DIAS LINS;Urbana;2016;-8,3627771;-35,2148952
Recife;ETE ALMIRANTE SOARES DUTRA;Urbana;2016;-8,047488;-34,875656
Serra Talhada;ETE CLOVIS NOGUEIRA ALVES;Urbana;2016;-7,9944519;-38,2972079
Recife;EREF CREUSA BARRETO DORNELAS;Urbana;2017;-8,0443384;-34,9178841
Goiana;EREM BENIGNO PESSOA DE ARAUJO;Urbana;2017;-7,5636759;-34,9987255
Belo Jardim;EREM BENTO AMERICO;Urbana;2017;-8,333123;-36,4170867
Igarassu;EREM BRASILINO JOSE DE CARVALHO;Urbana;2017;-7,8776191;-34,8982775
Salgueiro;EREM CARLOS PENA FILHO;Urbana;2017;-8,0740745;-39,1293254
Barreiros;EREM CENTRAL BARREIROS;Rural;2017;-8,8164737;-35,1834957
Gravatá;EREM CLETO CAMPELO;Urbana;2017;-8,1994271;-35,5629051
Bezerros;EREM CONEGO ALEXANDRE CAVALCANTI;Urbana;2017;-8,2310952;-35,7478909
Palmares;EREM DA FRATERNIDADE PALMARENSE;Urbana;2017;-8,6987174;-35,5971193
Petrolândia;EREM DE JATOBA;Urbana;2017;-8,9812075;-38,2203814
Paulista;EREM DE PAULISTA;Urbana;2017;-7,952671;-34,873598
Floresta;EREM DEPUTADO AFONSO FERRAZ;Urbana;2017;-8,5989496;-38,5725153
Petrolina;EREM DOM MALAN;Urbana;2017;-9,4023741;-40,5008223
Paulista;EREM ESCRITOR JOSE DE ALENCAR;Urbana;2017;-7,9506548;-34,8639628
Petrolina;EREM GERCINO COELHO;Urbana;2017;-9,3850523;-40,508061
Paudalho;EREM HERCULANO BANDEIRA;Urbana;2017;-7,8951672;-35,1801457
Serra Talhada;EREM IRNERO IGNACIO;Urbana;2017;-7,9804333;-38,3068651
Petrolina;EREM JESUINO ANTONIO DAVILA;Urbana;2017;-9,3578052;-40,5347363
Carpina;EREM JOSE DE LIMA JUNIOR;Urbana;2017;-7,8427996;-35,2541216
Ipojuca;EREM JOSE MARIO ALVES DA SILVA;Urbana;2017;-8,5050956;-35,0051682
Recife;EREM LAGOA ENCANTADA;Urbana;2017;-8,1230667;-34,9507954
Nazaré da Mata;EREM MACIEL MONTEIRO;Urbana;2017;-7,7419043;-35,2196142
Jaboatão dos Guararapes;EREM MURILO BRAGA;Urbana;2017;-8,0956698;-34,9729444
Caruaru;EREM NICANOR SOUTO MAIOR;Urbana;2017;-8,291378;-35,961065
Afogados da Ingazeira;EREM NORMAL ESTADUAL PROFESSORA IONE DE GOES BARROS;Urbana;2017;-7,7531723;-37,6329478
Araripina;EREM PADRE LUIZ GONZAGA;Urbana;2017;-7,5752282;-40,4989697
Petrolina;EREM PADRE MANOEL DE PAIVA NETTO;Urbana;2017;-9,3786737;-40,5285605
São Lourenço da Mata;EREM PROFESSOR AGAMENOM MAGALHAES;Urbana;2017;-7,999979;-35,0245019
Camaragibe;EREM PROFESSOR ANTONIO CARNEIRO LEAO;Urbana;2017;-8,0229787;-34,9794223
Jaboatão dos Guararapes;EREM PROFESSOR BENEDITO CUNHA MELO;Urbana;2017;-8,1341892;-34,9705258
Recife;EREM PROFESSOR FERNANDO MOTA;Urbana;2017;-8,1358876;-34,9144359
Timbaúba;EREM PROFESSOR JOSE MENDES DA SILVA;Urbana;2017;-7,5149996;-35,311253
Cabo de Santo Agostinho;ETE LUIZ ALVES LACERDA;Urbana;2017;-8,28579602;-35,03842114
Belém do São Francisco;ETE MARIA EMILIA CANTARELLI;Urbana;2017;-8,7544258;-38,9603252
Caruaru;ETE MINISTRO FERNANDO LYRA;Urbana;2017;-8,304083333;-35,98321333
Jaboatão dos Guararapes;ETE ADVOGADO JOSE DAVI GIL RODRIGUES;Urbana;2017;-8,13960716;-34,94633828
Belo Jardim;ETE EDSON MORORO MOURA;Urbana;2017;-8,3314243;-36,4226391
São Lourenço da Mata;ETE GOVERNADOR EDUARDO CAMPOS;Urbana;2017;-7,99446;-35,03761
Buíque;ETE JORNALISTA CYL GALLINDO;Urbana;2017;-8,62386709;-37,15553793
Arcoverde;ETE PROFESSOR FRANCISCO JONAS FEITOSA COSTA;Urbana;2017;-8,44083535;-37,05672618
Paudalho;ETE SENADOR WILSON CAMPOS;Rural;2017;-7,92319928;-35,15759177
Custódia;EREM QUILOMBOLA VEREADORA ALZIRA TENORIO DO AMARAL;Rural;2017;-7,9287495;-37,5941812
São Bento do Una;ETE GOVERNADOR EDUARDO CAMPOS SAO BENTO DO UNA GARANHUNS;Urbana;2017;-8,52002;-36,45822
São José do Belmonte;ETE PEDRO LEAO LEAL;Urbana;2017;-7,889294992;-38,74151755
Olinda;EREM CAPITAO LUIZ REIS;Urbana;2017;-7,989229;-34,906269
Salgadinho;EREM CARLOS SOARES DA SILVA;Urbana;2017;-7,939961;-35,637513
Manari;EREM CORONEL MANOEL DE SOUZA NETO;Urbana;2017;-8,9653217;-37,6316378
Camaragibe;EREM DEPUTADO OSCAR CARNEIRO;Urbana;2017;-8,0093063;-34,9787421
Jaboatão dos Guararapes;EREM DESPORTISTA RUBEM RODRIGUES MOREIRA;Urbana;2017;-8,1714095;-34,9343391
Recife;EREM DOM VITAL;Urbana;2017;-8,0273083;-34,9181962
Lagoa do Carro;EREM DOUTOR FRANCISCO SIQUEIRA C DA CUNHA;Urbana;2017;-7,8443127;-35,3159728
Gameleira;EREM DOUTOR JAIME MONTEIRO;Urbana;2017;-8,585194;-35,3876461
São José do Egito;EREM EDSON SIMOES;Urbana;2017;-7,4753691;-37,2756843
São Benedito do Sul;EREM ELOY MALTA DE ALENCAR;Urbana;2017;-8,8170241;-35,9456706
Ferreiros;EREM EMILIANO PEREIRA BORGES;Urbana;2017;-7,4502164;-35,2418733
Maraial;EREM FABIO DA SILVEIRA BARROS;Urbana;2017;-8,7830674;-35,8133201
Jaboatão dos Guararapes;EREM FELIPE CAMARAO;Urbana;2017;-8,157795;-34,924667
São Joaquim do Monte;EREM FREI EPIFANIO;Urbana;2017;-8,5751732;-35,8922349
Alagoinha;EREM GONCALO ANTUNES BEZERRA;Urbana;2017;-8,4665258;-36,773393
Joaquim Nabuco;EREM GOVERNADOR EDUARDO CAMPOS;Urbana;2017;-8,6256496;-35,5285558
Terra Nova;EREM GUMERCINDO CABRAL;Urbana;2017;-8,2272115;-39,3776377
Buenos Aires;EREM JAIME COELHO;Urbana;2017;-7,719917;-35,3269251
Chã Grande;EREM JOAO BATISTA DE VASCONCELOS CHA GRANDE;Urbana;2017;-8,2412273;-35,4652914
Belo Jardim;EREM JOAO MONTEIRO DE MELO;Urbana;2017;-8,3391723;-36,4324376
Xexéu;EREM JOAO PEREIRA SOBRINHO;Urbana;2017;-8,8064467;-35,626406
Igarassu;EREM JOAO PESSOA GUERRA;Urbana;2017;-7,8268522;-34,9146843
Brejinho;EREM JOSE SEVERINO DE ARAUJO;Urbana;2017;-7,3487858;-37,2853047
Ibirajuba;EREM MANOEL MOREIRA DA COSTA;Urbana;2017;-8,5831034;-36,180051
Terezinha;EREM MONSENHOR ALFREDO DAMASO;Urbana;2017;-9,0566303;-36,6275669
Paranatama;EREM NARCISO CORREIA;Urbana;2017;-8,9195892;-36,6550684
Solidão;EREM NOSSA SENHORA DE LOURDES;Urbana;2017;-7,6068408;-37,6645256
Chã de Alegria;EREM PRESIDENTE COSTA E SILVA;Urbana;2017;-7,9944933;-35,2135675
Escada;EREM PROFESSOR ERALDO CAMPOS;Urbana;2017;-8,3571313;-35,2379259
Recife;EREM PROFESSORA HELENA PUGO;Urbana;2017;-8,0677002;-34,9321769
Pesqueira;EREM PROFESSORA MARGARIDA DE LIMA FALCAO;Urbana;2017;-8,3653416;-36,7105774
Orobó;EREM PROFESSORA RITA MARIA DA CONCEICAO;Urbana;2017;-7,7538262;-35,5989546
Toritama;EREM PROTAZIO SOARES DE SOUZA;Urbana;2017;-8,0045098;-36,0548934
Camocim de São Félix;EREM QUINTINO BOCAIUVA;Urbana;2017;-8,3603516;-35,7649934
Santa Filomena;EREM RAIMUNDO DE CASTRO FERREIRA;Urbana;2017;-8,1615717;-40,6132277
Palmeirina;EREM REGINA PACIS GARANHUNS;Urbana;2017;-9,0113182;-36,3245302
São Bento do Una;EREM RODOLFO PAIVA;Urbana;2017;-8,5233584;-36,4430827
Buíque;EREM SAO FELIX DE CANTALICE;Urbana;2017;-8,6199575;-37,1608993
Jaboatão dos Guararapes;EREM SENADOR ADERBAL JUREMA;Urbana;2017;-8,0693746;-34,9942232
Cabo de Santo Agostinho;EREM SENADOR FRANCISCO PESSOA DE QUEIROZ;Urbana;2017;-8,2999573;-35,0350682
Lagoa de Itaenga;EREM TRISTAO FERREIRA BESSA;Urbana;2017;-7,9274044;-35,2952451
Recife;ETE MIGUEL BATISTA;Urbana;2017;-8,0136682;-34,9319278
Lagoa do Ouro;EREM ABILIO MONTEIRO;Urbana;2017;-9,126091;-36,4587025
Jaboatão dos Guararapes;EREM ADELAIDE PESSOA CAMARA;Urbana;2017;-8,139246;-34,9720559
Verdejante;EREM ANISIO VERAS;Urbana;2017;-7,9227647;-38,9704335
Vitória de Santo Antão;EREM ANTONIO DIAS CARDOSO;Urbana;2017;-8,11372;-35,2895521
Calumbi;EREM ANTONIO GOMES DE LIMA;Urbana;2017;-7,9359275;-38,1485874
Inajá;EREM ANTONIO GUILHERME DIAS LIMA;Urbana;2017;-8,9018105;-37,8245296
Ingazeira;EREM ARISTAQUE JOSE DE VERAS;Urbana;2017;-7,6780195;-37,4585309
Calçado;EREM AUGUSTA CORDEIRO DE MELO;Urbana;2017;-8,7315011;-36,336882
Angelim;EREM AZARIAS SALGADO;Urbana;2017;-8,8907297;-36,2823455
Pombos;EREM CAPITAO MANOEL GOMES D ASSUNCAO;Urbana;2017;-8,1402323;-35,3970511
Arcoverde;EREM CARLOS RIOS;Urbana;2017;-8,4176445;-37,0585204
Poção;EREM COMENDADOR MANOEL CAETANO DE BRITO;Urbana;2017;-8,1857919;-36,7019531
Olinda;EREM DE OLINDA;Urbana;2017;-8,0146197;-34,8513964
Gravatá;EREM DEVALDO BORGES;Urbana;2017;-8,2052583;-35,5699324
Primavera;EREM ELISA MARQUES DE ASSIS;Urbana;2017;-8,3298242;-35,3536744
