"";"data";"hora";"natureza_acidente";"situacao";"bairro";"endereco";"numero";"detalhe_endereco_acidente";"complemento";"bairro_cruzamento";"num_semaforo";"sentido_via";"tipo";"auto";"moto";"ciclom";"ciclista";"pedestre";"onibus";"caminhao";"viatura";"outros";"vitimas";"vitimasfatais";"acidente_verificado";"tempo_clima";"situacao_semaforo";"sinalizacao";"condicao_via";"conservacao_via";"ponto_controle";"situacao_placa";"velocidade_max_via";"mao_direcao";"divisao_via1";"divisao_via2";"divisao_via3"
"1";2020-01-01;"00:39:00";"SEM VÍTIMA";"CANCELADA";"ÁGUA FRIA";"RUA SAO SEBASTIAO";"1687";"";"EM FRENTE A IGREJA UNIVERSAL";"ÁGUA FRIA";NA;"";"COLISÃO";2;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"2";2020-01-01;"01:04:00";"SEM VÍTIMA";"FINALIZADA";"CORDEIRO";"AV CAXANGA";"1444";"AV GENERAL SAN MARTIN";"";"CORDEIRO";"80";"SUBURBIO";"ABALROAMENTO LONGITUDINAL";2;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Cruzamento";"Bom";"Sem defeito";"Perfeito estado";"Seca";"Perfeito estado";"Faixa de pedestre";"";"60 km/h";"Dupla";"Canteiro central";"";""
"3";2020-01-01;"02:16:00";"SEM VÍTIMA";"FINALIZADA";"AREIAS";"AV RECIFE";"";"";"LADO OPOSTO AO RESIDENCIAL IGNEZ ANDREAZZA";"AREIAS";"494";"SUBURBIO";"CHOQUE VEÍCULO PARADO";2;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Longo da via";"Bom";"Sem defeito";"Perfeito estado";"Seca";"Perfeito estado";"Faixa de pedestre";"Não há placas";"";"Dupla";"Canteiro central";"";""
"4";2020-01-01;"02:22:00";"SEM VÍTIMA";"FINALIZADA";"BOA VIAGEM";"AV BOA VIAGEM";"";"";"EM FRENTE AO 1º JARDIM B. VIAGEM";"BOA VIAGEM";NA;"CIDADE";"COLISÃO TRASEIRA";2;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Longo da via";"Bom";"Sem defeito";"Perfeito estado";"Seca";"Perfeito estado";"Faixa de pedestre";"R-6a";"";"Única";"Faixa seccionada";"";""
"5";2020-01-01;"03:33:00";"SEM VÍTIMA";"FINALIZADA";"PAISSANDU";"AV GOVERNADOR AGAMENON MAGALHAES";"";"";"CAIXA ECONÔMICA FEDERAL ILHA DO LEITE";"PAISSANDU";"672";"SUBURBIO";"ABALROAMENTO TRANSVERSAL";2;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Cruzamento";"Bom";"Sem defeito";"Perfeito estado";"Seca";"Perfeito estado";"Faixa de pedestre";"Não há placas";"";"Única";"Faixa contínua";"Faixa seccionada";"Canteiro central"
"6";2020-01-01;"04:18:00";"SEM VÍTIMA";"FINALIZADA";"BARRO";"AV DR JOSE RUFINO";"";"";"";"BARRO";NA;"SUBURBIO";"COLISÃO TRASEIRA";2;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Longo da via";"Bom";"Não existe";"Ilegível";"Seca";"Mal conservada";"Não existe";"Não há placas";"";"Dupla";"Faixa seccionada";"";""
"7";2020-01-01;"04:47:00";"SEM VÍTIMA";"FINALIZADA";"PINA";"AV CONSELHEIRO AGUIAR";"";"AV HERCULANO BANDEIRA";"";"PINA";"138";"";"CHOQUE OBJETO FIXO";1;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Cruzamento";"Bom";"Sem defeito";"Perfeito estado";"Seca";"Perfeito estado";"Faixa de pedestre";"R-6a";"";"Única";"Faixa seccionada";"";""
"8";2020-01-01;"09:06:00";"COM VÍTIMA";"FINALIZADA";"PINA";"AVENIDA CELSO FURTADO (VIA MANGUE)";"";"";"PROX: SHOPPING RIO MAR . ULTIMA CURVA ANTES DO SHPPING RIO MAR";"PINA";NA;"BOA VIAGEM";"CHOQUE OBJETO FIXO";NA;"1";"0";"0";"0";"0";"0";"0";"0";"2";"0";"Longo da via";"Bom";"Não existe";"Perfeito estado";"Seca";"Perfeito estado";"";"Não há placas";"60 km/h";"Dupla";"Faixa seccionada";"";""
"9";2020-01-01;"10:07:00";"COM VÍTIMA";"FINALIZADA";"MADALENA";"EST DOS REMEDIOS";"2328";"";"LADO OPOSTO AO LESSA DE ANDRADE";"MADALENA";NA;"SUBURBIO";"CHOQUE OBJETO FIXO";1;"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"Longo da via";"Bom";"Sem defeito";"Perfeito estado";"Seca";"Perfeito estado";"Faixa de pedestre";"Placas Pare";"";"Única";"Faixa seccionada";"";""
"10";2020-01-01;"12:09:00";"SEM VÍTIMA";"FINALIZADA";"NOVA DESCOBERTA";"RUA NOVA DESCOBERTA";"1335";"";"";"NOVA DESCOBERTA";NA;"CIDADE";"CHOQUE VEÍCULO PARADO";1;"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"Longo da via";"Bom";"Não existe";"Perfeito estado";"Seca";"Perfeito estado";"Não existe";"Não há placas";"";"Dupla";"Faixa seccionada";"";""
"11";2020-01-01;"15:00:00";"SEM VÍTIMA";"FINALIZADA";"ROSARINHO";"RUA CAPITAO SAMPAIO XAVIER";"448";"";"PORTAL DA PICANHA";"ROSARINHO";NA;"SUBURBIO";"ABALROAMENTO TRANSVERSAL";2;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Longo da via";"Bom";"Não existe";"Perfeito estado";"Seca";"Perfeito estado";"Não existe";"Outras";"";"Dupla";"Não existe";"";""
"12";2020-01-01;"15:03:00";"SEM VÍTIMA";"FINALIZADA";"TORRÕES";"RUA QUINZE DE MARCO";"";"AV ENGENHEIRO ABDIAS DE CARVALHO";"AO LADO DA PRAÇA DA CHESF";"TORRÕES";"422";"";"COLISÃO TRASEIRA";2;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Cruzamento";"Bom";"Sem defeito";"Perfeito estado";"Seca";"Perfeito estado";"Faixa de pedestre";"Não há placas";"40 km/h";"Única";"Faixa seccionada";"";""
"13";2020-01-01;"16:46:00";"SEM VÍTIMA";"FINALIZADA";"BOMBA DO HEMETÉRIO";"RUA BOMBA DO HEMETERIO";"273";"";"";"BOMBA DO HEMETÉRIO";NA;"CIDADE";"COLISÃO FRONTAL";2;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Longo da via";"Bom";"Não existe";"Incompleta";"Seca";"Perfeito estado";"Não existe";"R-6a";"";"Dupla";"Faixa contínua";"";""
"14";2020-01-01;"16:56:00";"SEM VÍTIMA";"FINALIZADA";"SAN MARTIN";"RUA VINTE E UM DE ABRIL";"20";"RUA OUREM";"LOJA MULTILAR";"SAN MARTIN";NA;"SUBURBIO";"ABALROAMENTO TRANSVERSAL";1;"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Longo da via";"Bom";"Não existe";"Perfeito estado";"Seca";"Perfeito estado";"Não existe";"Não há placas";"";"Dupla";"Não existe";"";""
"15";2020-01-01;"23:46:00";"COM VÍTIMA";"FINALIZADA";"BOA VIAGEM";"RUA DEZ DE JULHO";"210";"RUA CAMBOIM";"APÓS A ESTAÇÃO AEROPORTO / NA RUA DO SALÃO DE FESTA MAISON CRISTAL";"BOA VIAGEM";NA;"BEIRA MAR";"COLISÃO FRONTAL";1;"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"Cruzamento";"Bom";"Não existe";"Perfeito estado";"Seca";"Perfeito estado";"Outros";"Placas Pare";"";"Única";"Faixa seccionada";"";""
"16";2020-01-01;"23:50:00";"SEM VÍTIMA";"FINALIZADA";"CORDEIRO";"AV ENGENHEIRO ABDIAS DE CARVALHO";"";"AV GENERAL SAN MARTIN";"SEMÁFORO Nº 058";"CORDEIRO";"58";"SUBURBIO";"ABALROAMENTO TRANSVERSAL";2;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Cruzamento";"Bom";"Sem defeito";"Perfeito estado";"Seca";"Perfeito estado";"Faixa de pedestre";"Não há placas";"";"Dupla";"Faixa contínua";"Faixa seccionada";"Canteiro central"
"17";2020-01-02;"06:14:00";"COM VÍTIMA";"FINALIZADA";"AREIAS";"AV RECIFE";"63";"RUA GONCALVES DE MAGALHAES";"E/F A AMERICA FILM E POSTO IPIRANGA";"AREIAS";"393";"CIDADE";"ABALROAMENTO LONGITUDINAL";NA;"1";"0";"0";"0";"1";"0";"0";"0";"1";"0";"Cruzamento";"Bom";"Sem defeito";"Perfeito estado";"Seca";"Perfeito estado";"Faixa de pedestre";"Não há placas";"60 km/h";"Dupla";"Canteiro central";"";""
"18";2020-01-02;"07:20:00";"SEM VÍTIMA";"FINALIZADA";"PAISSANDU";"AV GOVERNADOR AGAMENON MAGALHAES";"";"";"SOB O SEMÁFORO";"PAISSANDU";"69";"";"COLISÃO TRASEIRA";2;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Longo da via";"Bom";"Sem defeito";"Perfeito estado";"Seca";"Perfeito estado";"Agente";"Outras";"60 km/h";"Única";"Faixa seccionada";"";""
"19";2020-01-02;"08:48:00";"SEM VÍTIMA";"FINALIZADA";"IPSEP";"RUA JEAN EMILE FAVRE";"242";"RUA ARQUITETO LUIZ NUNES";"SEMÁFORO 636";"IPSEP";"636";"SUBURBIO";"ABALROAMENTO LONGITUDINAL";2;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Cruzamento";"Bom";"Sem defeito";"Perfeito estado";"Seca";"Perfeito estado";"Faixa de pedestre";"Não há placas";"";"Única";"Faixa contínua";"";""
"20";2020-01-02;"08:56:00";"SEM VÍTIMA";"FINALIZADA";"MADALENA";"RUA DES LUIZ SALAZAR";"98";"RUA PESSOA DE MELO";"";"MADALENA";NA;"CIDADE";"ABALROAMENTO TRANSVERSAL";2;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Cruzamento";"Bom";"Não existe";"Não existente";"Seca";"Perfeito estado";"Não existe";"R-6a";"";"Dupla";"Não existe";"";""
"21";2020-01-02;"09:14:00";"SEM VÍTIMA";"FINALIZADA";"IMBIRIBEIRA";"AV MARECHAL MASCARENHAS DE MORAES";"980";"RUA CAFESOPOLIS";"POSTO BR";"IMBIRIBEIRA";"288";"CIDADE";"COLISÃO TRASEIRA";2;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Longo da via";"Bom";"Sem defeito";"Perfeito estado";"Seca";"Perfeito estado";"Faixa de pedestre";"Não há placas";"";"Dupla";"Canteiro central";"";""
"22";2020-01-02;"09:50:00";"SEM VÍTIMA";"FINALIZADA";"AFOGADOS";"";"";"";"EM FRENTE A LOJA MARCUS SAPATOS";"AFOGADOS";"53";"SUBURBIO";"ABALROAMENTO LONGITUDINAL";1;"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"Longo da via";"Bom";"Sem defeito";"Perfeito estado";"Seca";"Perfeito estado";"Faixa de pedestre";"R-6a";"";"Única";"Faixa contínua";"";""
"23";2020-01-02;"10:27:00";"SEM VÍTIMA";"CANCELADA";"COHAB";"RUA DEPUTADO JOAQUIM COUTINHO";"15 B";"";"EM FRENTE A UPA DA LAGOA ENCANTADA";"COHAB";NA;"";"COLISÃO";1;"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"24";2020-01-02;"10:33:00";"COM VÍTIMA";"FINALIZADA";"BARRO";"AV DR JOSE RUFINO";"67";"RUA MAJOR CHAGAS DE OLIVEIRA";"NA ENTRADA DA BR 101 (AUTO ELÉTRICA VAL)";"BARRO";NA;"CIDADE";"ABALROAMENTO TRANSVERSAL";1;"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"Cruzamento";"Bom";"Não existe";"";"Seca";"Mal conservada";"Não existe";"Não há placas";"";"Dupla";"Faixa contínua";"";""
"25";2020-01-02;"12:21:00";"COM VÍTIMA";"FINALIZADA";"BOA VIAGEM";"RUA VISCONDE DE JEQUITINHONHA";"410";"";"E/F AO SOBERANO";"BOA VIAGEM";NA;"CIDADE";"COLISÃO TRASEIRA";1;"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"Longo da via";"Bom";"Sem defeito";"Perfeito estado";"Seca";"Perfeito estado";"";"Não há placas";"";"Única";"";"";""
"26";2020-01-02;"13:09:00";"SEM VÍTIMA";"FINALIZADA";"ENGENHO DO MEIO";"RUA GOVERNADOR LOPO GARRO";"";"RUA LINDOLFO COLOR";"";"ENGENHO DO MEIO";NA;"SUBURBIO";"ABALROAMENTO LONGITUDINAL";2;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Cruzamento";"Bom";"Não existe";"";"Seca";"";"Não existe";"Placas Pare";"";"Dupla";"Não existe";"";""
"27";2020-01-02;"13:27:00";"SEM VÍTIMA";"CANCELADA";"NOVA DESCOBERTA";"RUA ALTO JARDIM PROGRESSO";"";"";"NO TERMINAL DO TRASPORTE COMPLEMENTAR";"NOVA DESCOBERTA";NA;"";"COLISÃO";NA;"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"28";2020-01-02;"14:12:00";"SEM VÍTIMA";"FINALIZADA";"JORDÃO";"RUA DES EVANDRO NETTO";"728";"RUA DR ALVARO FERRAZ";"";"JORDÃO";NA;"CIDADE";"ABALROAMENTO LONGITUDINAL";1;"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"Cruzamento";"Bom";"Não existe";"Perfeito estado";"Seca";"Perfeito estado";"Não existe";"Placas Pare";"";"Dupla";"Não existe";"";""
"29";2020-01-02;"14:15:00";"SEM VÍTIMA";"FINALIZADA";"BOA VIAGEM";"AV CONSELHEIRO AGUIAR";"";"RUA JORNALISTA FRANCISCO ALMEIDA";"";"BOA VIAGEM";NA;"CIDADE";"ABALROAMENTO LONGITUDINAL";2;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"Bom";"Sem defeito";"Perfeito estado";"Seca";"Perfeito estado";"Faixa de pedestre";"R-6a";"60 km/h";"Única";"Faixa contínua";"Faixa seccionada";""
"30";2020-01-02;"14:27:00";"SEM VÍTIMA";"FINALIZADA";"PORTO DA MADEIRA";"RUA JUDITE";"378";"AV ANIBAL BENEVOLO";"APÓS BARBEARIA GE CABELOS";"PORTO DA MADEIRA";NA;"SUBURBIO";"CHOQUE VEÍCULO PARADO";1;"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"Bom";"Não existe";"Perfeito estado";"Seca";"Perfeito estado";"Não existe";"Placas Pare";"";"Dupla";"Não existe";"";""
"31";2020-01-02;"14:36:00";"COM VÍTIMA";"FINALIZADA";"PRADO";"RUA JOAO IVO DA SILVA";"181";"";"E/F A HONDA";"PRADO";NA;"SUBURBIO";"COLISÃO COM CICLISTA";NA;"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"Longo da via";"Bom";"Não existe";"Perfeito estado";"Seca";"Perfeito estado";"Não existe";"Outras";"";"Única";"Faixa contínua";"Faixa seccionada";"Canal"
"32";2020-01-02;"15:23:00";"SEM VÍTIMA";"FINALIZADA";"ILHA DO RETIRO";"EST DOS REMEDIOS";"";"AV ENGENHEIRO ABDIAS DE CARVALHO";"BOB'S";"ILHA DO RETIRO";"52";"";"ABALROAMENTO LONGITUDINAL";2;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Cruzamento";"Bom";"Sem defeito";"Perfeito estado";"Seca";"Perfeito estado";"Faixa de pedestre";"";"";"Única";"Canteiro central";"";""
"33";2020-01-02;"16:01:00";"COM VÍTIMA";"FINALIZADA";"IPUTINGA";"AV CAXANGA";"";"AV LUIZ DE LACERDA";"E/F AO TERMINAL TI CDU EM FRENTE A FORD GRANVIA";"IPUTINGA";NA;"SUBURBIO";"COLISÃO TRASEIRA";1;"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"Esquina";"Bom";"Não existe";"Incompleta";"Seca";"Perfeito estado";"Não existe";"R-6a";"";"Dupla";"Canteiro central";"";""
"34";2020-01-02;"16:07:00";"COM VÍTIMA";"FINALIZADA";"FUNDÃO";"AV BEBERIBE";"2697";"RUA CORONEL URBANO RIBEIRO DE SENA";"NA ENTRADA DA BARRIGUDA NO SEMAFORO 307";"FUNDÃO";"307";"SUBURBIO";"ABALROAMENTO TRANSVERSAL";1;"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"Cruzamento";"Bom";"Sem defeito";"Perfeito estado";"Seca";"Perfeito estado";"Faixa de pedestre";"Outras";"";"Dupla";"Não existe";"";""
"35";2020-01-02;"16:39:00";"SEM VÍTIMA";"FINALIZADA";"MACAXEIRA";"AV NORTE";"";"";"EM FRENTE AO PARQUE DA MACAXEIRA";"MACAXEIRA";NA;"CIDADE";"CHOQUE VEÍCULO PARADO";1;"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"Longo da via";"Bom";"Não existe";"Perfeito estado";"Seca";"Perfeito estado";"Não existe";"Outras";"60 km/h";"Dupla";"Canteiro central";"";""
"36";2020-01-02;"16:52:00";"SEM VÍTIMA";"FINALIZADA";"BOA VIAGEM";"RUA BARAO DE SOUZA LEAO";"";"";"SOB O SEMÁFORO 159";"BOA VIAGEM";"159";"SUBURBIO";"ABALROAMENTO LONGITUDINAL";2;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Longo da via";"Bom";"Sem defeito";"Perfeito estado";"Seca";"Perfeito estado";"Faixa de pedestre";"Não há placas";"60 km/h";"Única";"";"";""
"37";2020-01-02;"17:16:00";"SEM VÍTIMA";"FINALIZADA";"BAIRRO DO RECIFE";"AV ALFREDO LISBOA";"";"";"EM FRENTE A SAÍDA / ENTRADA DO ARMAZÉM 14";"BAIRRO DO RECIFE";NA;"CIDADE";"ABALROAMENTO LONGITUDINAL";1;"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"Longo da via";"Bom";"Não existe";"Incompleta";"Seca";"Mal iluminada";"";"Outras";"30 km/h";"Única";"Faixa seccionada";"";""
"38";2020-01-02;"17:42:00";"SEM VÍTIMA";"FINALIZADA";"IMBIRIBEIRA";"AV MARECHAL MASCARENHAS DE MORAES";"4861";"";"LADO OPOSTO A PARVI LOCADORA";"IMBIRIBEIRA";NA;"CIDADE";"COLISÃO TRASEIRA";1;"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Longo da via";"Bom";"Não existe";"Perfeito estado";"Seca";"Perfeito estado";"Não existe";"R-6c";"60 km/h";"Dupla";"Canteiro central";"";""
"39";2020-01-02;"17:59:00";"SEM VÍTIMA";"CANCELADA";"ENCRUZILHADA";"EST DE BELEM";"";"LGO ENCRUZILHADA";"AO LADO DA PAGUE MENOS";"ENCRUZILHADA";NA;"";"COLISÃO";1;"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"40";2020-01-02;"20:13:00";"COM VÍTIMA";"FINALIZADA";"MADALENA";"RUA JOSE OSORIO";"937";"";"E/F A UNICAR AUTOMOVES";"MADALENA";NA;"SUBURBIO";"CHOQUE VEÍCULO PARADO";3;"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"Longo da via";"Bom";"Não existe";"Perfeito estado";"Seca";"Perfeito estado";"Não existe";"";"";"Dupla";"Faixa contínua";"";""
"41";2020-01-02;"20:32:00";"SEM VÍTIMA";"CANCELADA";"ILHA DO RETIRO";"RUA SPORT CLUBE DO RECIFE";"";"";"E/F AO SPORT CLUBE DO RECIFE";"ILHA DO RETIRO";"355";"";"COLISÃO";1;"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"42";2020-01-02;"21:14:00";"SEM VÍTIMA";"CANCELADA";"BAIRRO DO RECIFE";"AV ALFREDO LISBOA";"";"";"E/F AO MARCO ZERO";"BAIRRO DO RECIFE";NA;"";"COLISÃO";2;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"43";2020-01-02;"23:55:00";"COM VÍTIMA";"FINALIZADA";"BONGI";"AV ENGENHEIRO ABDIAS DE CARVALHO";"1480";"";"E/F A ESTACIO / PROX AO POSTO DISLUB";"BONGI";NA;"SUBURBIO";"COLISÃO TRASEIRA";1;"1";"0";"0";"0";"0";"0";"0";"0";"2";"0";"Longo da via";"Bom";"Não existe";"Perfeito estado";"Seca";"Perfeito estado";"Não existe";"";"";"Única";"Faixa seccionada";"";""
"44";2020-01-03;"00:39:00";"SEM VÍTIMA";"FINALIZADA";"CORDEIRO";"RUA ODETE MONTEIRO";"";"AV PROFESSOR ESTEVAO FRANCISCO DA COSTA";"";"CORDEIRO";"589";"SUBURBIO";"ABALROAMENTO TRANSVERSAL";2;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Cruzamento";"Bom";"Intermitente";"Perfeito estado";"Seca";"Perfeito estado";"Faixa de pedestre";"Não há placas";"";"Dupla";"Faixa seccionada";"";""
"45";2020-01-03;"06:04:00";"SEM VÍTIMA";"CANCELADA";"SÃO JOSÉ";"AV DANTAS BARRETO";"";"";"PROX A PRAÇA SERGIO LORETO   EM  FRENTE AO POSTO DE GASOLINA BR";"SÃO JOSÉ";NA;"CIDADE";"COLISÃO";2;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"46";2020-01-03;"06:41:00";"SEM VÍTIMA";"FINALIZADA";"IMBIRIBEIRA";"AV MARECHAL MASCARENHAS DE MORAES";"";"";"LADO OPOSTO AO IBIS HOTEL / SEMÁFORO 218";"IMBIRIBEIRA";"218";"CIDADE";"COLISÃO TRASEIRA";1;"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"Longo da via";"Bom";"Sem defeito";"Perfeito estado";"Seca";"Perfeito estado";"Não existe";"Não há placas";"";"Dupla";"Canteiro central";"";""
"47";2020-01-03;"06:42:00";"SEM VÍTIMA";"FINALIZADA";"ENCRUZILHADA";"RUA CASTRO ALVES";"";"";"";"ENCRUZILHADA";"666";"SUBURBIO";"ABALROAMENTO LONGITUDINAL";1;"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"Longo da via";"Bom";"Sem defeito";"Perfeito estado";"Seca";"Perfeito estado";"Faixa de pedestre";"";"";"Única";"Faixa seccionada";"";""
"48";2020-01-03;"07:44:00";"SEM VÍTIMA";"EQUIPE NO LOCAL";"CURADO";"RUA DR GEORGE WILLIAM BUTLER";"432";"";"EM FRENTE A VIP LEILÕES";"CURADO";NA;"";"ABALROAMENTO TRANSVERSAL";1;"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Longo da via";"Bom";"Não existe";"Perfeito estado";"Seca";"Perfeito estado";"Não existe";"Outras";"60 km/h";"Dupla";"Faixa contínua";"";""
"49";2020-01-03;"07:53:00";"COM VÍTIMA";"FINALIZADA";"BOA VISTA";"RUA AURORA";"";"AV MARIO MELO";"E/F AO TRIBUNAL DE CONTAS DO ESTADO";"BOA VISTA";"600";"SUBURBIO";"COLISÃO COM CICLISTA";NA;"1";"0";"1";"0";"0";"0";"0";"0";"1";"0";"Longo da via";"Bom";"Sem defeito";"Perfeito estado";"Seca";"Perfeito estado";"Faixa de pedestre";"";"";"Única";"Faixa";"Canteiro central";""
"50";2020-01-03;"08:04:00";"SEM VÍTIMA";"FINALIZADA";"SÃO JOSÉ";"AV SUL";"1500";"";"";"SÃO JOSÉ";"260";"CIDADE";"COLISÃO TRASEIRA";3;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Longo da via";"Bom";"Sem defeito";"Perfeito estado";"Seca";"Perfeito estado";"Faixa de pedestre";"Outras";"";"Dupla";"Faixa contínua";"Canteiro central";""
"51";2020-01-03;"08:08:00";"COM VÍTIMA";"FINALIZADA";"IBURA";"LAD DA COHAB";"";"";"PROX. A POLICLINICA E ANTIGO MOTEL GIRADOR";"IBURA";NA;"CIDADE";"COLISÃO TRASEIRA";1;"1";"0";"0";"0";"0";"1";"0";"0";"1";"0";"Longo da via";"Bom";"Não existe";"Perfeito estado";"Seca";"Perfeito estado";"Não existe";"Não há placas";"";"Dupla";"Faixa contínua";"";""
"52";2020-01-03;"08:10:00";"SEM VÍTIMA";"FINALIZADA";"IMBIRIBEIRA";"AV GENERAL MAC ARTHUR";"54";"";"EM FRENTE AO EDIFÍCIO MARIA FERREIRA DE CASTRO";"IMBIRIBEIRA";NA;"";"ABALROAMENTO LONGITUDINAL";3;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Longo da via";"Bom";"Não existe";"Perfeito estado";"Seca";"Perfeito estado";"Agente";"Não há placas";"40 km/h";"Única";"Faixa seccionada";"";""
"53";2020-01-03;"08:29:00";"SEM VÍTIMA";"CANCELADA";"SAN MARTIN";"RUA MANOEL VIEIRA";"226";"";"PROX. A IGREJA ASSEMBLEIA DE DEUS";"SAN MARTIN";NA;"";"COLISÃO";1;"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"54";2020-01-03;"08:44:00";"COM VÍTIMA";"FINALIZADA";"CABANGA";"RUA NOVA DA CABANGA";"10";"AV SATURNINO DE BRITO";"EMBAIXO DO VIADUTO CAP. TEMUDO";"CABANGA";NA;"SUBURBIO";"ABALROAMENTO LONGITUDINAL";1;"1";"0";"0";"0";"0";"0";"0";"0";"2";"0";"Longo da via";"Bom";"Não existe";"Perfeito estado";"Seca";"Perfeito estado";"";"";"";"";"";"";""
"55";2020-01-03;"09:06:00";"COM VÍTIMA";"FINALIZADA";"BOA VIAGEM";"AV ENGENHEIRO DOMINGOS FERREIRA";"3920";"";"EM FRENTE AO RESTAURANTE FAMILIA JULIANO";"BOA VIAGEM";NA;"SUBURBIO";"COLISÃO TRASEIRA";1;"0";"0";"0";"0";"1";"0";"0";"0";"1";"0";"Longo da via";"Bom";"Não existe";"Perfeito estado";"Seca";"Perfeito estado";"Não existe";"R-6a";"";"Única";"Faixa seccionada";"";""
"56";2020-01-03;"09:16:00";"SEM VÍTIMA";"FINALIZADA";"PINA";"AV HERCULANO BANDEIRA";"581";"";"TABELIONATO FIGUEIREDO";"PINA";NA;"SUBURBIO";"COLISÃO TRASEIRA";2;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Longo da via";"Bom";"Não existe";"Perfeito estado";"Seca";"Perfeito estado";"Não existe";"Outras";"";"Única";"Faixa contínua";"Faixa seccionada";""
"57";2020-01-03;"09:34:00";"SEM VÍTIMA";"FINALIZADA";"";"AV MARECHAL MASCARENHAS DE MORAES";"6111";"";"LADO OPOSTO AO FERRO +";"";NA;"SUBURBIO";"COLISÃO TRASEIRA";2;"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"Longo da via";"Bom";"Não existe";"Perfeito estado";"Seca";"";"Não existe";"Não há placas";"60 km/h";"Dupla";"Canteiro central";"";""
"58";2020-01-03;"09:42:00";"SEM VÍTIMA";"DUPLICIDADE";"IMBIRIBEIRA";"AV ANTONIO TORRES GALVAO";"68";"";"EM FRENTE A LOJA GESSO UNIVERSAL";"IMBIRIBEIRA";NA;"";"COLISÃO";NA;"0";"0";"0";"0";"0";"1";"1";"0";"0";"0";"";"";"";"";"";"";"";"";"";"";"";"";""
"59";2020-01-03;"09:46:00";"SEM VÍTIMA";"FINALIZADA";"IMBIRIBEIRA";"RUA ALFREDO MARCONDES";"68";"";"EM FRENTE AO Nº 68";"IMBIRIBEIRA";NA;"";"COLISÃO TRASEIRA";1;"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"Longo da via";"Bom";"Não existe";"Incompleta";"Seca";"Perfeito estado";"Não existe";"Não há placas";"";"Única";"Faixa seccionada";"";""
