"";"ano";"cod_municipio";"rd";"nm_municipio";"gre";"cod_escola";"nm_escola";"tp_escola";"p_em";"nota_lp";"nota_mt";"nota_saep";"idepe";"mat_3em";"tdi_3em";"TP_LOCALIZACAO";"IN_INTERNET";"IN_NOTURNO";"IN_EJA";"QT_MAT_BAS";"QT_MAT_MED_INT";"QT_MAT_BAS_FEM";"QT_MAT_BAS_MASC";"QT_MAT_BAS_BRANCA";"TX_MAT_MED_INT";"tratamento"
"319";2009;2615805;"Agreste Meridional";"Tupanatinga";"Sertão do Moxotó-Ipanema";26048337;"ESCOLA JOSÉ EMILIO DE MELO";"REGULAR";"0,76";"3,52";"3,62";"3,57";"2,7";NA;"58,3";"Urbana";1;1;1;1335;7;846;489;45;"0,0052434456928839";0
"320";2008;2616001;"Agreste Meridional";"Venturosa";"Sertão do Moxotó-Ipanema";26049406;"ESCOLA QUITERIA WANDERLEY SIMÕES";"REGULAR";"0,74";"3,4";"3,74";"3,57";"2,63";NA;"47,7";"Urbana";1;1;0;1096;6;639;457;78;"0,00547445255474453";0
"321";2009;2616001;"Agreste Meridional";"Venturosa";"Sertão do Moxotó-Ipanema";26049406;"ESCOLA QUITERIA WANDERLEY SIMÕES";"REGULAR";"0,92";"4,44";"4,4";"4,42";"4,08";NA;"31,8";"Urbana";1;1;0;1101;4;667;434;86;"0,0036330608537693";0
"322";2008;2600609;"Agreste Central";"Alagoinha";"Sertão do Moxotó-Ipanema";26049562;"ESCOLA ESTADUAL GONÇALO ANTUNES BEZERRA";"REGULAR";"0,78";"3,61";"4,01";"3,81";"2,97";NA;"38,7";"Urbana";1;1;0;1395;0;718;677;134;"0";0
"323";2009;2600609;"Agreste Central";"Alagoinha";"Sertão do Moxotó-Ipanema";26049562;"ESCOLA ESTADUAL GONÇALO ANTUNES BEZERRA";"REGULAR";"0,86";"3,95";"4,1";"4,02";"3,44";NA;"56,1";"Urbana";1;1;0;1518;0;788;730;156;"0";0
"324";2008;2601706;"Agreste Central";"Belo Jardim";"Agreste Centro Norte";26050048;"ESCOLA BENTO AMERICO";"REGULAR";"0,69";"2,9";"3,14";"3,02";"2,09";NA;"50";"Urbana";1;1;0;1059;0;519;540;12;"0";0
"325";2009;2601706;"Agreste Central";"Belo Jardim";"Agreste Centro Norte";26050048;"ESCOLA BENTO AMERICO";"REGULAR";"0,67";"3,04";"3,53";"3,29";"2,2";NA;"61,1";"Urbana";1;1;0;1122;0;575;547;141;"0";0
"326";2008;2601706;"Agreste Central";"Belo Jardim";"Agreste Centro Norte";26050064;"ESCOLA FREI CASSIANO COMACCHIO";"REGULAR";"0,74";"3,22";"3,46";"3,34";"2,47";NA;"23,3";"Urbana";1;1;0;1541;0;1087;454;56;"0";0
"327";2009;2601706;"Agreste Central";"Belo Jardim";"Agreste Centro Norte";26050064;"ESCOLA FREI CASSIANO COMACCHIO";"REGULAR";"0,75";"3,47";"3,52";"3,5";"2,62";NA;"52,7";"Urbana";1;1;0;1382;0;943;439;90;"0";0
"328";2008;2601706;"Agreste Central";"Belo Jardim";"Agreste Centro Norte";26050102;"ESCOLA JOAO MONTEIRO DE MELO";"REGULAR";"0,61";"2,85";"3,81";"3,33";"2,02";NA;"24,8";"Urbana";1;1;0;1320;0;695;625;112;"0";0
"329";2009;2601706;"Agreste Central";"Belo Jardim";"Agreste Centro Norte";26050102;"ESCOLA JOAO MONTEIRO DE MELO";"REGULAR";"0,66";"3,15";"3,65";"3,4";"2,24";NA;"30,4";"Urbana";1;1;0;1246;0;661;585;84;"0";0
"330";2008;2601706;"Agreste Central";"Belo Jardim";"Agreste Centro Norte";26050196;"ESCOLA PROFESSOR DONINO";"REGULAR";"0,77";"3,57";"3,78";"3,68";"2,83";NA;"46,1";"Urbana";1;1;0;1238;0;642;596;25;"0";0
"331";2009;2601706;"Agreste Central";"Belo Jardim";"Agreste Centro Norte";26050196;"ESCOLA PROFESSOR DONINO";"REGULAR";"0,76";"4,24";"3,88";"4,06";"3,09";NA;"54,1";"Urbana";1;1;0;1126;0;607;519;32;"0";0
"332";2008;2601904;"Agreste Central";"Bezerros";"Mata Centro";26051176;"ESCOLA EURICO QUEIROZ";"REGULAR";"0,78";"3,16";"3,39";"3,27";"2,56";NA;"45,9";"Urbana";0;1;1;1355;5;757;598;176;"0,003690036900369";0
"333";2009;2601904;"Agreste Central";"Bezerros";"Mata Centro";26051176;"ESCOLA EURICO QUEIROZ";"REGULAR";"0,69";"3,9";"3,79";"3,85";"2,66";NA;"62";"Urbana";1;1;1;1467;0;811;656;144;"0";0
"334";2008;2601904;"Agreste Central";"Bezerros";"Mata Centro";26051702;"ESCOLA DOM JOSE LAMARTINE SOARES";"REGULAR";"0,7";"3,66";"4,3";"3,98";"2,77";NA;"53,3";"Urbana";1;1;1;691;0;355;336;58;"0";0
"335";2009;2601904;"Agreste Central";"Bezerros";"Mata Centro";26051702;"ESCOLA DOM JOSE LAMARTINE SOARES";"REGULAR";"0,8";"4,14";"4,15";"4,15";"3,34";NA;"83,7";"Urbana";1;1;1;717;0;382;335;92;"0";0
"336";2008;2601904;"Agreste Central";"Bezerros";"Mata Centro";26051737;"ESCOLA PROFESSORA MARIA ANA";"REGULAR";"0,66";"3,52";"3,64";"3,58";"2,36";NA;"42,7";"Urbana";1;1;1;874;0;427;447;51;"0";0
"337";2009;2601904;"Agreste Central";"Bezerros";"Mata Centro";26051737;"ESCOLA PROFESSORA MARIA ANA";"REGULAR";"0,86";"3,81";"4,2";"4";"3,43";NA;"63,3";"Urbana";1;1;1;860;0;423;437;68;"0";0
"338";2008;2601904;"Agreste Central";"Bezerros";"Mata Centro";26051761;"ESCOLA ESTADUAL CÔNEGO ALEXANDRE CAVALCANTI";"REGULAR";"0,69";"3,82";"4,04";"3,93";"2,71";NA;"62,9";"Urbana";1;1;0;1141;1;587;554;38;"0,000876424189307625";0
"339";2009;2601904;"Agreste Central";"Bezerros";"Mata Centro";26051761;"ESCOLA ESTADUAL CÔNEGO ALEXANDRE CAVALCANTI";"REGULAR";"0,77";"4,33";"4,52";"4,43";"3,4";NA;"66,9";"Urbana";1;1;0;1126;0;572;554;94;"0";0
"340";2008;2601904;"Agreste Central";"Bezerros";"Mata Centro";26051788;"ESCOLA GETULIO D ANDRADE LIMA";"REGULAR";"0,67";"3,71";"3,75";"3,73";"2,5";NA;"64,2";"Urbana";0;1;0;1427;3;741;686;131;"0,00210231254379818";0
"341";2009;2601904;"Agreste Central";"Bezerros";"Mata Centro";26051788;"ESCOLA GETULIO D ANDRADE LIMA";"REGULAR";"0,65";"3,9";"4,07";"3,98";"2,59";NA;"70";"Urbana";1;1;0;1239;0;658;581;162;"0";0
"342";2008;2602605;"Agreste Central";"Brejo da Madre de Deus";"Agreste Centro Norte";26052083;"ESCOLA ANDRE CORDEIRO";"REGULAR";"0,77";"3,14";"3,39";"3,26";"2,52";NA;"25";"Urbana";0;1;1;1690;0;1031;659;131;"0";0
"343";2009;2602605;"Agreste Central";"Brejo da Madre de Deus";"Agreste Centro Norte";26052083;"ESCOLA ANDRE CORDEIRO";"REGULAR";"0,73";"3,48";"3,55";"3,51";"2,55";NA;"25,8";"Urbana";1;1;1;1697;0;1058;639;158;"0";0
"344";2008;2603108;"Agreste Central";"Cachoeirinha";"Agreste Centro Norte";26052776;"ESCOLA CORSINA BRAGA";"REGULAR";"0,8";"3,95";"4,01";"3,98";"3,19";NA;"31,5";"Urbana";1;1;0;1068;0;660;408;76;"0";0
"345";2009;2603108;"Agreste Central";"Cachoeirinha";"Agreste Centro Norte";26052776;"ESCOLA CORSINA BRAGA";"REGULAR";"0,81";"3,79";"3,82";"3,81";"3,09";NA;"31,4";"Urbana";1;1;0;1173;0;720;453;88;"0";0
"346";2008;2603801;"Agreste Meridional";"Capoeiras";"Agreste Meridional";26053608;"ESC NOSSA SENHORA DO PERPETUO SOCORRO";"REGULAR";"0,58";"3,23";"3,37";"3,3";"1,93";NA;"41,8";"Urbana";1;1;0;1219;0;767;452;208;"0";1
"347";2009;2603801;"Agreste Meridional";"Capoeiras";"Agreste Meridional";26053608;"ESC NOSSA SENHORA DO PERPETUO SOCORRO";"SEMI_INTEGRAL";"0,72";"3,76";"3,99";"3,87";"2,77";NA;"53,6";"Urbana";1;1;0;1239;69;747;492;199;"0,0556900726392252";1
"348";2008;2604106;"Agreste Central";"Caruaru";"Agreste Centro Norte";26053845;"COLEGIO ESTADUAL DE CARUARU NELSON BARBALHO";"REGULAR";"0,75";"4,3";"4,52";"4,41";"3,31";NA;"29,6";"Urbana";0;1;0;1590;0;1026;564;153;"0";0
"349";2009;2604106;"Agreste Central";"Caruaru";"Agreste Centro Norte";26053845;"COLEGIO ESTADUAL DE CARUARU NELSON BARBALHO";"REGULAR";"0,69";"4,05";"4,28";"4,17";"2,87";NA;"30,2";"Urbana";1;1;0;1628;0;1043;585;139;"0";0
"350";2008;2604106;"Agreste Central";"Caruaru";"Agreste Centro Norte";26053853;"ESCOLA NICANOR SOUTO MAIOR";"REGULAR";"0,69";"3,95";"4,34";"4,15";"2,84";NA;"34,7";"Urbana";1;1;1;2143;0;985;1158;109;"0";0
"351";2009;2604106;"Agreste Central";"Caruaru";"Agreste Centro Norte";26053853;"ESCOLA NICANOR SOUTO MAIOR";"REGULAR";"0,66";"3,85";"3,92";"3,88";"2,55";NA;"36,9";"Urbana";1;1;1;2022;0;933;1089;140;"0";0
"352";2008;2604106;"Agreste Central";"Caruaru";"Agreste Centro Norte";26054019;"ESCOLA ANTÔNIA CAVALCANTI DE ALBUQUERQUE";"REGULAR";"0,52";"3,14";"3,45";"3,3";"1,7";NA;"52,1";"Urbana";1;1;1;900;0;494;406;129;"0";0
"353";2009;2604106;"Agreste Central";"Caruaru";"Agreste Centro Norte";26054019;"ESCOLA ANTÔNIA CAVALCANTI DE ALBUQUERQUE";"REGULAR";"0,72";"3,24";"3,24";"3,24";"2,32";NA;"75,9";"Urbana";1;1;1;938;0;492;446;170;"0";0
"354";2008;2604106;"Agreste Central";"Caruaru";"Agreste Centro Norte";26054060;"ESCOLA DOM VITAL";"REGULAR";"0,68";"3,37";"3,46";"3,42";"2,34";NA;"52,9";"Urbana";1;1;0;1175;0;576;599;384;"0";0
"355";2009;2604106;"Agreste Central";"Caruaru";"Agreste Centro Norte";26054060;"ESCOLA DOM VITAL";"REGULAR";"0,68";"3,55";"3,66";"3,61";"2,47";NA;"54,2";"Urbana";1;1;0;1179;0;596;583;367;"0";0
"356";2008;2604106;"Agreste Central";"Caruaru";"Agreste Centro Norte";26054140;"ESCOLA MARIA AUXILIADORA LIBERATO";"REGULAR";"0,75";"3,73";"3,97";"3,85";"2,89";NA;"48,4";"Urbana";0;1;0;1590;0;802;788;187;"0";0
"357";2009;2604106;"Agreste Central";"Caruaru";"Agreste Centro Norte";26054140;"ESCOLA MARIA AUXILIADORA LIBERATO";"REGULAR";"0,8";"4,36";"4,38";"4,37";"3,5";NA;"59,1";"Urbana";0;1;1;1739;0;892;847;219;"0";0
"358";2008;2604106;"Agreste Central";"Caruaru";"Agreste Centro Norte";26054809;"ESCOLA PE ZACARIAS TAVARES";"REGULAR";"0,78";"4,32";"4,25";"4,28";"3,35";NA;"27,1";"Urbana";1;1;0;1627;0;867;760;113;"0";0
"359";2009;2604106;"Agreste Central";"Caruaru";"Agreste Centro Norte";26054809;"ESCOLA PE ZACARIAS TAVARES";"REGULAR";"0,67";"4,22";"4,42";"4,32";"2,88";NA;"27";"Urbana";1;1;0;1730;0;948;782;152;"0";0
"360";2008;2604106;"Agreste Central";"Caruaru";"Agreste Centro Norte";26054825;"ESCOLA PROF JESUINA PEREIRA REGO";"REGULAR";"0,6";"3,87";"3,87";"3,87";"2,34";NA;"69,5";"Urbana";1;1;0;1242;0;660;582;63;"0";0
"361";2009;2604106;"Agreste Central";"Caruaru";"Agreste Centro Norte";26054825;"ESCOLA PROF JESUINA PEREIRA REGO";"REGULAR";"0,72";"3,92";"3,89";"3,9";"2,81";NA;"67,6";"Urbana";1;1;0;1217;0;642;575;90;"0";0
"362";2008;2604106;"Agreste Central";"Caruaru";"Agreste Centro Norte";26054850;"ESCOLA PROF MARIO SETTE";"REGULAR";"0,61";"3,89";"3,94";"3,91";"2,38";NA;"44,6";"Urbana";1;1;0;1234;0;701;533;363;"0";0
"363";2009;2604106;"Agreste Central";"Caruaru";"Agreste Centro Norte";26054850;"ESCOLA PROF MARIO SETTE";"REGULAR";"0,75";"3,92";"3,74";"3,83";"2,88";NA;"39,2";"Urbana";1;1;0;1178;0;660;518;306;"0";0
"364";2008;2604106;"Agreste Central";"Caruaru";"Agreste Centro Norte";26054876;"ESCOLA PROF VICENTE MONTEIRO";"REGULAR";"0,68";"3,34";"3,64";"3,49";"2,37";NA;"60,9";"Urbana";1;1;0;1646;0;938;708;907;"0";0
"365";2009;2604106;"Agreste Central";"Caruaru";"Agreste Centro Norte";26054876;"ESCOLA PROF VICENTE MONTEIRO";"REGULAR";"0,66";"3,73";"3,93";"3,83";"2,52";NA;"53,1";"Urbana";1;1;0;1633;0;942;691;779;"0";0
"366";2008;2604106;"Agreste Central";"Caruaru";"Agreste Centro Norte";26054884;"ESCOLA PROF ADELIA LEAL FERREIRA";"REGULAR";"0,48";"3,43";"3,34";"3,39";"1,63";NA;"43,1";"Urbana";1;1;0;1117;0;545;572;78;"0";0
"367";2009;2604106;"Agreste Central";"Caruaru";"Agreste Centro Norte";26054884;"ESCOLA PROF ADELIA LEAL FERREIRA";"REGULAR";"0,65";"3,84";"3,71";"3,77";"2,45";NA;"59,3";"Urbana";1;1;0;1063;0;550;513;98;"0";0
"368";2008;2604106;"Agreste Central";"Caruaru";"Agreste Centro Norte";26054914;"ESCOLA PROF ELISETE LOPES DE LIMA PIRES";"REGULAR";"0,57";"3,16";"3,56";"3,36";"1,9";NA;"52,8";"Urbana";1;1;1;1899;0;951;948;167;"0";0
"369";2009;2604106;"Agreste Central";"Caruaru";"Agreste Centro Norte";26054914;"ESCOLA PROF ELISETE LOPES DE LIMA PIRES";"REGULAR";"0,7";"3,62";"3,62";"3,62";"2,54";NA;"56";"Urbana";1;1;1;1837;0;913;924;195;"0";0
"370";2008;2604106;"Agreste Central";"Caruaru";"Agreste Centro Norte";26055040;"ESCOLA SANTO AMARO";"REGULAR";"0,79";"3,22";"3,5";"3,36";"2,66";NA;"46,7";"Urbana";1;1;0;1185;0;602;583;18;"0";0
"371";2009;2604106;"Agreste Central";"Caruaru";"Agreste Centro Norte";26055040;"ESCOLA SANTO AMARO";"REGULAR";"0,75";"3,32";"3,5";"3,41";"2,56";NA;"46,2";"Urbana";1;1;0;1164;0;599;565;54;"0";0
"372";2008;2604106;"Agreste Central";"Caruaru";"Agreste Centro Norte";26055082;"ESCOLA PROFESSOR LISBOA";"REGULAR";"0,62";"3,06";"3,37";"3,22";"1,98";NA;"39,9";"Urbana";0;1;1;1716;0;826;890;420;"0";0
"373";2009;2604106;"Agreste Central";"Caruaru";"Agreste Centro Norte";26055082;"ESCOLA PROFESSOR LISBOA";"REGULAR";"0,65";"3,76";"3,94";"3,85";"2,5";NA;"55,3";"Urbana";1;1;1;1715;1;822;893;428;"0,000583090379008746";0
"374";2008;2604106;"Agreste Central";"Caruaru";"Agreste Centro Norte";26055210;"ESCOLA JOSE CARLOS FLORENCIO";"REGULAR";"0,64";"2,83";"3,41";"3,12";"2";NA;"39,8";"Urbana";1;1;0;881;0;488;393;19;"0";0
"375";2009;2604106;"Agreste Central";"Caruaru";"Agreste Centro Norte";26055210;"ESCOLA JOSE CARLOS FLORENCIO";"REGULAR";"0,68";"3,14";"3,49";"3,31";"2,24";NA;"50";"Urbana";1;1;0;819;0;435;384;30;"0";0
"376";2008;2606408;"Agreste Central";"Gravatá";"Mata Centro";26056550;"ESCOLA AARAO LINS DE ANDRADE";"REGULAR";"";"";"";"";"3";NA;"50,8";"Urbana";1;1;1;1060;0;532;528;37;"0";0
"377";2009;2606408;"Agreste Central";"Gravatá";"Mata Centro";26056550;"ESCOLA AARAO LINS DE ANDRADE";"REGULAR";"0,72";"4,3";"4,37";"4,33";"3,11";NA;"60,5";"Urbana";1;1;1;998;0;516;482;40;"0";0
"378";2008;2606408;"Agreste Central";"Gravatá";"Mata Centro";26056577;"PROFESSOR ANTÔNIO FARIAS";"REGULAR";"0,77";"3,44";"3,49";"3,47";"2,67";NA;"68";"Urbana";1;1;1;1671;0;851;820;330;"0";0
"379";2009;2606408;"Agreste Central";"Gravatá";"Mata Centro";26056577;"PROFESSOR ANTÔNIO FARIAS";"REGULAR";"0,75";"3,98";"4,28";"4,13";"3,1";NA;"63,7";"Urbana";1;1;0;1580;0;781;799;209;"0";0
"380";2008;2606408;"Agreste Central";"Gravatá";"Mata Centro";26056623;"ESCOLA CLETO CAMPELO";"REGULAR";"0,72";"3,5";"3,97";"3,73";"2,7";NA;"35,8";"Urbana";1;1;0;1390;0;681;709;31;"0";0
"381";2009;2606408;"Agreste Central";"Gravatá";"Mata Centro";26056623;"ESCOLA CLETO CAMPELO";"REGULAR";"0,97";"3,86";"4,09";"3,98";"3,85";NA;"48,8";"Urbana";1;1;0;1311;0;670;641;351;"0";0
"382";2008;2606408;"Agreste Central";"Gravatá";"Mata Centro";26056658;"ESCOLA DEVALDO BORGES";"REGULAR";"0,77";"3,45";"3,52";"3,48";"2,69";NA;"25,5";"Urbana";1;1;0;2029;0;1293;736;133;"0";0
"383";2009;2606408;"Agreste Central";"Gravatá";"Mata Centro";26056658;"ESCOLA DEVALDO BORGES";"REGULAR";"0,66";"3,74";"3,88";"3,81";"2,52";NA;"33,6";"Urbana";1;1;0;1897;0;1178;719;198;"0";0
"384";2008;2608008;"Agreste Central";"Jataúba";"Agreste Centro Norte";26057743;"ESCOLA JOSÉ LOPES DE SIQUEIRA";"REGULAR";"0,78";"3,09";"3,29";"3,19";"2,5";NA;"55,4";"Urbana";0;1;0;635;0;396;239;401;"0";0
"385";2009;2608008;"Agreste Central";"Jataúba";"Agreste Centro Norte";26057743;"ESCOLA JOSÉ LOPES DE SIQUEIRA";"REGULAR";"0,77";"3,36";"3,7";"3,53";"2,72";NA;"54,9";"Urbana";0;1;0;609;0;376;233;391;"0";0
"386";2008;2610905;"Agreste Central";"Pesqueira";"Sertão do Moxotó-Ipanema";26058413;"ESCOLA JOÃO XXIII";"REGULAR";"0,79";"3,39";"3,62";"3,51";"2,76";NA;"39,1";"Urbana";1;1;1;240;0;106;134;79;"0";0
"387";2009;2610905;"Agreste Central";"Pesqueira";"Sertão do Moxotó-Ipanema";26058413;"ESCOLA JOÃO XXIII";"REGULAR";"0,65";"2,69";"3,52";"3,11";"2,02";NA;"42,9";"Urbana";1;1;1;241;0;110;131;100;"0";0
"388";2008;2610905;"Agreste Central";"Pesqueira";"Sertão do Moxotó-Ipanema";26058430;"ESCOLA JOSE DE ALMEIDA MACIEL";"REGULAR";"0,61";"3,38";"3,53";"3,46";"2,11";NA;"32,7";"Urbana";1;1;0;1137;0;591;546;48;"0";1
"389";2009;2610905;"Agreste Central";"Pesqueira";"Sertão do Moxotó-Ipanema";26058430;"ESCOLA JOSE DE ALMEIDA MACIEL";"INTEGRAL";"0,95";"4,28";"4,21";"4,24";"4,02";NA;"61,2";"Urbana";1;1;0;355;203;179;176;31;"0,571830985915493";1
"390";2008;2610905;"Agreste Central";"Pesqueira";"Sertão do Moxotó-Ipanema";26058812;"ESCOLA PROFESSOR ARRUDA MARINHO";"REGULAR";"0,67";"2,82";"3,4";"3,11";"2,1";NA;"62,7";"Urbana";1;1;1;907;1;435;472;74;"0,00110253583241455";0
"391";2009;2610905;"Agreste Central";"Pesqueira";"Sertão do Moxotó-Ipanema";26058812;"ESCOLA PROFESSOR ARRUDA MARINHO";"REGULAR";"0,68";"3,22";"3,26";"3,24";"2,19";NA;"72,4";"Urbana";1;1;1;954;1;465;489;67;"0,0010482180293501";0
"392";2008;2610905;"Agreste Central";"Pesqueira";"Sertão do Moxotó-Ipanema";26058910;"ESCOLA CACILDA ALMEIDA";"REGULAR";"0,7";"3,59";"4,19";"3,89";"2,73";NA;"31,3";"Urbana";1;1;0;691;1;359;332;143;"0,00144717800289436";0
"393";2009;2610905;"Agreste Central";"Pesqueira";"Sertão do Moxotó-Ipanema";26058910;"ESCOLA CACILDA ALMEIDA";"REGULAR";"0,65";"3,88";"4,04";"3,96";"2,57";NA;"55";"Urbana";1;1;0;766;0;397;369;90;"0";0
"394";2008;2610905;"Agreste Central";"Pesqueira";"Sertão do Moxotó-Ipanema";26058936;"ESCOLA DOM ADELMO C MACHADO";"REGULAR";"0,49";"3,02";"3,53";"3,28";"1,6";NA;"40,9";"Urbana";1;1;1;816;0;387;429;28;"0";0
"395";2009;2610905;"Agreste Central";"Pesqueira";"Sertão do Moxotó-Ipanema";26058936;"ESCOLA DOM ADELMO C MACHADO";"REGULAR";"0,74";"3,57";"3,29";"3,43";"2,52";NA;"85,4";"Urbana";1;1;1;746;0;369;377;44;"0";0
"396";2008;2610905;"Agreste Central";"Pesqueira";"Sertão do Moxotó-Ipanema";26058952;"ESCOLA ELIZEU ARAUJO";"REGULAR";"0,69";"2,89";"3,4";"3,14";"2,18";NA;"23,9";"Urbana";1;1;1;1170;0;526;644;55;"0";0
"397";2009;2610905;"Agreste Central";"Pesqueira";"Sertão do Moxotó-Ipanema";26058952;"ESCOLA ELIZEU ARAUJO";"REGULAR";"0,79";"3,42";"3,96";"3,69";"2,9";NA;"52,5";"Urbana";1;1;1;1106;0;543;563;57;"0";0
"398";2008;2610905;"Agreste Central";"Pesqueira";"Sertão do Moxotó-Ipanema";26058960;"ESCOLA ESTADUAL CRISTO REI";"REGULAR";"0,58";"3,26";"3,56";"3,41";"1,98";NA;"30,4";"Urbana";1;1;0;1615;1;1069;546;190;"0,000619195046439629";0
"399";2009;2610905;"Agreste Central";"Pesqueira";"Sertão do Moxotó-Ipanema";26058960;"ESCOLA ESTADUAL CRISTO REI";"REGULAR";"0,65";"3,63";"3,67";"3,65";"2,37";NA;"41,9";"Urbana";1;1;0;1696;0;1069;627;180;"0";0
"400";2008;2610905;"Agreste Central";"Pesqueira";"Sertão do Moxotó-Ipanema";26059088;"ESCOLA PROFESSORA MARGARIDA DE LIMA FALCAO";"REGULAR";"0,66";"2,92";"3,43";"3,18";"2,09";NA;"25";"Urbana";1;1;1;692;0;358;334;29;"0";0
"401";2009;2610905;"Agreste Central";"Pesqueira";"Sertão do Moxotó-Ipanema";26059088;"ESCOLA PROFESSORA MARGARIDA DE LIMA FALCAO";"REGULAR";"0,65";"3,59";"3,47";"3,53";"2,29";NA;"36,1";"Urbana";1;1;1;791;2;421;370;40;"0,00252844500632111";0
"402";2008;2611200;"Agreste Central";"Poção";"Sertão do Moxotó-Ipanema";26059789;"ESCOLA ESTADUAL COM MANOEL CAETANO DE BRITO";"REGULAR";"0,75";"3,23";"3,79";"3,51";"2,63";NA;"41,7";"Urbana";1;1;0;886;0;515;371;186;"0";0
"403";2009;2611200;"Agreste Central";"Poção";"Sertão do Moxotó-Ipanema";26059789;"ESCOLA ESTADUAL COM MANOEL CAETANO DE BRITO";"REGULAR";"0,78";"4,02";"4,12";"4,07";"3,18";NA;"42,7";"Urbana";1;1;0;991;0;571;420;190;"0";0
"404";2008;2611705;"Agreste Central";"Riacho das Almas";"Agreste Centro Norte";26060124;"ESCOLA MANOEL BACELAR";"REGULAR";"0,71";"3,56";"3,77";"3,67";"2,6";NA;"21,3";"Urbana";1;1;1;812;0;421;391;65;"0";0
"405";2009;2611705;"Agreste Central";"Riacho das Almas";"Agreste Centro Norte";26060124;"ESCOLA MANOEL BACELAR";"REGULAR";"0,85";"3,64";"3,75";"3,69";"3,13";NA;"25,7";"Urbana";1;1;1;820;0;410;410;71;"0";0
"406";2008;2612406;"Agreste Central";"Sanharó";"Sertão do Moxotó-Ipanema";26061023;"ESCOLA NOSSA SENHORA DE FÁTIMA";"REGULAR";"0,6";"3,69";"3,83";"3,76";"2,24";NA;"32,4";"Urbana";1;1;1;587;0;299;288;87;"0";0
"407";2009;2612406;"Agreste Central";"Sanharó";"Sertão do Moxotó-Ipanema";26061023;"ESCOLA NOSSA SENHORA DE FÁTIMA";"REGULAR";"0,78";"3,55";"3,84";"3,69";"2,87";NA;"32";"Urbana";1;1;1;590;0;301;289;103;"0";0
"408";2008;2612406;"Agreste Central";"Sanharó";"Sertão do Moxotó-Ipanema";26061112;"ESCOLA ESTADUAL DR BENJAMIN CARACIOLO";"REGULAR";"0,74";"3,62";"3,74";"3,68";"2,73";NA;"40,6";"Urbana";1;1;1;719;0;396;323;89;"0";0
"409";2009;2612406;"Agreste Central";"Sanharó";"Sertão do Moxotó-Ipanema";26061112;"ESCOLA ESTADUAL DR BENJAMIN CARACIOLO";"REGULAR";"0,75";"3,93";"3,81";"3,87";"2,89";NA;"46,9";"Urbana";1;1;1;709;0;402;307;132;"0";0
"410";2008;2613008;"Agreste Central";"São Bento do Una";"Agreste Meridional";26061368;"ESCOLA ESTADUAL LENITA FONTES CINTRA";"REGULAR";"0,64";"3,52";"3,75";"3,63";"2,34";NA;"49";"Urbana";1;1;0;1610;0;941;669;176;"0";0
"411";2009;2613008;"Agreste Central";"São Bento do Una";"Agreste Meridional";26061368;"ESCOLA ESTADUAL LENITA FONTES CINTRA";"REGULAR";"0,65";"3,52";"3,78";"3,65";"2,37";NA;"57";"Urbana";1;1;0;1451;0;831;620;166;"0";0
"412";2008;2613008;"Agreste Central";"São Bento do Una";"Agreste Meridional";26061643;"ESCOLA RODOLFO PAIVA ENSINO FUNDAMENTAL E MÉDIO";"REGULAR";"0,79";"3,7";"3,96";"3,83";"3,02";NA;"29,5";"Urbana";1;1;0;1338;0;671;667;479;"0";0
"413";2009;2613008;"Agreste Central";"São Bento do Una";"Agreste Meridional";26061643;"ESCOLA RODOLFO PAIVA ENSINO FUNDAMENTAL E MÉDIO";"REGULAR";"0,87";"3,96";"3,68";"3,82";"3,31";NA;"34,2";"Urbana";1;1;1;1358;0;706;652;385;"0";0
"414";2008;2613107;"Agreste Central";"São Caitano";"Agreste Centro Norte";26062410;"ESCOLA AGAMENON MAGALHAES";"REGULAR";"0,72";"3,73";"3,97";"3,85";"2,76";NA;"43,1";"Urbana";1;1;0;1672;0;922;750;207;"0";1
"415";2009;2613107;"Agreste Central";"São Caitano";"Agreste Centro Norte";26062410;"ESCOLA AGAMENON MAGALHAES";"SEMI_INTEGRAL";"0,79";"3,68";"3,78";"3,73";"2,96";NA;"56,3";"Urbana";1;1;1;1024;0;624;400;116;"0";1
"416";2008;2614709;"Agreste Central";"Tacaimbó";"Agreste Centro Norte";26063280;"ESCOLA FRANCISCO DE ASSIS BARROS";"REGULAR";"0,75";"3,42";"3,99";"3,71";"2,79";NA;"29,2";"Urbana";1;1;0;761;0;400;361;77;"0";0
"417";2009;2614709;"Agreste Central";"Tacaimbó";"Agreste Centro Norte";26063280;"ESCOLA FRANCISCO DE ASSIS BARROS";"REGULAR";"0,94";"3,32";"3,61";"3,47";"3,25";NA;"20";"Urbana";1;1;0;725;0;378;347;69;"0";0
"418";2008;2614709;"Agreste Central";"Tacaimbó";"Agreste Centro Norte";26063310;"ESCOLA JOSE LEITE BARROS";"REGULAR";"0,84";"3,67";"3,47";"3,57";"2,99";NA;"58,8";"Urbana";1;1;0;1098;0;638;460;95;"0";0
"419";2009;2614709;"Agreste Central";"Tacaimbó";"Agreste Centro Norte";26063310;"ESCOLA JOSE LEITE BARROS";"REGULAR";"0,78";"3,1";"3,58";"3,34";"2,6";NA;"42,2";"Urbana";1;1;1;1023;0;583;440;101;"0";0
