"";"ano";"cod_municipio";"rd";"nm_municipio";"gre";"cod_escola";"nm_escola";"tp_escola";"p_em";"nota_lp";"nota_mt";"nota_saep";"idepe";"mat_3em";"tdi_3em";"TP_LOCALIZACAO";"IN_INTERNET";"IN_NOTURNO";"IN_EJA";"QT_MAT_BAS";"QT_MAT_MED_INT";"QT_MAT_BAS_FEM";"QT_MAT_BAS_MASC";"QT_MAT_BAS_BRANCA";"TX_MAT_MED_INT";"tratamento"
"85";2009;2616100;"Sertão Central";"Verdejante";"Sertão Central";26014190;"ESCOLA ANISIO VERAS";"REGULAR";"0,87";"3,82";"3,79";"3,81";"3,32";NA;"57,9";"Urbana";1;1;1;879;0;492;387;27;"0";0
"86";2008;2600104;"Sertão do Pajeú";"Afogados da Ingazeira";"Sertão do Alto Pajeú";26014564;"COL NORMAL EST DE AFOGADOS DA INGAZEIRA";"REGULAR";"0,8";"4,02";"3,98";"4";"3,21";NA;"21,7";"Urbana";1;1;1;2050;0;1111;939;285;"0";0
"87";2009;2600104;"Sertão do Pajeú";"Afogados da Ingazeira";"Sertão do Alto Pajeú";26014564;"COL NORMAL EST DE AFOGADOS DA INGAZEIRA";"REGULAR";"0,86";"4,19";"4,33";"4,26";"3,64";NA;"40,2";"Urbana";1;1;1;1896;0;1040;856;372;"0";0
"88";2008;2600104;"Sertão do Pajeú";"Afogados da Ingazeira";"Sertão do Alto Pajeú";26014572;"ESC CONEGO JOAO LEITE GONCALVES DE ANDRADE";"REGULAR";"0,81";"3,59";"4,01";"3,8";"3,06";NA;"16,5";"Urbana";1;1;0;966;0;524;442;23;"0";0
"89";2009;2600104;"Sertão do Pajeú";"Afogados da Ingazeira";"Sertão do Alto Pajeú";26014572;"ESC CONEGO JOAO LEITE GONCALVES DE ANDRADE";"REGULAR";"0,82";"4,37";"4,51";"4,44";"3,63";NA;"24,8";"Urbana";1;1;0;972;0;527;445;55;"0";0
"90";2008;2600104;"Sertão do Pajeú";"Afogados da Ingazeira";"Sertão do Alto Pajeú";26014670;"ESCOLA MONSENHOR ANTÔNIO DE PÁDUA SANTOS";"REGULAR";"0,67";"3,5";"3,82";"3,66";"2,44";NA;"28";"Urbana";1;1;1;860;0;447;413;72;"0";1
"91";2009;2600104;"Sertão do Pajeú";"Afogados da Ingazeira";"Sertão do Alto Pajeú";26014670;"ESCOLA MONSENHOR ANTÔNIO DE PÁDUA SANTOS";"SEMI_INTEGRAL";"0,83";"3,92";"4,1";"4,01";"3,32";NA;"59,2";"Urbana";1;1;1;720;0;394;326;44;"0";1
"92";2008;2602506;"Sertão do Pajeú";"Brejinho";"Sertão do Alto Pajeú";26015315;"JOSÉ SEVERINO DE ARAÚJO";"REGULAR";"0,77";"3,71";"3,71";"3,71";"2,87";NA;"23";"Urbana";1;1;1;514;0;303;211;4;"0";0
"93";2009;2602506;"Sertão do Pajeú";"Brejinho";"Sertão do Alto Pajeú";26015315;"JOSÉ SEVERINO DE ARAÚJO";"REGULAR";"0,78";"4,23";"4,22";"4,23";"3,3";NA;"46,7";"Urbana";1;1;0;495;0;281;214;2;"0";0
"94";2008;2603405;"Sertão do Pajeú";"Calumbi";"Sertão do Alto Pajeú";26015625;"ANTONIO GOMES DE LIMA";"REGULAR";"0,9";"3,36";"3,65";"3,51";"3,14";NA;"62,1";"Urbana";1;1;1;711;0;375;336;21;"0";0
"95";2009;2603405;"Sertão do Pajeú";"Calumbi";"Sertão do Alto Pajeú";26015625;"ANTONIO GOMES DE LIMA";"REGULAR";"0,86";"3,62";"3,49";"3,55";"3,06";NA;"66,1";"Urbana";1;1;1;689;0;349;340;31;"0";0
"96";2008;2603900;"Sertão do Pajeú";"Carnaíba";"Sertão do Alto Pajeú";26016010;"ESCOLA JOAO GOMES DOS REIS";"REGULAR";"0,69";"4,25";"4,16";"4,2";"2,91";NA;"65,6";"Urbana";1;1;1;1014;0;599;415;164;"0";0
"97";2009;2603900;"Sertão do Pajeú";"Carnaíba";"Sertão do Alto Pajeú";26016010;"ESCOLA JOAO GOMES DOS REIS";"REGULAR";"0,75";"4,44";"4,37";"4,41";"3,31";NA;"42,6";"Urbana";1;1;1;967;0;573;394;134;"0";0
"98";2008;2605608;"Sertão do Pajeú";"Flores";"Sertão do Alto Pajeú";26016540;"ESCOLA AIRES GAMA";"REGULAR";"0,77";"3,03";"3,12";"3,07";"2,38";NA;"69,1";"Urbana";1;1;1;619;1;318;301;51;"0,00161550888529887";0
"99";2009;2605608;"Sertão do Pajeú";"Flores";"Sertão do Alto Pajeú";26016540;"ESCOLA AIRES GAMA";"REGULAR";"0,83";"3,6";"3,68";"3,64";"3,01";NA;"34,4";"Urbana";1;1;1;616;3;315;301;180;"0,00487012987012987";0
"100";2008;2605608;"Sertão do Pajeú";"Flores";"Sertão do Alto Pajeú";26016729;"ESCOLA DARIO GOMES DE LIMA";"REGULAR";"0,79";"3,47";"3,82";"3,65";"2,88";NA;"34,4";"Urbana";0;1;0;545;1;285;260;2;"0,0018348623853211";0
"101";2009;2605608;"Sertão do Pajeú";"Flores";"Sertão do Alto Pajeú";26016729;"ESCOLA DARIO GOMES DE LIMA";"REGULAR";"1";"4,75";"4,68";"4,71";"4,71";NA;"25";"Urbana";1;1;0;524;0;275;249;3;"0";0
"102";2008;2606903;"Sertão do Pajeú";"Iguaracy";"Sertão do Alto Pajeú";26017598;"ESCOLA ESTADUAL JOAQUIM ALVES DE FREITAS";"REGULAR";"0,91";"3,27";"3,57";"3,42";"3,13";NA;"29,8";"Urbana";1;1;0;318;0;170;148;8;"0";0
"103";2009;2606903;"Sertão do Pajeú";"Iguaracy";"Sertão do Alto Pajeú";26017598;"ESCOLA ESTADUAL JOAQUIM ALVES DE FREITAS";"REGULAR";"0,8";"3,53";"3,93";"3,73";"2,98";NA;"54,5";"Urbana";1;1;0;296;0;151;145;22;"0";0
"104";2008;2606903;"Sertão do Pajeú";"Iguaracy";"Sertão do Alto Pajeú";26017750;"ESCOLA PROFA ROSETE B DE SOUZA";"REGULAR";"0,73";"4,15";"3,83";"3,99";"2,9";NA;"18,1";"Urbana";1;1;1;649;0;361;288;37;"0";0
"105";2009;2606903;"Sertão do Pajeú";"Iguaracy";"Sertão do Alto Pajeú";26017750;"ESCOLA PROFA ROSETE B DE SOUZA";"REGULAR";"0,84";"4,02";"3,95";"3,98";"3,33";NA;"24,5";"Urbana";1;1;1;631;0;350;281;40;"0";0
"106";2008;2607109;"Sertão do Pajeú";"Ingazeira";"Sertão do Alto Pajeú";26018020;"ESCOLA ARISTAQUE JOSE DE VERAS";"REGULAR";"0,75";"4,1";"4,09";"4,09";"3,09";NA;"35,5";"Urbana";1;1;1;488;0;257;231;17;"0";0
"107";2009;2607109;"Sertão do Pajeú";"Ingazeira";"Sertão do Alto Pajeú";26018020;"ESCOLA ARISTAQUE JOSE DE VERAS";"REGULAR";"0,71";"3,96";"3,83";"3,89";"2,77";NA;"62";"Urbana";1;1;1;441;0;246;195;39;"0";0
"108";2008;2607703;"Sertão do Pajeú";"Itapetim";"Sertão do Alto Pajeú";26018314;"ESCOLA TERESA TORRES";"REGULAR";"0,72";"3,96";"4,58";"4,27";"3,09";NA;"26,3";"Urbana";1;1;1;1239;0;655;584;161;"0";0
"109";2009;2607703;"Sertão do Pajeú";"Itapetim";"Sertão do Alto Pajeú";26018314;"ESCOLA TERESA TORRES";"REGULAR";"0,8";"4,23";"4,59";"4,41";"3,54";NA;"40,5";"Urbana";1;1;1;1103;0;615;488;189;"0";0
"110";2008;2611533;"Sertão do Pajeú";"Quixaba";"Sertão do Alto Pajeú";26018977;"ESCOLA TOME FRANCISCO DA SILVA";"REGULAR";"0,88";"4,96";"5,57";"5,26";"4,62";NA;"25";"Rural";1;0;0;590;0;309;281;68;"0";0
"111";2009;2611533;"Sertão do Pajeú";"Quixaba";"Sertão do Alto Pajeú";26018977;"ESCOLA TOME FRANCISCO DA SILVA";"REGULAR";"0,95";"5,6";"6,03";"5,81";"5,54";NA;"13,2";"Rural";1;0;0;693;0;347;346;114;"0";0
"112";2008;2612471;"Sertão do Pajeú";"Santa Cruz da Baixa Verde";"Sertão do Alto Pajeú";26019370;"ESCOLA SANTA CRUZ";"REGULAR";"0,82";"4,49";"4,24";"4,37";"3,58";NA;"32,1";"Urbana";1;1;1;920;0;568;352;10;"0";0
"113";2009;2612471;"Sertão do Pajeú";"Santa Cruz da Baixa Verde";"Sertão do Alto Pajeú";26019370;"ESCOLA SANTA CRUZ";"REGULAR";"0,91";"4,27";"4,04";"4,15";"3,79";NA;"36,6";"Urbana";1;1;1;841;4;523;318;21;"0,00475624256837099";0
"114";2008;2612802;"Sertão do Pajeú";"Santa Terezinha";"Sertão do Alto Pajeú";26019493;"ESCOLA SANTA TEREZINHA";"REGULAR";"0,85";"3,53";"3,69";"3,61";"3,06";NA;"35,6";"Urbana";1;1;1;1159;0;668;491;175;"0";0
"115";2009;2612802;"Sertão do Pajeú";"Santa Terezinha";"Sertão do Alto Pajeú";26019493;"ESCOLA SANTA TEREZINHA";"REGULAR";"0,89";"3,95";"3,77";"3,86";"3,42";NA;"36,9";"Urbana";1;1;1;1090;0;645;445;154;"0";0
"116";2008;2613602;"Sertão do Pajeú";"São José do Egito";"Sertão do Alto Pajeú";26019825;"ESCOLA EDSON SIMOES";"REGULAR";"0,75";"3,79";"3,9";"3,85";"2,88";NA;"28,2";"Urbana";1;1;1;1451;15;889;562;140;"0,0103376981392143";0
"117";2009;2613602;"Sertão do Pajeú";"São José do Egito";"Sertão do Alto Pajeú";26019825;"ESCOLA EDSON SIMOES";"REGULAR";"0,8";"3,78";"3,94";"3,86";"3,1";NA;"41";"Urbana";1;1;1;1733;0;1006;727;225;"0";0
"118";2008;2613602;"Sertão do Pajeú";"São José do Egito";"Sertão do Alto Pajeú";26019922;"ESCOLA OLIVEIRA LIMA";"REGULAR";"0,77";"4,62";"4,41";"4,52";"3,47";NA;"22,2";"Urbana";0;1;0;1145;21;628;517;58;"0,0183406113537118";1
"119";2009;2613602;"Sertão do Pajeú";"São José do Egito";"Sertão do Alto Pajeú";26019922;"ESCOLA OLIVEIRA LIMA";"SEMI_INTEGRAL";"0,89";"4,13";"4,24";"4,18";"3,73";NA;"11,1";"Urbana";1;1;0;814;5;475;339;54;"0,00614250614250614";1
"120";2008;2613602;"Sertão do Pajeú";"São José do Egito";"Sertão do Alto Pajeú";26019949;"ESC PROF SEBASTIAO FERREIRA RABELO SOBRINHO";"REGULAR";"0,85";"4,12";"4,27";"4,19";"3,57";NA;"20";"Urbana";1;1;1;521;5;277;244;31;"0,00959692898272553";0
"121";2009;2613602;"Sertão do Pajeú";"São José do Egito";"Sertão do Alto Pajeú";26019949;"ESC PROF SEBASTIAO FERREIRA RABELO SOBRINHO";"REGULAR";"0,65";"3,96";"4,19";"4,07";"2,65";NA;"36,1";"Urbana";1;1;1;556;1;284;272;43;"0,00179856115107914";0
"122";2008;2613602;"Sertão do Pajeú";"São José do Egito";"Sertão do Alto Pajeú";26020572;"ESCOLA MAXIMA VIEIRA DE MELO";"REGULAR";"0,89";"4,07";"4,02";"4,04";"3,61";NA;"5";"Urbana";1;1;0;567;9;336;231;7;"0,0158730158730159";0
"123";2009;2613602;"Sertão do Pajeú";"São José do Egito";"Sertão do Alto Pajeú";26020572;"ESCOLA MAXIMA VIEIRA DE MELO";"REGULAR";"0,83";"3,88";"4,29";"4,09";"3,39";NA;"31,1";"Urbana";1;1;0;511;1;291;220;6;"0,00195694716242661";0
"124";2008;2613909;"Sertão do Pajeú";"Serra Talhada";"Sertão do Alto Pajeú";26020882;"ESCOLA METHODIO DE GODOY LIMA";"REGULAR";"0,64";"3,38";"3,54";"3,46";"2,21";NA;"39,4";"Urbana";1;1;1;2083;4;1137;946;301;"0,00192030724915987";0
"125";2009;2613909;"Sertão do Pajeú";"Serra Talhada";"Sertão do Alto Pajeú";26020882;"ESCOLA METHODIO DE GODOY LIMA";"REGULAR";"0,76";"3,51";"3,54";"3,52";"2,68";NA;"47,5";"Urbana";1;1;1;1923;3;1040;883;263;"0,0015600624024961";0
"126";2008;2613909;"Sertão do Pajeú";"Serra Talhada";"Sertão do Alto Pajeú";26020963;"ESCOLA ANTONIO TIMOTEO";"REGULAR";"0,72";"3,29";"3,48";"3,39";"2,43";NA;"30,5";"Urbana";1;1;1;1437;6;812;625;23;"0,00417536534446764";0
"127";2009;2613909;"Sertão do Pajeú";"Serra Talhada";"Sertão do Alto Pajeú";26020963;"ESCOLA ANTONIO TIMOTEO";"REGULAR";"0,81";"3,75";"3,91";"3,83";"3,11";NA;"49,1";"Urbana";1;1;1;1493;10;807;686;42;"0,00669792364367046";0
"128";2008;2613909;"Sertão do Pajeú";"Serra Talhada";"Sertão do Alto Pajeú";26020971;"ESC CORNELIO SOARES ENS FUND E MEDIO";"REGULAR";"0,7";"3,78";"3,94";"3,86";"2,7";NA;"35,4";"Urbana";1;1;1;1497;3;890;607;104;"0,00200400801603206";0
"129";2009;2613909;"Sertão do Pajeú";"Serra Talhada";"Sertão do Alto Pajeú";26020971;"ESC CORNELIO SOARES ENS FUND E MEDIO";"REGULAR";"0,84";"4,21";"3,97";"4,09";"3,43";NA;"40,8";"Urbana";1;1;1;1600;5;954;646;155;"0,003125";0
"130";2008;2613909;"Sertão do Pajeú";"Serra Talhada";"Sertão do Alto Pajeú";26020998;"ESC. IRMA ELIZABETH ENS.FUND. E MEDIO";"REGULAR";"0,86";"3,18";"3,39";"3,29";"2,83";NA;"50,4";"Urbana";1;1;1;1271;1;668;603;91;"0,000786782061369001";0
"131";2009;2613909;"Sertão do Pajeú";"Serra Talhada";"Sertão do Alto Pajeú";26020998;"ESC. IRMA ELIZABETH ENS.FUND. E MEDIO";"REGULAR";"0,94";"3,34";"3,45";"3,4";"3,2";NA;"52,4";"Urbana";1;1;1;1291;0;674;617;101;"0";0
"132";2008;2613909;"Sertão do Pajeú";"Serra Talhada";"Sertão do Alto Pajeú";26021820;"ESCOLA MANOEL PEREIRA LINS";"REGULAR";"0,88";"3,21";"3,53";"3,37";"2,96";NA;"62,2";"Urbana";1;1;1;888;2;453;435;35;"0,00225225225225225";0
"133";2009;2613909;"Sertão do Pajeú";"Serra Talhada";"Sertão do Alto Pajeú";26021820;"ESCOLA MANOEL PEREIRA LINS";"REGULAR";"0,93";"4,16";"4,6";"4,38";"4,05";NA;"66,1";"Urbana";1;1;1;907;1;452;455;54;"0,00110253583241455";0
"134";2008;2613909;"Sertão do Pajeú";"Serra Talhada";"Sertão do Alto Pajeú";26021900;"ESCOLA SOLIDONIO LEITE";"REGULAR";"0,84";"3,26";"3,59";"3,43";"2,89";NA;"29,3";"Urbana";0;1;1;1030;1;566;464;90;"0,000970873786407767";0
"135";2009;2613909;"Sertão do Pajeú";"Serra Talhada";"Sertão do Alto Pajeú";26021900;"ESCOLA SOLIDONIO LEITE";"REGULAR";"0,77";"3,82";"3,77";"3,79";"2,91";NA;"35,2";"Urbana";1;1;1;1065;4;586;479;94;"0,00375586854460094";0
"136";2008;2613909;"Sertão do Pajeú";"Serra Talhada";"Sertão do Alto Pajeú";26021927;"ESCOLA IRNERO IGNACIO-ENSINO FUNDAMENTAL E MÉDIO";"REGULAR";"0,73";"3,63";"4,04";"3,83";"2,79";NA;"62,8";"Urbana";1;1;1;813;0;420;393;48;"0";0
"137";2009;2613909;"Sertão do Pajeú";"Serra Talhada";"Sertão do Alto Pajeú";26021927;"ESCOLA IRNERO IGNACIO-ENSINO FUNDAMENTAL E MÉDIO";"REGULAR";"0,83";"4,31";"4,35";"4,33";"3,58";NA;"59,6";"Urbana";1;1;1;816;0;433;383;56;"0";0
"138";2008;2614402;"Sertão do Pajeú";"Solidão";"Sertão do Alto Pajeú";26022850;"ESC N S DE LOURDES ENS FUNDAMENTAL E MEDIO";"REGULAR";"0,81";"4,26";"4,56";"4,41";"3,56";NA;"40,4";"Urbana";1;1;0;428;0;258;170;54;"0";0
"139";2009;2614402;"Sertão do Pajeú";"Solidão";"Sertão do Alto Pajeú";26022850;"ESC N S DE LOURDES ENS FUNDAMENTAL E MEDIO";"REGULAR";"0,83";"4,35";"4,71";"4,53";"3,75";NA;"54,2";"Urbana";1;1;0;431;0;266;165;58;"0";0
"140";2008;2614600;"Sertão do Pajeú";"Tabira";"Sertão do Alto Pajeú";26023245;"ESCOLA ARNALDO ALVES CAVALCANTI ENSINO FUNDAMENTAL E MÉDIO";"REGULAR";"0,69";"3,93";"3,92";"3,92";"2,71";NA;"35,2";"Urbana";1;1;1;1295;0;764;531;21;"0";0
"141";2009;2614600;"Sertão do Pajeú";"Tabira";"Sertão do Alto Pajeú";26023245;"ESCOLA ARNALDO ALVES CAVALCANTI ENSINO FUNDAMENTAL E MÉDIO";"REGULAR";"0,71";"4,01";"3,76";"3,88";"2,77";NA;"41,5";"Urbana";1;1;1;1228;0;746;482;45;"0";0
"142";2008;2614600;"Sertão do Pajeú";"Tabira";"Sertão do Alto Pajeú";26023334;"ESCOLA PEDRO PIRES FERREIRA";"REGULAR";"0,87";"4,46";"4,63";"4,54";"3,97";NA;"14,3";"Urbana";1;1;1;448;0;240;208;23;"0";0
"143";2009;2614600;"Sertão do Pajeú";"Tabira";"Sertão do Alto Pajeú";26023334;"ESCOLA PEDRO PIRES FERREIRA";"REGULAR";"0,87";"4,28";"4,43";"4,35";"3,77";NA;"41,5";"Urbana";1;1;1;552;0;270;282;30;"0";0
"144";2008;2615706;"Sertão do Pajeú";"Triunfo";"Sertão do Alto Pajeú";26024047;"ESCOLA MONSENHOR LUIZ SAMPAIO";"REGULAR";"0,99";"4,49";"4,3";"4,4";"4,33";NA;"31,5";"Urbana";1;1;1;644;0;319;325;17;"0";0
"145";2009;2615706;"Sertão do Pajeú";"Triunfo";"Sertão do Alto Pajeú";26024047;"ESCOLA MONSENHOR LUIZ SAMPAIO";"REGULAR";"0,92";"4,19";"4,37";"4,28";"3,93";NA;"24,2";"Urbana";1;1;0;988;12;493;495;38;"0,0121457489878543";0
"146";2008;2615904;"Sertão do Pajeú";"Tuparetama";"Sertão do Alto Pajeú";26024551;"ESCOLA CONEGO OLIMPIO TORRES";"REGULAR";"0,81";"4,34";"4,08";"4,21";"3,43";NA;"56,9";"Urbana";1;1;1;417;2;247;170;21;"0,00479616306954436";0
"147";2009;2615904;"Sertão do Pajeú";"Tuparetama";"Sertão do Alto Pajeú";26024551;"ESCOLA CONEGO OLIMPIO TORRES";"REGULAR";"0,77";"4,02";"4,53";"4,28";"3,29";NA;"62,9";"Urbana";1;1;1;379;1;226;153;21;"0,00263852242744063";0
"148";2008;2615904;"Sertão do Pajeú";"Tuparetama";"Sertão do Alto Pajeú";26024578;"ESCOLA ERNESTO DE SOUZA LEITE";"REGULAR";"0,79";"4,13";"5,07";"4,6";"3,63";NA;"28";"Urbana";1;1;1;698;0;354;344;85;"0";0
"149";2009;2615904;"Sertão do Pajeú";"Tuparetama";"Sertão do Alto Pajeú";26024578;"ESCOLA ERNESTO DE SOUZA LEITE";"REGULAR";"0,75";"4,25";"4,57";"4,41";"3,33";NA;"43,6";"Urbana";1;1;1;680;2;346;334;149;"0,00294117647058824";0
"150";2008;2601201;"Sertão do Moxotó";"Arcoverde";"Sertão do Moxotó-Ipanema";26024721;"ESCOLA ANTONIO JAPIASSU";"REGULAR";"0,4";"3,33";"3,42";"3,38";"1,36";NA;"22,3";"Urbana";1;1;1;1300;25;668;632;84;"0,0192307692307692";0
"151";2009;2601201;"Sertão do Moxotó";"Arcoverde";"Sertão do Moxotó-Ipanema";26024721;"ESCOLA ANTONIO JAPIASSU";"REGULAR";"0,97";"2,86";"3,08";"2,97";"2,88";NA;"60";"Urbana";1;1;1;1011;0;501;510;58;"0";0
"152";2008;2601201;"Sertão do Moxotó";"Arcoverde";"Sertão do Moxotó-Ipanema";26024730;"ESCOLA CARLOS RIOS";"REGULAR";"0,73";"3,49";"3,79";"3,64";"2,64";NA;"41,6";"Urbana";1;1;0;2027;0;1195;832;168;"0";0
"153";2009;2601201;"Sertão do Moxotó";"Arcoverde";"Sertão do Moxotó-Ipanema";26024730;"ESCOLA CARLOS RIOS";"REGULAR";"0,74";"3,63";"3,74";"3,69";"2,72";NA;"63,4";"Urbana";1;1;0;1971;0;1131;840;250;"0";0
"154";2008;2601201;"Sertão do Moxotó";"Arcoverde";"Sertão do Moxotó-Ipanema";26024756;"ESCOLA INDUSTRIAL DE ARCOVERDE";"REGULAR";"0,68";"3,97";"4,14";"4,06";"2,76";NA;"43,6";"Urbana";0;1;1;1061;0;499;562;12;"0";0
"155";2009;2601201;"Sertão do Moxotó";"Arcoverde";"Sertão do Moxotó-Ipanema";26024756;"ESCOLA INDUSTRIAL DE ARCOVERDE";"REGULAR";"0,65";"3,52";"3,83";"3,67";"2,39";NA;"71,4";"Urbana";0;1;1;1067;0;501;566;21;"0";0
"156";2008;2601201;"Sertão do Moxotó";"Arcoverde";"Sertão do Moxotó-Ipanema";26024764;"ESCOLA JORNALISTA EDSON REGIS";"REGULAR";"0,65";"4,28";"4,14";"4,21";"2,74";NA;"76,5";"Urbana";1;1;1;842;0;423;419;21;"0";0
"157";2009;2601201;"Sertão do Moxotó";"Arcoverde";"Sertão do Moxotó-Ipanema";26024764;"ESCOLA JORNALISTA EDSON REGIS";"REGULAR";"0,84";"3,1";"2,92";"3,01";"2,52";NA;"40";"Urbana";1;1;1;914;0;461;453;30;"0";0
"158";2008;2601201;"Sertão do Moxotó";"Arcoverde";"Sertão do Moxotó-Ipanema";26024780;"ESCOLA LIONS ANTONIO MORENO";"REGULAR";"0,61";"3,17";"3,82";"3,49";"2,13";NA;"16,7";"Urbana";1;1;1;475;0;260;215;4;"0";0
"159";2009;2601201;"Sertão do Moxotó";"Arcoverde";"Sertão do Moxotó-Ipanema";26024780;"ESCOLA LIONS ANTONIO MORENO";"REGULAR";"0,72";"3,5";"3,81";"3,65";"2,64";NA;"37,5";"Urbana";1;1;1;543;0;300;243;15;"0";0
"160";2008;2601201;"Sertão do Moxotó";"Arcoverde";"Sertão do Moxotó-Ipanema";26024802;"ESCOLA MONSENHOR JOSE KEHRLE";"REGULAR";"0,95";"4,06";"4,18";"4,12";"3,9";NA;"25,3";"Urbana";1;1;1;1634;0;877;757;82;"0";0
"161";2009;2601201;"Sertão do Moxotó";"Arcoverde";"Sertão do Moxotó-Ipanema";26024802;"ESCOLA MONSENHOR JOSE KEHRLE";"REGULAR";"0,87";"3,54";"3,65";"3,59";"3,12";NA;"49,1";"Urbana";1;1;1;1637;0;851;786;92;"0";0
"162";2008;2601201;"Sertão do Moxotó";"Arcoverde";"Sertão do Moxotó-Ipanema";26025175;"ESCOLA NOE NUNES FERRAZ";"REGULAR";"0,82";"3,03";"3,37";"3,2";"2,61";NA;"81,8";"Urbana";1;1;1;453;0;232;221;53;"0";0
"163";2008;2601805;"Sertão do Moxotó";"Betânia";"Sertão do Moxotó-Ipanema";26025876;"ESCOLA OSMAR DE SOUZA FERRAZ";"REGULAR";"0,84";"3,91";"3,56";"3,73";"3,13";NA;"26,3";"Urbana";1;1;1;490;0;303;187;3;"0";0
"164";2009;2601805;"Sertão do Moxotó";"Betânia";"Sertão do Moxotó-Ipanema";26025876;"ESCOLA OSMAR DE SOUZA FERRAZ";"REGULAR";"0,88";"3,71";"3,5";"3,61";"3,17";NA;"36,4";"Urbana";1;1;0;480;0;289;191;4;"0";0
"165";2008;2605103;"Sertão do Moxotó";"Custódia";"Sertão do Moxotó-Ipanema";26025981;"ESCOLA GENERAL JOAQUIM INACIO";"REGULAR";"0,82";"3,27";"3,9";"3,59";"2,94";NA;"34";"Urbana";1;1;1;1922;11;1105;817;44;"0,00572320499479709";0
"166";2009;2605103;"Sertão do Moxotó";"Custódia";"Sertão do Moxotó-Ipanema";26025981;"ESCOLA GENERAL JOAQUIM INACIO";"REGULAR";"0,87";"3,75";"3,87";"3,81";"3,31";NA;"30";"Urbana";1;1;1;1679;18;1040;639;72;"0,0107206670637284";0
"167";2008;2605103;"Sertão do Moxotó";"Custódia";"Sertão do Moxotó-Ipanema";26026627;"ESCOLA JOSE PEREIRA BURGOS";"REGULAR";"0,73";"3,36";"3,79";"3,57";"2,6";NA;"19,8";"Urbana";1;1;1;1293;6;811;482;227;"0,00464037122969838";1
"168";2009;2605103;"Sertão do Moxotó";"Custódia";"Sertão do Moxotó-Ipanema";26026627;"ESCOLA JOSE PEREIRA BURGOS";"SEMI_INTEGRAL";"0,82";"3,81";"3,85";"3,83";"3,12";NA;"52,2";"Urbana";1;1;1;846;17;519;327;143;"0,0200945626477541";1
"169";2008;2606606;"Sertão do Moxotó";"Ibimirim";"Sertão do Moxotó-Ipanema";26026902;"ESCOLA APOLONIO ALVES DA SILVA";"REGULAR";"0,7";"2,93";"3,13";"3,03";"2,11";NA;"27,6";"Rural";1;1;0;434;0;209;225;24;"0";0
"170";2009;2606606;"Sertão do Moxotó";"Ibimirim";"Sertão do Moxotó-Ipanema";26026902;"ESCOLA APOLONIO ALVES DA SILVA";"REGULAR";"1";"4,4";"3,45";"3,92";"3,92";NA;"20";"Rural";1;1;0;410;0;204;206;26;"0";0
"171";2008;2606606;"Sertão do Moxotó";"Ibimirim";"Sertão do Moxotó-Ipanema";26027615;"ESCOLA IRACEMA MOURA DE MORAES VERAS";"REGULAR";"0,87";"3,13";"3,22";"3,18";"2,76";NA;"74";"Urbana";0;1;0;702;0;388;314;9;"0";0
"172";2009;2606606;"Sertão do Moxotó";"Ibimirim";"Sertão do Moxotó-Ipanema";26027615;"ESCOLA IRACEMA MOURA DE MORAES VERAS";"REGULAR";"0,91";"4,04";"4,31";"4,18";"3,81";NA;"50,7";"Urbana";1;1;0;811;0;435;376;19;"0";0
"173";2008;2606606;"Sertão do Moxotó";"Ibimirim";"Sertão do Moxotó-Ipanema";26027828;"PEDRO BEZERRA DE MELO";"REGULAR";"0,9";"3,15";"3,26";"3,21";"2,89";NA;"22,2";"Urbana";1;1;0;1160;0;687;473;10;"0";1
"174";2009;2606606;"Sertão do Moxotó";"Ibimirim";"Sertão do Moxotó-Ipanema";26027828;"PEDRO BEZERRA DE MELO";"SEMI_INTEGRAL";"0,91";"3,45";"3,4";"3,42";"3,11";NA;"19,6";"Urbana";1;1;0;640;0;421;219;12;"0";1
"175";2008;2606606;"Sertão do Moxotó";"Ibimirim";"Sertão do Moxotó-Ipanema";26027836;"ESCOLA DE 1º E 2º GRAUS INOCÊNCIO CORREIA LIMA";"REGULAR";"0,85";"3,05";"3,27";"3,16";"2,7";NA;"24,7";"Urbana";1;1;0;896;0;516;380;16;"0";0
"176";2009;2606606;"Sertão do Moxotó";"Ibimirim";"Sertão do Moxotó-Ipanema";26027836;"ESCOLA DE 1º E 2º GRAUS INOCÊNCIO CORREIA LIMA";"REGULAR";"0,99";"3,99";"3,35";"3,67";"3,61";NA;"24,7";"Urbana";1;1;0;1028;0;621;407;21;"0";0
"177";2008;2607000;"Sertão do Moxotó";"Inajá";"Sertão do Moxotó-Ipanema";26027917;"ESCOLA ANTÔNIO GUILHERME DIAS LIMA";"REGULAR";"0,7";"2,69";"3,12";"2,9";"2,02";NA;"25,2";"Urbana";0;1;0;1132;0;678;454;10;"0";0
"178";2009;2607000;"Sertão do Moxotó";"Inajá";"Sertão do Moxotó-Ipanema";26027917;"ESCOLA ANTÔNIO GUILHERME DIAS LIMA";"REGULAR";"0,74";"3,24";"3,46";"3,35";"2,49";NA;"33,9";"Urbana";1;1;0;1184;0;698;486;28;"0";0
"179";2008;2609154;"Sertão do Moxotó";"Manari";"Sertão do Moxotó-Ipanema";26029243;"ESCOLA CEL MANOEL DE SOUZA NETO";"REGULAR";"0,85";"2,74";"2,95";"2,85";"2,43";NA;"55,7";"Urbana";1;1;1;1132;0;568;564;132;"0";0
