ANO;ID;tipo;nota;TDI_EM;TDI_01;TDI_02;TDI_03;MHA_EM;MHA_01;MHA_02;MHA_03
2019;26106388;EREM;483,9021978;10,9;12,2;11;8,7;9,5;9,5;9,5;9,5
2019;26106728;Regular;453,4505952;52,8;63,4;53,5;39,3;4,5;5;4,3;4,2
2019;26106957;EREM;475,2018382;18,4;21,6;18,3;15,4;9,5;9,5;9,5;9,5
2019;26107562;Regular;457,3675676;28,6;39,3;26,1;10,2;4,9;5,3;4,5;4,5
2019;26107570;EREM;474,3995283;23,9;24,6;26,2;21,7;7;7;7;7
2019;26107597;Regular;462,3920732;36,7;39,9;35,5;35,1;4,4;4,5;4,5;4,3
2019;26107600;Regular;479,7765;25,5;37,8;17,4;14,6;4,4;4,5;4,5;4,5
2019;26107651;Regular;464,7966346;31,5;36,9;28,4;28,9;4,3;4,3;4,3;4,2
2019;26107678;Regular;503,4426471;13,5;16,7;13,5;10,1;4,3;4,3;4,4;4,3
2019;26107937;EREM;483,9903226;16,3;17,3;12,9;19,4;9,5;9,5;9,5;9,5
2019;26107945;EREM;484,3604167;7,2;6,8;5,5;10;9,5;9,5;9,5;9,5
2019;26107961;Regular;434,777907;46,1;47,9;42,5;47,6;4,2;4,3;4,2;4,1
2019;26108038;EREM;495,145045;8,9;10,2;9;7,2;9,5;9,5;9,5;9,5
2019;26108801;EREM;470,3266304;19,7;28,7;14,7;11,8;6,6;9,5;4,5;4,5
2019;26108925;Regular;451,1338235;33,3;55,4;26,6;2,8;4,5;4,5;4,5;4,5
2019;26108984;EREM;456,5402174;15,3;21,7;10,2;9,2;9,5;9,5;9,5;9,5
2019;26109042;EREM;469,1152273;11,2;16,2;6,8;8,6;8;9,5;9,5;9,5
2019;26109115;Regular;460,0424658;30,7;42,6;25,6;16,9;4,4;4,3;4,5;4,5
2019;26109360;Regular;462,1388889;30,8;39,3;28,5;17,3;4,8;5,3;4,4;4,5
2019;26109441;EREM;474,0628049;13,6;14,7;18,3;5,9;9,5;9,5;9,5;9,5
2019;26109468;EREM;470,2472222;13,9;13,7;18,4;7,7;9,5;9,5;9,5;9,5
2019;26109506;Regular;454,7173611;26,5;36,9;16,7;13,8;5,1;5,3;5,3;4,5
2019;26110091;Privada;565,6005952;5,9;9,1;6,5;3,3;4,9;4,8;4,9;4,8
2019;26110130;Privada;532,415625;15,4;16,3;17,7;11,8;5,6;5,8;5,5;5,3
2019;26110229;Regular;470,8785088;37,6;52;40,2;18,2;4,5;4,5;4,5;4,5
2019;26110237;Regular;460,0445455;39,4;51,7;39,5;23,6;4,5;4,9;4,3;4,3
2019;26110245;EREM;481,2829167;14,9;16,7;13,1;15,1;8,7;9,5;9,5;9,5
2019;26110270;EREM;491,6770548;12,7;17,9;11,1;6,4;8,7;9,5;9,5;9,5
2019;26110598;Privada;524,7864865;11,2;16,4;9,4;7,5;5;5;4,9;5,1
2019;26110849;Regular;448,4344697;32,7;37,6;33,3;24,3;4,6;5,1;4,3;4,2
2019;26110857;Regular;470,3584;43,6;50;43,5;37,3;4,5;5,1;4,2;4,1
2019;26110881;EREM;497,5870253;4;5,9;4,4;1,1;9,5;9,5;9,5;9,5
2019;26110970;Regular;476,3631944;32,9;42,3;29;23,3;4,4;4,5;4,5;4,5
2019;26110997;EREM;484,2775316;18,1;24,5;19,2;7,6;9,5;9,5;9,5;9,5
2019;26111012;EREM;492,1921687;8,3;6,2;9,1;9,8;9;9,5;8,1;9,5
2019;26111071;Regular;470,7572115;28,5;40,7;20;19,5;4,4;5;4,3;4,2
2019;26111195;Regular;477,6428571;27,4;32,7;28,6;16,2;5,1;5,3;5,3;4,5
2019;26111209;EREM;467,2166667;21,5;23,9;17,7;22,1;9,5;9,5;9,5;9,5
2019;26111225;EREM;474,2570122;11,3;16,5;9,4;6,6;9,5;9,5;9,5;9,5
2019;26111241;EREM;467,3307692;33,6;40,2;33,6;26,8;6,2;9,5;4,5;4,5
2019;26111268;Regular;463,0076613;47,7;53,3;44,5;45,1;4,3;4,9;4,3;4,1
2019;26111314;EREM;473,4361111;16,7;12,6;8,3;22,4;7;9,5;9,5;4,5
2019;26111349;Regular;447,4923611;38,6;37,8;43,9;32,5;4,3;4,5;4,2;4,1
2019;26111357;Regular;471,0907767;29,9;38,4;28;22,6;5;5,3;5,3;4,3
2019;26111403;EREM;469,8806604;23,5;24,7;24,6;20,6;9,5;9,5;9,5;9,5
2019;26111411;Regular;445,1638889;44,9;50,8;40,9;40,3;4,2;4,3;4,2;4
2019;26111853;Regular;477,5121212;32,2;45,3;28,7;14,6;4,6;5,1;4,3;4,3
2019;26111870;EREM;464,3817568;16,6;20,9;20,2;7,1;9,5;9,5;9,5;9,5
2019;26111926;EREM;454,5798611;6,8;6,9;1,8;11,2;7,6;9,5;9,5;4,5
2019;26112108;EREM;471,74375;11,6;11,2;11,3;12,4;9,5;9,5;9,5;9,5
2019;26112701;EREM;482,0590164;17,6;23,3;16,4;10;9,2;10;10;10
2019;26113210;Regular;456,0761905;36;40,9;33,6;31,3;4,7;5,3;4,5;4,5
2019;26113236;Regular;461,5268868;42,2;44,7;42,7;37,3;4,7;5,3;4,5;4,5
2019;26113392;EREM;475,6827778;20,9;24,3;19,4;18,8;9,5;9,5;9,5;9,5
2019;26113538;EREM;452,7392308;26,2;19,7;23,8;33,8;6,7;9,5;9,5;4,5
2019;26113783;EREM;448,4611111;15,1;12,1;17,6;16,1;6,8;6,8;6,8;6,8
2019;26113805;EREM;488,9618902;25,7;27,1;27,3;23,2;6,1;7;7;4,5
2019;26113856;EREM;450,3220588;24,6;27,6;27,8;15,9;6,8;9,5;4,5;4,5
2019;26113929;Regular;451,472619;55,2;58,4;59,2;43,7;4,4;4,8;4,1;4,1
2019;26113953;EREM;493,2596939;22,4;25,9;24,6;9,9;7;7;7;7
2019;26114496;EREM;458,3460938;23,5;25;27,9;13,6;9,5;9,5;9,5;9,5
2019;26114607;Regular;452,2684524;28,9;33,8;28,8;22,2;4,4;5,3;4,5;4,5
2019;26114720;EREM;496,8794355;12,8;17,9;11;6,9;9,5;9,5;9,5;9,5
2019;26114860;Regular;460,6595588;40,8;47,8;43,4;24,6;5,1;5,3;5,3;4,5
2019;26115441;Privada;572,1745902;4,3;6,3;3,7;1,3;4,8;4,8;4,8;4,8
2019;26115883;EREM;492,8711165;11,7;11,7;12,5;10,6;7;7;7;7
2019;26115913;EREM;461,0151235;25,6;40,7;22,5;4,6;6,1;8,2;4,3;4,5
2019;26115999;EREM;486,6143939;18,6;22,5;18,9;12,8;9,5;9,5;9,5;9,5
2019;26116014;EREM;461,0259434;24,9;30,1;28,6;10,7;9,5;9,5;9,5;9,5
2019;26116308;Regular;458,9459016;25,8;25,4;27,8;24,8;5,1;5,3;5,3;4,5
2019;26116316;EREM;480,3623377;13,2;20;13,3;3,1;9,5;9,5;9,5;9,5
2019;26116324;EREM;493,9583916;13,9;19,6;14,8;6,3;9,5;9,5;9,5;9,5
2019;26116359;Regular;478,1413265;38,3;48,8;36,8;25;4,4;4,9;4,1;4,1
2019;26116367;Regular;472,7021429;25;34,2;23,2;15,1;4,6;5,3;4,5;4,5
2019;26116383;Regular;466,10625;27,3;39;23,2;11,4;4,8;5,5;4,5;4,5
2019;26116413;EREM;461,4602679;12,5;9,9;21,2;6,8;6;9,5;4,5;4,5
2019;26117045;EREM;472,8377072;27,1;35,2;27,9;20,6;5,2;7;4,5;4,5
2019;26117258;Regular;460,18;30,1;42,3;27,9;20,1;4,6;4,9;4,9;4,2
2019;26117290;EREM;499,481875;12,2;12,8;16,4;7,8;9,5;9,5;9,5;9,5
2019;26117991;Privada;608,4789216;3,3;5,8;1;1,9;5,5;5,5;5,5;5,5
2019;26118262;Privada;581,8119565;4;4,3;6,9;0,8;5,3;5,3;5,3;5,3
2019;26118742;EREM;488,3416107;12,4;14,9;9,5;12,3;9,5;9,5;9,5;9,5
2019;26119730;Regular;647,1875;6;2,3;5,3;11,4;4,8;4,8;4,8;4,8
2019;26120100;Regular;467,2271739;35,1;38;37,1;30,9;4,4;5,3;4,3;4,3
2019;26120968;Privada;556,9976744;8,4;5;10,6;10,6;7,7;7,7;7,7;7,7
2019;26120992;Regular;512,6775;14,1;18,5;14,1;9,6;5,1;5,3;5,3;4,5
2019;26121247;EREM;456,4079365;26,1;31,8;28,3;14,9;9,5;9,5;9,5;9,5
2019;26121310;Regular;490,2621429;23,5;29,6;20,5;17,1;5,1;5,3;5,3;4,5
2019;26121344;Regular;464,8252315;29,7;33,3;27,8;28,1;5,1;5,3;5,3;4,5
2019;26121379;Privada;559,3828571;7,6;11,9;4,8;5,4;5,4;5,4;5,3;5,4
2019;26121654;EREM;519,8037129;14,6;17,3;15,1;10,4;9,5;9,5;9,5;9,5
2019;26121670;EREM;456,0034483;17;22,6;16,9;14,1;5;9,5;4,5;4,7
2019;26121751;EREM;487,5287879;11,1;12,7;8;12,8;9,5;9,5;9,5;9,5
2019;26121816;ETE;534,6215909;9,9;11,8;7,2;10,6;9,5;9,5;9,5;9,5
2019;26121859;EREM;479,5040541;34,2;40,4;38,9;17,2;9,5;9,5;9,5;9,5
2019;26121921;EREM;490,4933784;18,6;17,6;22,3;15,7;9,5;9,6;9,5;9,5
2019;26121948;Regular;477,7190972;36,5;38,9;32,1;30,4;5,1;5,3;5,3;4,5
2019;26122081;Privada;629,6688119;3,9;7,4;2,6;2,3;6,1;6,1;6,1;6,1
2019;26122090;Privada;582,5144737;8,7;10,3;7,2;8,1;5,9;5,9;5,9;5,9
2019;26122120;Regular;550,371875;10,4;10,3;12,5;8,3;4,8;4,8;4,8;4,8
2019;26122162;Privada;615,9353022;3,4;2,7;2;5,3;5,6;5,3;5,3;6
2019;26122227;Regular;470,9160194;35,3;44;28;35,2;5;5,3;5,3;4,3
2019;26122278;EREM;480,387037;20,5;21,3;25,3;16;5,5;9,5;4,5;4,5
2019;26122510;EREM;459,1050725;23,3;24,1;24,4;20,7;9,5;9,5;9,5;9,5
2019;26122677;EREM;506,3970779;10,5;13,5;7,1;9,4;9,5;9,5;9,5;9,5
2019;26122685;ETE;545,5955426;10,1;11;9,1;10;9,5;9,5;9,5;9,5
2019;26122839;EREM;464,1996875;13,3;16,7;10,2;12,9;9,5;9,5;9,5;9,5
2019;26122847;EREM;466,1528481;17,3;22,1;18,4;7,3;9,5;9,5;9,5;9,5
2019;26122960;EREM;460,3486667;23,6;35,7;26,2;6,3;6,1;9,5;9,5;4,5
2019;26123258;EREM;478,2519841;23,1;29,3;14,6;25;9,5;9,5;9,5;9,5
2019;26123282;EREM;479,9201389;16,6;22;13,5;13,7;9,5;9,5;9,5;9,5
2019;26123479;EREM;481,9911058;20,9;24;21,6;18,1;5,6;6,5;6,7;4,3
2019;26123517;Regular;465,8768349;35,9;44,7;31,7;29,4;4,7;5,3;5,1;4,5
2019;26123576;Regular;479,6464623;15,2;21,4;17,7;7,1;5;5,3;5,3;4,5
2019;26123592;EREM;496,0329832;13,2;19,8;8,6;9;9,5;9,5;9,5;9,5
2019;26123703;EREM;476,0125;20,7;30,7;21,3;9,1;9,5;9,5;9,5;9,5
2019;26123819;EREM;480,5597902;16,5;21,7;14,1;11;9,5;9,5;9,5;9,5
2019;26124190;EREM;506,1038922;8,4;11,5;5;7,9;9,5;9,5;9,5;9,5
2019;26124220;Privada;627,483432;2,1;3,1;2,1;1;4,6;4,6;4,6;4,5
2019;26124297;Federal;684,5519231;1,1;1,7;0;1,7;5,3;5,3;5,3;5,3
2019;26124432;EREM;469,0684659;26,9;33,5;25,7;16;9,5;9,5;9,5;9,5
2019;26124440;EREM;470,2405;36;41;37,1;28,5;5,3;7;5,3;4,5
2019;26124580;Regular;463,3452055;39,2;46,6;40,9;26,9;4,7;5,3;4,5;4,5
2019;26124602;EREM;492,2143805;10,5;13,6;11,2;6,8;9,5;9,5;9,5;9,5
2019;26124645;Regular;450,681875;35,6;31,1;36,2;38,1;4,2;5,3;4,5;4,1
2019;26124653;EREM;474,15625;17,1;18,7;21,1;10;7,9;9,5;9,5;9,5
2019;26124670;Regular;468,8806604;32,6;40,5;28,4;28,2;4,5;5,3;4,5;4,4
2019;26124696;EREM;468,9125;16,9;19,1;15,5;15,8;9,5;9,5;9,5;9,5
2019;26124785;EREM;470,7015625;31,6;42,9;25,9;10,6;9,5;9,5;9,5;9,5
2019;26125048;EREM;477,2856522;12,5;19,5;10,8;4,6;9,5;9,5;9,5;9,5
2019;26125250;EREM;495,6460648;14,7;17,4;12,9;11,4;9;9,5;9,5;9,5
2019;26125358;Regular;440,1029412;32,7;40,4;30,5;22,4;4,1;5,3;4,5;4,5
2019;26125641;EREM;482,4454545;27,7;36,4;23,3;13,6;9,5;9,5;9,5;9,5
2019;26125668;Privada;580,8138158;10,8;4,4;15,6;10,3;5,7;5,7;5,7;5,7
2019;26125757;EREM;501,9922794;16,7;21,1;6,3;21,4;8,7;9,5;9,5;9,5
2019;26125781;EREM;497,7645062;18,5;29,3;13,2;9,1;9,5;9,5;9,5;9,5
2019;26125978;EREM;461,6457071;23,2;31;19,2;17,4;7,4;9,5;9,5;9,5
2019;26126010;Regular;451,7213636;41,8;44,4;47,4;32,7;4,5;4,5;4,5;4,5
2019;26126044;EREM;469,809375;19,8;30;18,9;9,6;6,7;9,5;9,5;9,5
2019;26126079;EREM;510,0324627;9,9;13,1;4,6;9,3;8,8;9,5;7;9,5
2019;26126109;EREM;480,2409639;15,7;16,3;19,2;9,6;8,3;9,5;9,5;9,5
2019;26126125;Regular;476,3023885;34;41,1;33,6;25,5;4,5;5,3;4,5;4,5
2019;26126133;EREM;496,4179389;21,7;27,5;22,5;12,8;9,5;9,5;9,5;9,5
2019;26126141;Regular;449,2391667;29,8;32,1;29;27,3;4,5;4,5;4,5;4,5
2019;26126150;Regular;469,0629032;19,7;31;17,1;15,5;4,5;4,5;4,5;4,5
2019;26126290;Regular;436,7351563;43,6;53;44,3;31,8;4,5;4,5;4,5;4,5
2019;26126605;Regular;457,0867188;42,7;48,8;46,6;23;4,5;4,5;4,5;4,5
2019;26126613;EREM;460,9433333;24,5;31,2;21,9;18,4;6,3;9,5;5,3;4,5
2019;26126621;Regular;466,3343137;45,2;44,9;47,2;43,4;4,2;4,3;4,2;4,1
2019;26127300;EREM;476,3541667;14,8;16,6;12,6;15,6;9,5;9,5;9,5;9,5
2019;26127334;EREM;481,4954918;16,9;18,5;16,1;15,2;9,5;9,6;9,5;9,5
2019;26127415;EREM;513,5759091;22,3;29,6;13,4;19,7;9,5;9,5;9,5;9,5
2019;26127431;Regular;456,9134868;41;44,9;43,5;33,7;4,7;5,3;5,3;4,2
2019;26127474;Regular;452,3807692;44,4;44;44,5;44,7;4,2;5,3;4,5;4,1
2019;26127512;Regular;465,7047414;38,1;43,5;42,9;25,5;4,4;5,3;4,5;4,5
2019;26127563;Federal;607,2069733;41,7;43,7;43,8;38,5;4,8;4,8;4,8;4,8
2019;26127571;Regular;473,81875;31,8;48,6;26;24;4,7;5,3;4,5;4,5
2019;26127695;Regular;466,975;36,2;32,3;27,6;44;4,4;5,3;4,5;4
2019;26127741;EREM;469,596875;20,5;31;18;7,7;9,5;9,5;9,5;9,5
2019;26128101;EREM;503,7093407;11;16;11;4,9;9,5;9,5;9,5;9,5
2019;26128179;Regular;441,8553922;32,4;32,6;39;18,9;5;5;4,8;5,3
2019;26128403;EREM;472,4454545;22,4;28,5;19,3;16,3;9,5;9,5;9,5;9,5
2019;26128420;Regular;460,7695736;34,4;43,1;33,7;26,9;4,3;4,4;4,4;4,3
2019;26128497;EREM;483,8757463;15,3;19,7;13,5;9,9;7,6;9,5;9,5;9,5
2019;26128594;Regular;469,4683333;40,3;49,3;38,3;30,8;4,4;4,5;4,5;4,5
2019;26128721;EREM;481,6163043;15,2;19,6;12,5;12,7;8,4;9,5;9,5;9,5
2019;26129027;Federal;512,2242537;7,1;6,6;4,8;10,2;6;4,3;4,3;4,3
2019;26129086;EREM;477,8130952;19,5;27,4;16,5;9;9,5;9,5;9,5;9,5
2019;26129094;EREM;476,2513158;16,9;16,5;21,5;11,3;9,5;9,5;9,5;9,5
2019;26129124;Regular;455,8489362;43,2;53,1;40,7;28,8;4,5;4,5;4,5;4,4
2019;26129388;EREM;458,4968182;29,8;37,4;29,3;17,4;9,5;9,5;9,5;9,5
2019;26129566;Regular;443,5976667;27,2;44,6;28,4;10,8;4,5;4,5;4,5;4,5
2019;26129817;EREM;471,1955556;24;19,3;29,6;21,6;6,2;9,5;5,1;4,3
2019;26129868;ETE;534,6051181;9,2;9,7;9,9;7,7;9,5;9,5;9,5;9,5
2019;26129922;EREM;451,7552419;16,2;9;19;17,1;5,6;9,5;4,5;4,5
2019;26130114;EREM;489,4671233;17;20,1;17,3;11,5;9,5;9,5;9,5;9,5
2019;26130149;Regular;462,9349265;43;45,3;46,6;33,9;4,3;4,4;4,2;4,3
2019;26130203;EREM;457,6605263;20,9;24,6;19,6;13,1;9,5;9,5;9,5;9,5
2019;26130319;Regular;455,3570513;29,5;37,6;29,4;12;4,5;4,5;4,5;4,5
2019;26130386;Regular;447,6331731;41,1;50,5;43,4;22;4,2;4,3;4,3;4,2
2019;26130947;Regular;447,6076271;40,1;47,9;41,1;27,4;4,5;4,5;4,5;4,5
2019;26131528;EREM;451,3506944;25,3;27,8;29;13,2;9,6;9,5;9,7;9,5
2019;26131668;Regular;473,7920635;33,2;40,4;36,2;22,4;4,4;4,5;4,3;4,4
2019;26131684;EREM;476,6853261;11,9;14,4;11,1;7,1;9,5;9,5;9,5;9,5
2019;26132230;Regular;582,3611111;2,8;0;5,5;2,7;4,5;4,5;4,5;4,5
2019;26132735;EREM;505,0885714;10,2;11,1;11,8;7,3;9,5;9,5;9,5;9,5
2019;26133920;EREM;460,8175676;29,4;29,4;26,8;32,5;8,8;10;10;8,5
2019;26133949;EREM;506,2852564;8,3;9,3;9,3;5,9;9,7;9,7;9,8;9,5
2019;26134085;EREM;519,6018987;8,8;11,5;8,2;4,8;9,5;9,5;9,5;9,5
2019;26134213;ETE;467,3234375;28,1;26,5;20,2;29;9;9,5;9,7;9,8
2019;26134332;Privada;541,218;6;4,9;10,3;4,2;4,8;4,8;4,8;4,8
2019;26135490;Privada;596,0151515;3,4;5,5;2,7;2;5,7;5,5;5,5;6
2019;26135555;EREM;455,6453125;15,7;12,9;27;7,8;5,8;9,5;4,5;4,5
2019;26136455;EREM;493,5497283;18,2;21,8;13,4;18,9;9,5;9,5;9,5;9,5
2019;26136460;EREM;507,3791878;9,3;13,1;8,2;6,4;9,5;9,5;9,5;9,5
2019;26136489;EREM;485,3185185;12,9;16,1;11,4;8,5;8,6;9,5;9,5;9,5
2019;26137631;Privada;633,4497899;2,5;3,4;1,3;2,9;5,5;5,5;5,5;5,5
2019;26137968;Privada;547,6196429;7,6;12,3;6,8;3,6;5,5;5,3;5,3;6
2019;26138328;Federal;572,8076923;27,2;27,1;34,1;18,9;4,8;4,8;4,8;4,8
2019;26138875;Regular;613,9228571;8,4;7;8;10,8;5,1;5,1;5,1;5,1
2019;26139618;Federal;618,355;12,1;12,5;13,2;10,3;5,2;5,3;5,2;5,2
2019;26142716;Privada;575,2011194;3,2;6,2;1,8;1,5;5,3;5,3;5,3;5,3
2019;26142759;Privada;558,7614865;3,3;1,6;2,9;5,8;4,8;4,8;4,8;4,8
2019;26145677;EREM;464,3798387;25,5;27,9;28,8;17,5;9,5;9,5;9,5;9,5
2019;26148447;Regular;487,8046053;35,7;39,5;33,3;32,9;4,1;4,1;4,2;3,9
2019;26151987;Privada;534,4958824;6,6;7,1;5,2;7,5;5,3;5,3;5,3;5,3
2019;26152630;Privada;618,1755814;6,8;11,1;2,6;6,8;5,5;5,5;5,5;5,5
2019;26152886;Federal;575,6252049;17,3;17,4;19,3;20,6;4,8;4,8;4,8;4,8
2019;26153742;Regular;465,9932258;25,6;41,1;17,8;8,5;4,5;4,5;4,5;4,5
2019;26154803;EREM;459,1403571;23,7;25,2;25,4;20,4;9,5;9,5;9,5;9,5
2019;26155559;EREM;480,1708791;16,3;28,6;11,9;4,4;9,5;9,5;9,5;9,5
2019;26156202;Privada;600,2731013;7,5;9,2;10,2;2,2;6,3;6,3;6,3;6,3
2019;26156407;Privada;613,2030864;0,3;0,9;0;0;5,3;5,3;5,3;5,3
2019;26160307;Privada;592,4525391;5,4;8,6;3,4;4,3;5,5;5,5;5,5;5,5
2019;26163039;Privada;634,8395833;1,8;2,5;1,1;1,5;5,9;5,6;6,1;6
2019;26165112;Regular;445,4402778;46,2;34,9;39,3;23,5;4,3;4,5;4,5;4,5
2019;26167115;Privada;564,7106481;8,2;7,4;11,4;5,5;4,8;4,8;4,8;4,8
2019;26167158;Regular;453,3017241;42,9;51,2;43;32,7;4,2;4,2;4,3;4,1
2019;26168154;Privada;552,6596154;4,7;2;7,6;4,6;4,9;4,9;4,9;4,8
2019;26168243;Privada;521,2828125;9;9,1;11,4;7;4,7;4,7;4,7;4,7
2019;26168820;Privada;548,6237903;5,3;3,9;6,7;5,4;4,8;4,8;4,8;4,8
2019;26169029;EREM;464,5602941;24,2;21,8;26,1;26,3;8,7;10;10;10
2019;26172712;EREM;533,6994764;7,4;9,4;7;5,3;9,5;9,5;9,5;9,5
2019;26172852;Privada;544,6016129;2,9;4;1,2;4,1;5,3;5,3;5,3;5,3
2019;26172860;Privada;629,486157;1,3;1,5;2,3;0;5,8;5,6;5,6;6,2
2019;26172879;Privada;527,4409091;5,8;8,3;7,4;0;4,8;4,8;4,8;4,8
2019;26173280;Privada;610,2126761;4,3;7;1,4;3,8;5,8;5,8;5,8;5,8
2019;26174464;EREM;489,1284091;21;20,7;29;12;9,2;9,2;9,2;9,2
2019;26175533;ETE;497,5794737;12;9,7;12,3;14,7;9,5;9,5;9,5;9,5
2019;26176211;ETE;522,2850806;7,4;5,8;8,6;8,1;9,5;9,5;9,5;9,5
2019;26176220;ETE;494,8635965;8,1;9,6;1,1;10,9;9,5;9,5;9,5;9,5
2019;26176238;ETE;548,5162109;6,4;8,5;4,7;5,5;9,5;9,5;9,5;9,5
2019;26176246;ETE;506,66625;10,6;13,4;8,8;9,2;9,5;9,5;9,5;9,5
2019;26176254;ETE;527,6617886;8,7;8,7;11,1;6,3;9,5;9,5;9,5;9,5
2019;26176262;ETE;509,2205426;6,6;5,1;6,3;8,6;9,5;9,5;9,5;9,5
2019;26176882;ETE;520,2660959;8;10,5;6,4;6,5;9,5;9,5;9,5;9,5
2019;26177013;EREM;491,432622;14,8;14;18,8;10,6;9,5;9,5;9,5;9,5
2019;26177927;Regular;463,3595745;15,4;13,7;16,5;16,7;4,3;4,3;4,4;4,5
2019;26178028;EREM;476,5719048;10,2;10,4;12;8,6;9,5;9,5;9,5;9,5
2019;26178079;Regular;456,561;37,5;46;35,5;29,3;4,3;4,3;4,3;4,3
2019;26178087;EREM;475,4473881;13,2;15,4;9,9;13,9;9,5;9,5;9,5;9,5
2019;26178095;EREM;512,5182471;9;13,1;8,6;4,8;9,2;9,5;9,5;9,5
2019;26178176;EREM;511,7628165;11,2;12,2;15,4;4,9;9,5;9,5;9,5;9,5
2019;26178192;EREM;525,3258197;8,4;11,3;11,4;2,3;9,5;9,5;9,5;9,5
2019;26178222;EREM;508,4026423;9,4;12,4;10,3;4,1;9,5;9,5;9,5;9,5
2019;26178230;ETE;581,2532313;2,8;1,7;2,4;4,3;9,5;9,5;9,5;9,5
2019;26178435;EREM;495,0638365;12,2;15,3;12,8;7,6;9,5;9,5;9,5;9,5
2019;26178656;EREM;495,1540385;8,9;8,8;7,5;10,8;9,5;9,5;9,5;9,5
2019;26178699;EREM;500,0348529;15,1;15,9;17,1;11,6;9,5;9,5;9,5;9,5
2019;26179199;Privada;556,5878571;3,9;4,1;5,1;2,3;4,5;4,5;4,5;4,5
2019;26179474;EREM;524,2534722;9,2;8,5;8,8;10,9;9,5;9,5;9,5;9,5
2019;26179610;EREM;506,7503876;12,6;15;11,6;11,8;9,5;9,5;9,5;9,5
2019;26179806;EREM;514,2811151;4,8;7,1;3,9;3,4;9,5;9,5;9,5;9,5
2019;26179857;ETE;538,2236364;4,7;6,2;3,8;4,3;9,5;9,5;9,5;9,5
2019;26179873;EREM;507,1287129;20,3;26,7;18,1;15;9,5;9,5;9,5;9,5
2019;26179997;EREM;473,1954545;10;13,5;8,3;7,2;9,5;9,5;9,5;9,5
2019;26180200;Privada;609,2932432;6,7;6,8;6,7;6,7;5,8;5,8;5,8;5,8
2019;26181231;Privada;646,4083333;8,3;10,9;5,3;7,7;5,3;5,3;5,3;5,3
2019;26181266;Privada;570,3044355;9,1;9,6;12,3;6;5;4,9;5;5
2019;26181282;ETE;524,4514599;6,5;4,4;7,9;7,4;9,5;9,5;9,5;9,5
2019;26182106;ETE;484,59375;13,6;9,9;13,6;23;9,5;9,5;9,5;9,5
2019;26183021;ETE;530,9091549;6,7;7,5;5,1;7,8;9,5;9,5;9,5;9,5
2019;26183030;Regular;445,44375;36,4;39,5;39,4;27,9;3,8;4;4;4
2019;26184834;Privada;599,6316176;6,2;6,4;10,7;0;5,4;5,4;5,4;5,4
2019;26185059;Regular;450,0396226;27,2;31,6;19,4;28,1;4,7;5,3;4,5;4,3
2019;26185113;ETE;493,866573;10,8;9,9;16,7;6,4;9,5;9,5;9,5;9,5
2019;26185660;ETE;510,829;7,2;11,4;6,8;2,7;9,5;9,5;9,5;9,5
2019;26185741;ETE;529,1560417;5,3;6,5;6,8;2,6;9,5;9,5;9,5;9,5
2019;26185750;ETE;495,6645;9;6,7;13,4;6,9;9,5;9,5;9,5;9,5
2019;26185768;ETE;491,8623239;5,4;3,4;6,7;6,2;9,5;9,5;9,5;9,5
2019;26185806;ETE;537,0120833;7,1;6,8;8,3;6,3;9,5;9,5;9,5;9,5
2019;26185938;ETE;524,8016667;7,9;9,6;8,2;5,6;9,7;9,5;9,8;10
2019;26185946;ETE;546,0325397;5,7;5,6;7,3;4;9,5;9,5;9,5;9,5
2019;26186004;ETE;491,2796875;10,8;9,6;12,2;11;9,5;9,5;9,5;9,5
2019;26186225;Privada;604,797449;0;0;0;0;5,3;5,3;5,3;5,3
2019;26186241;EREM;469,6716535;14,8;19;15,4;9,5;9,5;9,5;9,5;9,5
2019;26187051;ETE;526,8507692;8,9;7,7;9,7;9,9;9,5;9,5;9,5;9,5
2019;26188031;Privada;596,0647959;4,1;7,1;2,6;1,9;5,7;5,5;5,5;6,3
2019;26323613;Federal;544,7117647;9,2;7,9;11,8;4,6;4,8;4,8;4,8;4,8
2019;26366614;EREM;499,8324324;22,4;26,1;24,7;10,5;9,5;9,5;9,5;9,5
2019;26408643;EREM;536,0142857;5,4;8,3;4,5;3,4;9,5;9,5;9,5;9,5
2019;26525720;ETE;523,5993304;8,6;10,8;8,4;5,6;9,5;9,5;9,5;9,5
2019;26525780;EREM;466,444898;18,6;24,6;12,5;12,7;8,7;9,5;9,5;9,5
2019;26525798;ETE;503,8295635;8;11,8;6;5,5;9,5;9,5;9,5;9,5
2019;26525801;ETE;521,0077869;4,4;2,9;7,1;2,9;9,5;9,5;9,5;9,5
2019;26525810;ETE;529,2734043;10,4;13,9;7,8;9;9,5;9,5;9,5;9,5
2019;26525828;ETE;533,9966102;6,1;5,7;8;4,3;9,5;9,5;9,5;9,5
2019;26525836;ETE;512,1507353;9,6;12,9;3,6;10,3;9,5;9,5;9,5;9,5
2019;26525933;ETE;485,1123077;12,5;11,7;11,2;15,2;9,5;9,5;9,5;9,5
2019;26534711;Privada;668,2397196;0,5;0;0;1,6;5,8;5,5;5,5;6,3
2019;26540720;EREM;486,1133333;6,3;6,4;5,9;6,3;9,5;9,5;9,5;9,5
2019;26548747;Federal;516,4844595;19,4;20,9;11,3;17,3;4,8;4,8;4,8;4,8
