cod_escola;tp_escola;tp_localizacao;idepe;p_em;nota_lp;nota_mt;nota_saep;in_internet;in_noturno;in_eja;qt_mat_bas;tx_mat_med_int;tx_mat_bas_fem;tx_mat_bas_branca;inse;mha_em;tdi_em
26100614;SEMI_INTEGRAL;Urbana;4,96;0,97;5,02;5,17;5,1;1;0;1;317;0,72;0,552050473;0,176656151;4,1;8,9;38,1
26009390;SEMI_INTEGRAL;Urbana;5,11;0,94;5,37;5,51;5,44;1;1;1;358;0,63;0,5;0,058659218;3,98;8,9;20,4
26008181;SEMI_INTEGRAL;Urbana;4,49;0,97;4,6;4,62;4,61;1;1;1;331;0,89;0,528700906;0,141993958;3,7;9,8;28,4
26112108;SEMI_INTEGRAL;Urbana;5,98;0,95;5,68;6,85;6,27;1;0;0;311;1;0,594855305;0,067524116;4,34;9,5;11,6
26114496;SEMI_INTEGRAL;Urbana;4,51;0,97;4,61;4,67;4,64;1;0;0;245;0,87;0,506122449;0,106122449;4,27;9,5;23,5
26113953;SEMI_INTEGRAL;Urbana;4,72;0,86;5,69;5,24;5,46;1;0;0;432;0,87;0,493055556;0,064814815;4,49;7;22,4
26112701;SEMI_INTEGRAL;Urbana;5,44;0,99;5,34;5,69;5,51;1;1;0;383;0,87;0,537859008;0,11227154;4,59;9,2;17,6
26136455;SEMI_INTEGRAL;Urbana;5,76;0,98;5,99;5,82;5,91;1;0;0;358;1;0,522346369;0,078212291;4,53;9,5;18,2
26113783;SEMI_INTEGRAL;Urbana;3,99;0,96;4,37;3,95;4,16;0;0;0;690;0,55;0,552173913;0,128985507;4,36;6,8;15,1
26113805;SEMI_INTEGRAL;Urbana;4,58;0,98;4,65;4,67;4,66;1;0;0;484;0,49;0,473140496;0,130165289;4,87;6,1;25,7
26070456;SEMI_INTEGRAL;Urbana;7,05;0,98;6,05;8,38;7,21;1;1;1;337;0,79;0,471810089;0,142433234;3,97;8,7;22,9
26005107;SEMI_INTEGRAL;Urbana;4,3;0,92;4,65;4,65;4,65;1;1;1;543;0,64;0,543278085;0,14732965;4,03;10;22,4
26101084;SEMI_INTEGRAL;Urbana;5,4;0,94;5,51;6,01;5,76;1;0;0;498;1;0,532128514;0,168674699;4,65;9,5;15,9
26079593;SEMI_INTEGRAL;Urbana;4,66;0,95;4,97;4,81;4,89;1;1;1;306;0,76;0,555555556;0,326797386;3,88;9,5;25,3
26091267;SEMI_INTEGRAL;Urbana;4,17;0,96;4,18;4,54;4,36;1;1;1;494;0,69;0,475708502;0,097165992;4,05;9,5;33,4
26091291;SEMI_INTEGRAL;Urbana;4,04;0,91;4,48;4,43;4,46;0;0;0;134;0,9;0,425373134;0,156716418;4,27;9,5;37,2
26117045;SEMI_INTEGRAL;Urbana;4,51;0,95;4,71;4,74;4,73;1;0;0;723;0,29;0,506224066;0,163208852;4,69;5,2;27,1
26115883;SEMI_INTEGRAL;Urbana;5,61;1;5,58;5,67;5,63;1;0;0;1087;1;0,529898804;0,172953082;4,81;7;11,7
26115999;SEMI_INTEGRAL;Urbana;4,8;0,98;5,16;4,67;4,91;1;1;1;632;0,86;0,525316456;0,246835443;4,69;9,5;18,6
26116014;SEMI_INTEGRAL;Urbana;4,33;1;4,56;4,1;4,33;1;1;1;437;0,53;0,549199085;0,054919908;4,48;9,5;24,9
26117290;SEMI_INTEGRAL;Urbana;4,87;0,94;5,22;5,14;5,18;1;0;0;490;1;0,491836735;0,128571429;4,85;9,5;12,2
26116324;SEMI_INTEGRAL;Urbana;5,46;0,99;5,64;5,42;5,53;1;1;1;729;0,82;0,492455418;0,267489712;4,79;9,5;13,9
26116634;SEMI_INTEGRAL;Urbana;4,22;0,96;3,96;4,82;4,39;1;0;0;118;1;0,491525424;0,127118644;4,32;9,5;25,4
26047837;SEMI_INTEGRAL;Urbana;4,09;0,96;4,34;4,14;4,24;1;0;0;315;1;0,584126984;0,104761905;3,86;9,5;29,2
26059088;SEMI_INTEGRAL;Urbana;5,13;0,98;5,13;5,32;5,23;1;0;0;604;1;0,561258278;0,197019868;4,29;9,5;10,4
26154358;SEMI_INTEGRAL;Rural;5,1;0,98;5,41;4,97;5,19;1;1;1;420;0,26;0,547619048;0,085714286;4,21;5,8;23,8
26034352;SEMI_INTEGRAL;Urbana;5,44;0,96;5,57;5,71;5,64;1;0;0;407;1;0,557739558;0,12039312;4,68;9,5;10,8
26035316;SEMI_INTEGRAL;Urbana;5,25;0,96;5,55;5,4;5,48;1;1;1;503;0,63;0,495029821;0,131212724;4,84;9,5;4,1
26033879;SEMI_INTEGRAL;Urbana;5,81;0,95;5,5;6,74;6,12;1;0;0;682;1;0,549853372;0,162756598;4,99;9,5;8,2
26059789;SEMI_INTEGRAL;Urbana;4,38;0,97;4,65;4,39;4,52;1;1;1;494;0,64;0,518218623;0,137651822;3,69;8,4;27,5
26093995;SEMI_INTEGRAL;Urbana;4,63;0,98;4,62;4,87;4,74;1;1;1;858;0,68;0,547785548;0,17016317;4,03;9,5;19,8
26102153;SEMI_INTEGRAL;Urbana;4,87;0,96;4,94;5,18;5,06;1;1;1;452;0,66;0,528761062;0,042035398;4,22;9,5;25,9
26102250;SEMI_INTEGRAL;Urbana;4,58;0,96;4,78;4,79;4,78;1;1;1;725;0,74;0,580689655;0,151724138;3,87;9,1;28,7
26132735;SEMI_INTEGRAL;Urbana;6,02;1;5,62;6,42;6,02;1;1;1;231;0,64;0,515151515;0,021645022;4;9,5;10,2
26124440;SEMI_INTEGRAL;Urbana;3,59;0,88;4,41;3,78;4,1;1;1;0;674;0,33;0,480712166;0,178041543;4,46;5,3;36
26123479;SEMI_INTEGRAL;Urbana;4,56;0,97;4,82;4,54;4,68;1;1;0;856;0,3;0,515186916;0,190420561;4,68;5,6;20,9
26125978;SEMI_INTEGRAL;Urbana;4,29;0,95;4,72;4,32;4,52;1;1;0;801;0,67;0,530586767;0,117353308;4,36;7,4;23,2
26122847;SEMI_INTEGRAL;Urbana;4,56;0,95;5,02;4,55;4,78;1;1;1;717;0,61;0,511854951;0,121338912;4,54;9,5;17,3
26123703;SEMI_INTEGRAL;Urbana;5,04;0,98;5,31;5,02;5,17;1;0;0;426;1;0,537558685;0,093896714;4,7;9,5;20,7
26121859;SEMI_INTEGRAL;Urbana;4,29;0,96;4,85;4,09;4,47;1;0;0;263;1;0,456273764;0,216730038;4,51;9,5;34,2
26124432;SEMI_INTEGRAL;Urbana;4,79;0,92;5,2;5,18;5,19;1;1;1;760;0,72;0,536842105;0,152631579;4,39;9,5;26,9
26126044;SEMI_INTEGRAL;Urbana;5,07;0,96;5,3;5,27;5,28;1;1;0;917;0,55;0,512540894;0,158124318;4,41;6,7;19,8
26127300;SEMI_INTEGRAL;Urbana;4,75;0,99;4,84;4,74;4,79;1;1;1;551;0,74;0,555353902;0,174228675;4,5;9,5;14,8
26124785;SEMI_INTEGRAL;Urbana;4,04;0,94;4,57;4,01;4,29;1;1;1;1034;0,62;0,500967118;0,110251451;4,38;9,5;31,6
26126133;SEMI_INTEGRAL;Urbana;5,2;0,98;5,52;5,09;5,31;1;0;0;584;1;0,525684932;0,16609589;4,75;9,5;21,7
26124602;SEMI_INTEGRAL;Urbana;5,23;0,96;5,28;5,66;5,47;1;1;1;573;0,78;0,532286213;0,253054101;4,95;9,5;10,5
26128195;SEMI_INTEGRAL;Urbana;4,48;0,93;5,19;4,4;4,8;1;1;1;196;0,67;0,505102041;0,12755102;4,5;9,5;28,8
26121247;SEMI_INTEGRAL;Urbana;4,13;0,95;4,44;4,28;4,36;1;1;1;528;0,7;0,507575758;0,263257576;4,26;9,5;26,1
26123282;SEMI_INTEGRAL;Urbana;4,95;0,96;5,07;5,26;5,17;1;0;0;458;1;0,5;0,233624454;4,66;9,5;16,6
26127334;SEMI_INTEGRAL;Urbana;5,17;0,97;5,09;5,62;5,35;1;1;1;666;0,78;0,527027027;0,162162162;4,76;9,5;16,9
26125641;SEMI_INTEGRAL;Urbana;4,82;0,98;5,33;4,55;4,94;1;0;0;289;1;0,505190311;0,200692042;4,5;9,5;27,7
26124696;SEMI_INTEGRAL;Urbana;4,33;0,97;4,81;4,11;4,46;1;0;0;402;1;0,519900498;0,149253731;4,57;9,5;16,9
26123819;SEMI_INTEGRAL;Urbana;5,51;0,98;5,7;5,57;5,64;1;1;1;842;0,77;0,517814727;0,214964371;4,66;9,5;16,5
26121654;SEMI_INTEGRAL;Urbana;5,77;0,95;5,89;6,28;6,08;1;0;0;397;1;0,493702771;0,198992443;4,94;9,5;14,6
26126109;SEMI_INTEGRAL;Urbana;5,05;0,95;5,54;5,06;5,3;1;1;0;592;0,81;0,486486486;0,177364865;4,56;8,3;15,7
26186241;SEMI_INTEGRAL;Urbana;5;0,97;5,11;5,23;5,17;1;1;1;959;0,71;0,520333681;0,155370177;4,38;9,5;14,8
26128721;SEMI_INTEGRAL;Urbana;4,9;0,96;5,18;5,03;5,1;1;1;0;703;0,82;0,523470839;0,120910384;4,57;8,4;15,2
26127741;SEMI_INTEGRAL;Urbana;4,66;0,95;5,18;4,6;4,89;1;1;1;704;0,72;0,53125;0,126420455;4,29;9,5;20,5
26121921;SEMI_INTEGRAL;Urbana;4,76;0,95;5,2;4,82;5,01;1;0;0;715;1;0,6;0,216783217;4,81;9,5;18,6
26060124;SEMI_INTEGRAL;Urbana;4,26;0,9;4,58;4,87;4,73;1;1;1;675;0,57;0,574814815;0,081481481;4,03;8,1;14
26102552;SEMI_INTEGRAL;Urbana;5,27;0,92;5,64;5,87;5,75;1;0;0;475;1;0,541052632;0,170526316;4,49;9,5;14,1
26011344;SEMI_INTEGRAL;Urbana;4,74;0,99;4,9;4,7;4,8;1;0;0;356;1;0,52247191;0,148876404;4,25;9,5;14,9
26061023;SEMI_INTEGRAL;Urbana;4,91;0,97;5,01;5,1;5,05;1;0;0;429;1;0,585081585;0,198135198;4,21;9,5;12,8
26154803;SEMI_INTEGRAL;Urbana;4,36;0,93;4,56;4,8;4,68;1;0;1;491;0,87;0,537678208;0,036659878;3,77;9,5;23,7
26133985;SEMI_INTEGRAL;Urbana;5,08;0,96;5,16;5,39;5,27;1;0;0;294;1;0,639455782;0,142857143;4,12;9,5;16,7
26169029;SEMI_INTEGRAL;Urbana;4,13;0,95;4,27;4,4;4,34;1;1;1;315;0,71;0,536507937;0,13968254;3,91;8,7;24,2
26064294;SEMI_INTEGRAL;Urbana;5,36;0,97;5,35;5,73;5,54;1;0;0;350;1;0,582857143;0,465714286;4,24;9,5;20,6
26019493;SEMI_INTEGRAL;Urbana;5,03;0,97;5,07;5,34;5,2;1;1;1;520;0,77;0,534615385;0,176923077;4,22;9,4;13,8
26104083;SEMI_INTEGRAL;Urbana;4,65;0,97;4,58;5,05;4,81;1;1;1;363;0,64;0,520661157;0,071625344;3,78;9,5;22,2
26061643;SEMI_INTEGRAL;Urbana;4,46;0,98;4,52;4,59;4,56;1;0;0;462;1;0,534632035;0,365800866;3,91;9,5;30,1
26081059;SEMI_INTEGRAL;Urbana;4,47;0,94;4,74;4,75;4,75;1;1;1;840;0,61;0,497619048;0,325;3,99;8,4;40,9
26086638;SEMI_INTEGRAL;Urbana;5,58;0,98;5,33;6,03;5,68;1;1;1;763;0,47;0,521625164;0,309305374;3,85;7,4;25,1
26019825;SEMI_INTEGRAL;Urbana;5,07;0,97;4,86;5,55;5,21;1;1;1;441;0,63;0,53968254;0,158730159;3,94;8,8;33,1
26129094;SEMI_INTEGRAL;Urbana;4,72;0,95;5,15;4,74;4,94;1;1;1;831;0,72;0,561973526;0,220216606;4,41;9,5;16,9
26071606;SEMI_INTEGRAL;Urbana;4,78;0,97;4,85;5;4,93;1;0;0;298;1;0,583892617;0,271812081;3,98;10;20,8
26020971;SEMI_INTEGRAL;Urbana;5,49;0,95;5,7;5,91;5,81;1;1;1;549;0,49;0,535519126;0,120218579;4,82;8,6;18,2
26013452;SEMI_INTEGRAL;Urbana;4,56;1;4,64;4,51;4,57;1;1;0;598;0,64;0,506688963;0,140468227;3,66;7,5;23,6
26022850;SEMI_INTEGRAL;Urbana;5,83;0,94;5,41;6,96;6,18;1;1;1;237;0,79;0,53164557;0,35021097;4,08;10;21,3
26064626;SEMI_INTEGRAL;Urbana;5,37;0,96;5,31;5,9;5,6;1;0;0;485;1;0,546391753;0,167010309;4,18;9,8;21,9
26103834;SEMI_INTEGRAL;Urbana;5,22;0,96;5,28;5,58;5,43;1;1;1;1001;0,69;0,506493506;0,021978022;4,31;9,5;25,2
26065592;SEMI_INTEGRAL;Urbana;5;0,99;5,06;5,07;5,07;1;1;1;481;0,8;0,575883576;0,474012474;4,24;9,5;9,9
26081180;SEMI_INTEGRAL;Urbana;4,77;0,95;4,85;5,22;5,04;1;1;1;366;0,54;0,530054645;0,275956284;3,84;9,5;30,2
26038536;SEMI_INTEGRAL;Urbana;5,69;0,99;5,22;6,25;5,73;0;1;0;475;0,86;0,515789474;0,035789474;3,79;8,7;11,8
26066220;SEMI_INTEGRAL;Urbana;4,71;0,93;4,79;5,33;5,06;1;1;1;802;0,63;0,568578554;0,158354115;4,21;9,5;16,1
26008530;SEMI_INTEGRAL;Urbana;5,54;0,99;5,35;5,79;5,57;1;0;0;607;1;0,573311367;0,115321252;4,34;10;10,4
26048337;SEMI_INTEGRAL;Urbana;5,67;0,98;5,22;6,38;5,8;1;1;1;890;0,73;0,553932584;0,024719101;3,86;8,7;31,8
26049406;SEMI_INTEGRAL;Urbana;5,38;0,98;5,3;5,72;5,51;1;1;0;623;0,91;0,560192616;0,298555377;4,11;9,1;14,3
26014190;SEMI_INTEGRAL;Urbana;4,93;0,94;4,69;5,84;5,27;1;1;0;298;0,74;0,540268456;0,087248322;3,75;8;23,2
26094800;SEMI_INTEGRAL;Urbana;4,72;0,96;5,02;4,87;4,95;1;1;1;709;0,69;0,547249647;0,146685472;4,17;8,6;27,2
26105101;SEMI_INTEGRAL;Urbana;6,14;0,97;6,1;6,56;6,33;1;1;1;460;0,6;0,536956522;0,017391304;4,14;9,5;22,4
26175533;TECNICA;Urbana;5,71;0,99;5,64;5,9;5,77;1;1;0;560;0,81;0,544642857;0,039285714;4,29;9,5;12
26185741;TECNICA;Urbana;5,8;0,97;5,7;6,32;6,01;1;0;0;468;1;0,472222222;0,354700855;4,65;9,5;5,3
26134213;TECNICA;Urbana;4,93;0,95;5,09;5,27;5,18;1;1;0;433;0,65;0,538106236;0,073903002;4,14;9;28,1
26185938;TECNICA;Urbana;6,08;0,97;6,15;6,36;6,25;1;1;0;637;0,75;0,538461538;0,04866562;4,49;9,7;7,9
26176211;TECNICA;Urbana;5,27;0,94;5,61;5,57;5,59;1;1;0;524;0,9;0,522900763;0,047709924;4,34;9,5;7,4
26176220;TECNICA;Urbana;5,43;0,98;5,42;5,66;5,54;1;1;0;411;0,9;0,549878345;0,058394161;4,34;9,5;8,1
26185750;TECNICA;Urbana;5,58;0,98;5,63;5,71;5,67;1;1;0;515;0,91;0,559223301;0,069902913;4,29;9,5;9
26129868;TECNICA;Urbana;6,91;0,98;6,49;7,6;7,04;1;1;0;639;0,76;0,503912363;0,042253521;4,86;9,5;9,2
26185768;TECNICA;Urbana;5,43;0,97;5,57;5,61;5,59;1;0;0;503;1;0,528827038;0,296222664;4,85;9,5;5,4
26176246;TECNICA;Urbana;5,53;0,95;5,95;5,73;5,84;1;1;0;598;0,75;0,650501672;0,033444816;4,74;9,5;10,6
26176203;TECNICA;Urbana;6,93;0,99;6,36;7,66;7,01;1;1;0;225;0,81;0,44;0,075555556;3,64;9,5;14,8
26525720;TECNICA;Urbana;5,49;0,95;5,97;5,62;5,8;1;1;0;974;0,48;0,483572895;0,199178645;4,84;9,5;8,6
26187051;TECNICA;Urbana;5,71;0,96;5,84;6,11;5,97;1;1;0;500;0,85;0,52;0,062;5,12;9,5;8,9
26098920;TECNICA;Urbana;5,6;0,98;5,5;5,91;5,7;1;1;0;432;0,74;0,465277778;0,030092593;4,29;9,5;11,9
26525798;TECNICA;Urbana;5,24;0,95;5,64;5,37;5,5;1;1;0;630;0,74;0,441269841;0,03968254;4,67;9,5;8
26176882;TECNICA;Urbana;6,83;0,95;6,54;7,86;7,2;1;1;0;626;0,82;0,599041534;0,07827476;4,66;9,5;8
26185946;TECNICA;Urbana;5,66;0,94;6,28;5,74;6,01;1;0;0;493;1;0,551724138;0,010141988;4,94;9,5;5,7
26525828;TECNICA;Urbana;5,88;0,94;6,28;6,21;6,24;1;1;0;653;0,75;0,499234303;0,044410413;4,75;9,5;6,1
26182106;TECNICA;Urbana;4,91;0,9;5,27;5,69;5,48;1;1;0;318;0,99;0,537735849;0,295597484;4,2;9,5;13,6
26525801;TECNICA;Urbana;6,02;0,96;5,9;6,61;6,26;1;1;0;745;0,64;0,632214765;0,081879195;4,51;9,5;4,4
26101653;TECNICA;Urbana;5,94;0,96;5,71;6,62;6,16;1;1;0;598;0,5;0,525083612;0,053511706;4,62;9,5;9,4
26186004;TECNICA;Rural;5,67;0,96;5,73;6,09;5,91;1;1;0;474;0,96;0,491561181;0,040084388;4,54;9,5;10,8
26181282;TECNICA;Urbana;6,02;0,97;6,12;6,23;6,18;1;1;0;631;0,78;0,52614897;0,019017433;4,89;9,5;6,5
26121816;TECNICA;Urbana;5,77;0,95;6,39;5,71;6,05;1;1;0;861;0,54;0,727061556;0,047619048;4,79;9,5;9,9
26178230;TECNICA;Urbana;6,58;0,99;6,66;6,69;6,67;1;1;0;686;0,74;0,411078717;0,282798834;5,2;9,5;2,8
26183021;TECNICA;Urbana;5,87;0,98;6,17;5,78;5,97;1;1;0;516;0,86;0,563953488;0,13372093;4,88;9,5;6,7
26179857;TECNICA;Urbana;5,87;0,96;5,97;6,24;6,1;1;0;0;361;1;0,462603878;0,096952909;5,17;9,5;4,7
26122685;TECNICA;Urbana;5,96;0,97;6,15;6,13;6,14;1;1;0;929;0,51;0,363832078;0,066738428;4,86;9,5;10,1
26176238;TECNICA;Urbana;6,26;0,98;6,37;6,37;6,37;1;1;0;595;0,79;0,465546218;0,043697479;4,8;9,5;6,4
26176254;TECNICA;Urbana;5,56;0,97;5,8;5,71;5,76;1;1;0;592;0,83;0,503378378;0,040540541;4,81;9,5;8,7
26185660;TECNICA;Urbana;5,84;0,98;5,86;6,06;5,96;1;1;0;716;0,68;0,587988827;0,148044693;4,5;9,5;7,2
26185113;TECNICA;Urbana;6,12;1;5,93;6,32;6,13;1;1;0;474;0,8;0,552742616;0,122362869;4,12;9,5;10,8
26176262;TECNICA;Urbana;6,44;1;6,19;6,74;6,47;1;1;0;549;0,89;0,551912568;0,032786885;4,52;9,5;6,6
26185806;TECNICA;Urbana;5,92;0,96;6,06;6,29;6,17;1;1;0;546;0,9;0,490842491;0,04029304;4,67;9,5;7,1
26020955;TECNICA;Urbana;4,97;0,8;5,91;6,51;6,21;1;1;0;393;0,38;0,610687023;0,147582697;4,58;9,2;11,3
26525933;TECNICA;Urbana;4,7;0,94;5,04;4,98;5,01;1;1;0;624;0,59;0,600961538;0,094551282;4,19;9,5;12,5
26525836;TECNICA;Urbana;5,99;0,98;5,84;6,33;6,08;1;1;0;249;0,75;0,530120482;0,184738956;4,74;9,5;9,6
26525810;TECNICA;Urbana;6,22;0,98;6,11;6,59;6,35;1;1;0;644;0,75;0,537267081;0,139751553;4,53;9,5;10,4
26095289;TECNICA;Urbana;5,45;0,98;5,48;5,65;5,56;1;1;0;521;0,95;0,537428023;0,042226488;4,41;9,5;13,2
